timestamp,price_open,price_high,price_low,price_close,price_volume,volume_obv,volume_obv_sma_20,volume_obv_sma_50,volume_obv_trend,return,volatility,momentum,return_ts_neutral,volatility_ts_neutral,momentum_ts_neutral
2008-12-22,90.02,90.03,84.69,85.74,30169300,60773198354.0,59769707030.55,60790755209.92,Down,-0.04733333333333334,0.04629163393795427,0.03826592395253092,-0.7373668658587356,-1.3031169729841383,0.1904125176442161
2008-12-23,86.87,87.87,85.9,86.38,22679700,61408230589.0,59904281745.1,60733763281.02,Up,0.007464427338465196,0.03626157758720583,-0.07068316299085542,0.06704402589694534,-3.0,-0.5409404789337446
2008-12-24,86.14,86.25,84.55,85.04,9690500,61136896318.0,60087054447.85,60710964594.3,Down,-0.015512850196804706,0.036078903215197765,-0.06343612334801751,-0.2958063286136215,-3.0,-0.48799669536430645
2008-12-26,86.64,87.42,85.24,85.81,11011600,61445221426.0,60240251561.05,60726015953.42,Up,0.009054562558795887,0.034341925380617054,-0.09673684210526312,0.12326307690246402,-3.0,-0.7102891160673872
2008-12-29,86.52,87.62,85.07,86.61,24500000,62131222112.0,60442637443.4,60715176862.66,Up,0.009322922736277883,0.03413711602922893,-0.06539333117513757,0.09320343211177808,-3.0,-0.588681261950582
2008-12-30,87.42,88.05,84.72,86.29,34557200,61163619545.0,60642831623.55,60720230307.8,Down,-0.003694723473040007,0.032979967876158846,-0.029686270100078738,-0.23775932167328295,-1.9705164930921668,-0.3108520153485178
2008-12-31,85.97,87.74,85.34,85.35,21697900,60556077738.0,60755212535.95,60682149485.82,Down,-0.01089349866728484,0.031599034936422125,-0.07699794527955017,-0.4529071208496388,-1.1542851500203126,-0.7558691709938408
2009-01-02,85.88,91.04,85.16,90.75,26643400,61302093684.0,60837960178.75,60702862226.62,Up,0.06326889279437609,0.03383287784294443,-0.05370177267987497,1.9271746396945422,-0.9210584625141274,-0.5512109150638815
2009-01-05,93.17,96.18,92.71,94.58,42200300,62483703265.0,61034356855.15,60702230938.08,Up,0.042203856749311264,0.03350987764632961,0.034678919155453514,1.2301063481427112,-0.8720344660207386,0.18445495088748734
2009-01-06,95.95,97.17,92.39,93.02,46046800,61194391576.0,61114098134.95,60642304774.26,Down,-0.016493973355889202,0.03317007457772898,-0.010425531914893704,-0.754867404732314,-0.85679010499643,-0.2866893100144107
2009-01-07,91.81,92.5,90.26,91.01,26894600,60441342023.0,61096929777.85,60599118819.18,Down,-0.021608256288970007,0.030199775327646925,-0.08734456478138786,-0.7841678381455874,-0.7281366194648671,-0.8950733489615751
2009-01-08,90.43,93.15,90.04,92.7,24053600,61114843496.0,61053261634.25,60593578341.72,Up,0.018569387979342933,0.03058662457316734,-0.07355586648011192,0.6658102751994032,-0.40733131473118994,-0.6195791147116902
2009-01-09,93.21,93.38,90.14,90.58,19530200,60567997350.0,61029153610.25,60544418244.66,Down,-0.022869471413160758,0.030716017896390245,-0.07769066286528858,-0.7259168043586595,-0.33460118684390716,-0.5323759686858871
2009-01-12,90.46,90.99,87.55,88.66,22061300,59950280333.0,61026190647.4,60443884200.26,Down,-0.021196732170457033,0.030247049225390128,-0.0667368421052632,-0.6858196653151417,-0.2914996605139402,-0.23512672755514077
2009-01-13,88.24,89.7399,86.35,87.71,28514200,59151881935.0,60931248992.6,60294620363.14,Down,-0.010715091360252726,0.02896370740015553,-0.10745904141650553,-0.12037017968382559,-0.3602649806034914,-0.44639190018959074
2009-01-14,86.24,87.25,84.72,85.33,36488000,58130216914.0,60829812031.3,60158118378.78,Down,-0.027134876296887378,0.028543622683633293,-0.09941952506596308,-0.683432541926267,-0.6607738610999753,-0.4398438717079111
2009-01-15,80.56,84.12,80.05,83.38,65415500,56298581083.0,60582117903.8,60006142458.94,Down,-0.02285245517403023,0.028668072960751606,-0.12627056481190413,-0.40455498747074103,-0.8308794595959044,-0.8576331394771637
2009-01-16,84.3,84.38,80.4,82.33,37415200,55250954436.0,60346735528.6,59805240354.2,Down,-0.012592947949148448,0.025119758315739663,-0.07660385823239124,-0.06133595238386646,-1.7518981771166258,-0.14291905454274006
2009-01-20,81.93,82.0,78.2,78.2,32854100,54331038717.0,60022486524.6,59611069064.2,Down,-0.050163974249969545,0.02710920059123814,-0.12557307391255734,-1.2900979244220154,-1.2054051111269988,-1.272863289476367
2009-01-21,79.45,82.88,79.31,82.83,38902500,55420309806.0,59712605035.0,59465064710.36,Up,0.05920716112531954,0.03074385966334952,-0.07966666666666666,2.285702104667105,-0.10641328618800426,-0.15987412247422145
2009-01-22,88.0,90.0,85.82,88.36,50340300,56829839615.0,59515437098.05,59369156046.6,Up,0.06676325003018224,0.03274179877312422,0.030557499416841605,2.355231264551888,0.42443430424423134,3.0
2009-01-23,86.81,89.87,86.5,88.36,27277500,56829839615.0,59286517549.35,59295723845.3,Neutral,0.0,0.03271884236015908,0.02292197267886098,0.32805748065704343,0.4599501349580422,2.333669451350886
2009-01-26,88.88,90.97,88.3,89.64,24722800,57522078707.0,59105776668.8,59260627210.32,Up,0.014486192847442236,0.03257877414464962,0.0540921919096895,0.5893263006457082,0.4486596106397977,1.9927332366831432
2009-01-27,90.19,91.55,89.74,90.73,22072800,58140117725.0,58940521483.75,59261470907.26,Up,0.012159750111557344,0.032615857545579635,0.057335974828108593,0.5261190924123397,0.49626153695994807,1.6036020313475852
2009-01-28,92.15,95.0,91.5,94.2,30764500,59001524586.0,58784036607.45,59242460960.34,Up,0.03824534332635299,0.03352598653211232,0.08763422237616902,1.0147865694928344,0.8089580240106594,1.4826633268538356
2009-01-29,93.09,94.34,92.6,93.0,21168900,58408794794.0,58646295369.9,59239701781.68,Down,-0.01273885350318471,0.0337061748110882,0.07776103835902193,-0.04319368850258791,0.8568741675422935,1.30690263197867
2009-01-30,92.62,93.62,90.01,90.13,23267100,57757315343.0,58506357250.15,59247163565.24,Down,-0.030860215053763462,0.03446643799650967,0.05600468658465152,-0.42297237391567133,0.8337985936479774,0.959590075253952
2009-02-02,89.1,92.0,88.9,91.51,19937400,58315563101.0,58357030721.0,59241596375.78,Up,0.015311217130811183,0.03162462966427029,0.008374655647382934,0.7087709320723506,0.14887380556681754,0.3876855290149239
2009-02-03,91.92,93.38,90.28,92.98,21403900,58914872900.0,58178589202.75,59271453421.72,Up,0.01606381816194946,0.030341270162504746,-0.016916895749629846,0.7407488106597633,-0.13715345003279508,0.21105261476729945
2009-02-04,93.24,96.25,93.1,93.55,28872200,59723295308.0,58105034389.35,59351815238.14,Up,0.006130350613035018,0.030131509289996326,0.005697699419479729,0.307009715997049,-0.18551163791269207,0.4026573751688459
2009-02-05,92.77,97.25,92.62,96.46,26758800,60472542457.0,58106594411.05,59415776542.16,Up,0.031106360235168218,0.030381021461430097,0.059883529282496406,0.7321291223576766,-0.09646518165782134,0.4933383873546845
2009-02-06,97.0,100.0,97.0,99.72,24543200,61159752744.0,58108839873.45,59464636871.08,Up,0.03379639228695841,0.030967731355274978,0.0757281553398057,0.741670821779488,0.08486394087257348,0.510636845581818
2009-02-09,101.165,103.0,99.5,102.51,25536100,61874764259.0,58174178218.9,59552503311.0,Up,0.02797833935018046,0.030722712860028856,0.1317067785383088,0.4318208021288212,-0.0037734589980191074,0.8575172597880677
