timestamp,price_open,price_high,price_low,price_close,price_volume,volume_obv,volume_obv_sma_20,volume_obv_sma_50,volume_obv_trend,return,volatility,momentum,return_ts_neutral,volatility_ts_neutral,momentum_ts_neutral
2004-04-21,27.6,28.12,27.37,27.73,5819200,40372040795.75,39472886851.06252,37380124135.82502,Neutral,0.0,0.03213627723884375,0.0964808224594702,-0.044559670369301634,0.49019357711374206,0.036349265852032575
2004-04-22,27.56,28.18,27.11,27.78,6153300,40372040795.75,39472886851.06252,37380124135.82502,Up,0.0018031013342949542,0.03213495935589077,0.0894117647058823,0.021845599380016612,0.4130695712260598,0.000883904341990025
2004-04-23,27.7,28.0,27.05,27.7,5639800,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.0028797696184306165,0.03001911537118721,0.03088946780796431,-0.11210525553172734,0.13112338004860646,-0.560549327184665
2004-04-26,27.58,27.635,27.0,27.13,4127300,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.020577617328519815,0.030412285379873477,0.003328402366863825,-0.6645908946951361,0.146660236325414,-0.925907833197321
2004-04-27,27.24,27.44,26.69,26.94,5069000,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.0070033173608550214,0.029519565320081334,-0.0347545682551057,-0.15210352137970465,0.020578513978245064,-1.1074207182933595
2004-04-28,26.82,27.01,26.34,26.45,4128000,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.0181885671863401,0.029752902213743822,-0.05265042979942702,-0.5468278063277123,0.01554662085317534,-1.1261252456590953
2004-04-29,26.45,27.0,25.98,26.77,8228400,40372040795.75,39472886851.06252,37380124135.82502,Up,0.012098298676748609,0.029089210475367624,-0.009985207100591698,0.5692679494852421,-0.028673406498540683,-0.5085638157493705
2004-04-30,26.71,26.96,25.49,25.78,8330400,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.036981695928277825,0.030219468718003965,-0.049059387679822875,-1.113656343130574,0.07771880829144537,-0.8595695010801665
2004-05-03,26.0,26.33,25.74,26.07,5314900,40372040795.75,39472886851.06252,37380124135.82502,Up,0.011249030256012427,0.030137474173713596,-0.051999999999999935,0.5996870990485073,0.03350894818731916,-0.7446291686565584
2004-05-04,25.97,26.55,25.5,26.14,4999700,40372040795.75,39472886851.06252,37380124135.82502,Up,0.00268507863444567,0.029214544425478425,-0.07697740112994345,0.3551538136970311,-0.0894757941285135,-0.9943147311324299
2004-05-05,26.2,26.75,25.96,26.65,4251900,40372040795.75,39472886851.06252,37380124135.82502,Up,0.01951032899770455,0.02946479305529773,-0.042400287459576025,0.8210033839828688,-0.11920353034422912,-0.5130687582264367
2004-05-06,26.41,26.75,25.9,26.58,4706400,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.00262664165103188,0.029197042964456396,-0.0267301354815086,0.004579043453352423,-0.3261902505990069,-0.374704975229681
2004-05-07,26.57,27.57,26.55,26.67,7482800,40372040795.75,39472886851.06252,37380124135.82502,Up,0.003386004514672747,0.029139747985669272,-0.031238648746821585,0.25434229260308366,-0.35544267043907535,-0.3674164980628102
2004-05-10,26.27,26.6,25.94,26.28,4463900,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.01462317210348707,0.028900747619141697,-0.06276747503566327,-0.5144337888241522,-0.4692781120713115,-0.49264748174484
2004-05-11,26.4,27.19,26.4,27.14,5449500,40372040795.75,39472886851.06252,37380124135.82502,Up,0.032724505327245135,0.028584882841541,0.007797994801336916,1.7002411479373847,-0.6197239334591834,0.09221865853039045
2004-05-12,26.79,27.34,26.24,27.3,4382500,40372040795.75,39472886851.06252,37380124135.82502,Up,0.005895357406042745,0.028473730445589287,0.024774774774774855,0.31688870566025573,-0.6726656183004258,0.23292690861788928
2004-05-13,27.1273,27.72,26.9,27.19,4104500,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.004029304029304015,0.01661088236624834,-0.07201365187713304,-0.06534756796474052,-3.0,-0.5893686869234036
2004-05-14,27.25,27.32,26.45,27.06,4603600,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.0047811695476278615,0.016612669777998336,-0.07265250171350246,-0.10384975813124553,-3.0,-0.5565222991085337
2004-05-17,26.7,27.06,26.36,26.64,5365100,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.01552106430155209,0.015829701345840885,-0.060317460317460325,-0.676945382762228,-3.0,-0.41016524932774423
2004-05-18,26.97,27.29,26.8,27.06,3679700,40372040795.75,39472886851.06252,37380124135.82502,Up,0.015765765765765716,0.015703283987415204,-0.024161557879552875,1.0580489801068766,-3.0,0.14971366363826183
2004-05-19,27.4,27.5,26.42,26.47,6707000,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.021803399852180383,0.01636542244423117,-0.04543815362423376,-0.86272502184296,-2.969845062122498,-0.1431991435037978
2004-05-20,26.63,27.0,26.47,26.71,3505300,40372040795.75,39472886851.06252,37380124135.82502,Up,0.009066868152625585,0.016538502853003387,-0.0385169186465083,0.48323989263451894,-0.969943701945571,0.05719294781078029
2004-05-21,26.9,27.2,26.73,27.11,3212400,40372040795.75,39472886851.06252,37380124135.82502,Up,0.014975664545114231,0.016955620930267104,-0.021299638989169645,0.5681116844493481,-0.9357307505045832,0.6156260015167074
2004-05-24,27.25,27.9,27.11,27.34,4207200,40372040795.75,39472886851.06252,37380124135.82502,Up,0.008483954260420479,0.01642086894491232,0.007740508661997714,0.2674772743423809,-0.9714314338157832,1.5487594382902918
2004-05-25,27.5,28.51,27.29,28.41,5713900,40372040795.75,39472886851.06252,37380124135.82502,Up,0.039136795903438104,0.01842767791477573,0.05456570155901996,1.7197059308038671,-0.8011677759111471,2.632532492592706
2004-05-26,28.31,28.78,28.0,28.51,5753000,40372040795.75,39472886851.06252,37380124135.82502,Up,0.0035198873636044237,0.01775198270198801,0.07788279773156903,-0.06972358425616532,-0.4536734754353868,2.323734520006505
2004-05-27,28.48,28.6,27.82,28.17,4213800,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.011925640126271508,0.01797984419048886,0.052297347777362724,-0.8202798023920813,-0.0178259529696094,1.409819608610713
2004-05-28,28.08,28.27,27.8,28.06,2602100,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.00390486332978357,0.015485392267973238,0.08844065166795967,-0.44870274175597374,-0.19118497042122964,1.7758965893312495
2004-06-01,27.79,28.2,27.61,28.06,3252400,40372040795.75,39472886851.06252,37380124135.82502,Neutral,0.0,0.015426149900371375,0.07633294975067129,-0.20564136154546417,-0.15727150275658033,1.2594297300115236
2004-06-02,28.03,29.17,27.8,28.92,5691300,40372040795.75,39472886851.06252,37380124135.82502,Up,0.03064861012116893,0.016546655985175174,0.10635042081101753,1.4025280379397014,-0.01963612787178028,1.3442552230319698
2004-06-03,28.72,28.99,28.29,28.4,4480900,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.017980636237897807,0.016958062572006428,0.06566604127579745,-1.1497417437484256,0.03837382337554625,0.7423617261961583
2004-06-04,28.56,29.25,28.51,28.78,7127000,40372040795.75,39472886851.06252,37380124135.82502,Up,0.013380281690140938,0.01704014677173772,0.08276899924755465,0.4879157310040064,0.15194808373971422,0.6907326434611416
2004-06-07,29.04,29.98,28.81,29.81,5283500,40372040795.75,39472886851.06252,37380124135.82502,Up,0.03578874218207084,0.018448780079771025,0.11773528308961367,1.4296429529302992,0.9880338126783238,0.8673244929127543
2004-06-08,29.99,30.44,29.83,30.35,7421800,40372040795.75,39472886851.06252,37380124135.82502,Up,0.01811472660181157,0.017993599107259988,0.15487062404870633,0.5311095760121699,0.7672857165165831,1.0887168509543468
2004-06-09,30.09,30.71,30.0,30.2,6235800,40372040795.75,39472886851.06252,37380124135.82502,Down,-0.0049423393739703725,0.01715258138217573,0.11274871039056733,-0.48262714594986433,0.26280427820807817,0.529914337746012
2004-06-10,30.32,30.97,30.2,30.74,4599600,40372040795.75,39472886851.06252,37380124135.82502,Up,0.01788079470198678,0.017375253274333254,0.126007326007326,0.5625536240769599,0.556374405500585,0.5460535180654889
