timestamp,atr,symbol
2004-04-28,0.0141,AAPL
2004-04-29,0.0142,AAPL
2004-04-30,0.0148,AAPL
2004-05-03,0.0144,AAPL
2004-05-04,0.0145,AAPL
2004-05-05,0.0143,AAPL
2004-05-06,0.0142,AAPL
2004-05-07,0.0143,AAPL
2004-05-10,0.014,AAPL
2004-05-11,0.014,AAPL
2004-05-12,0.0142,AAPL
2004-05-13,0.014,AAPL
2004-05-14,0.014,AAPL
2004-05-17,0.0137,AAPL
2004-05-18,0.0134,AAPL
2004-05-19,0.0136,AAPL
2004-05-20,0.0132,AAPL
2004-05-21,0.0128,AAPL
2004-05-24,0.0128,AAPL
2004-05-25,0.0132,AAPL
2004-05-26,0.0131,AAPL
2004-05-27,0.013,AAPL
2004-05-28,0.0125,AAPL
2004-06-01,0.0123,AAPL
2004-06-02,0.0129,AAPL
2004-06-03,0.0127,AAPL
2004-06-04,0.0127,AAPL
2004-06-07,0.0131,AAPL
2004-06-08,0.0128,AAPL
2004-06-09,0.0127,AAPL
2004-06-10,0.0126,AAPL
2004-06-14,0.013,AAPL
2004-06-15,0.0132,AAPL
2004-06-16,0.0153,AAPL
2004-06-17,0.0152,AAPL
2004-06-18,0.0151,AAPL
2004-06-21,0.0155,AAPL
2004-06-22,0.0153,AAPL
2004-06-23,0.0152,AAPL
2004-06-24,0.0149,AAPL
2004-06-25,0.0146,AAPL
2004-06-28,0.0157,AAPL
2004-06-29,0.0162,AAPL
2004-06-30,0.0162,AAPL
2004-07-01,0.0158,AAPL
2004-07-02,0.0174,AAPL
2004-07-06,0.0168,AAPL
2004-07-07,0.0169,AAPL
2004-07-08,0.0165,AAPL
2004-07-09,0.0158,AAPL
2004-07-12,0.0159,AAPL
2004-07-13,0.0154,AAPL
2004-07-14,0.0156,AAPL
2004-07-15,0.0189,AAPL
2004-07-16,0.0184,AAPL
2004-07-19,0.0177,AAPL
2004-07-20,0.0171,AAPL
2004-07-21,0.0174,AAPL
2004-07-22,0.0168,AAPL
2004-07-23,0.017,AAPL
2004-07-26,0.0166,AAPL
2004-07-27,0.017,AAPL
2004-07-28,0.0172,AAPL
2004-07-29,0.0167,AAPL
2004-07-30,0.0166,AAPL
2004-08-02,0.0167,AAPL
2004-08-03,0.0161,AAPL
2004-08-04,0.016,AAPL
2004-08-05,0.016,AAPL
2004-08-06,0.0166,AAPL
2004-08-09,0.0162,AAPL
2004-08-10,0.0163,AAPL
2004-08-11,0.0165,AAPL
2004-08-12,0.0161,AAPL
2004-08-13,0.016,AAPL
2004-08-16,0.016,AAPL
2004-08-17,0.0157,AAPL
2004-08-18,0.016,AAPL
2004-08-19,0.0165,AAPL
2004-08-20,0.0158,AAPL
2004-08-23,0.0154,AAPL
2004-08-24,0.0153,AAPL
2004-08-25,0.0157,AAPL
2004-08-26,0.0172,AAPL
2004-08-27,0.0168,AAPL
2004-08-30,0.0164,AAPL
2004-08-31,0.0163,AAPL
2004-09-01,0.017,AAPL
2004-09-02,0.0169,AAPL
2004-09-03,0.0167,AAPL
2004-09-07,0.0165,AAPL
2004-09-08,0.0163,AAPL
2004-09-09,0.0163,AAPL
2004-09-10,0.016,AAPL
2004-09-13,0.0156,AAPL
2004-09-14,0.0154,AAPL
2004-09-15,0.015,AAPL
2004-09-16,0.0158,AAPL
2004-09-17,0.0157,AAPL
2004-09-20,0.0158,AAPL
2004-09-21,0.0162,AAPL
2004-09-22,0.0165,AAPL
2004-09-23,0.0159,AAPL
2004-09-24,0.0157,AAPL
2004-09-27,0.0158,AAPL
2004-09-28,0.0156,AAPL
2004-09-29,0.0156,AAPL
2004-09-30,0.0153,AAPL
2004-10-01,0.0149,AAPL
2004-10-04,0.0144,AAPL
2004-10-05,0.0147,AAPL
2004-10-06,0.0152,AAPL
2004-10-07,0.0157,AAPL
2004-10-08,0.0155,AAPL
2004-10-11,0.0154,AAPL
2004-10-12,0.0153,AAPL
2004-10-13,0.0158,AAPL
2004-10-14,0.0211,AAPL
2004-10-15,0.0211,AAPL
2004-10-18,0.0229,AAPL
2004-10-19,0.0224,AAPL
2004-10-20,0.0218,AAPL
2004-10-21,0.0211,AAPL
2004-10-22,0.0205,AAPL
2004-10-25,0.0199,AAPL
2004-10-26,0.0196,AAPL
2004-10-27,0.0211,AAPL
2004-10-28,0.0225,AAPL
2004-10-29,0.0224,AAPL
2004-11-01,0.0221,AAPL
2004-11-02,0.0223,AAPL
2004-11-03,0.0235,AAPL
2004-11-04,0.0231,AAPL
2004-11-05,0.0247,AAPL
2004-11-08,0.0246,AAPL
2004-11-09,0.0241,AAPL
2004-11-10,0.024,AAPL
2004-11-11,0.0236,AAPL
2004-11-12,0.0228,AAPL
2004-11-15,0.0224,AAPL
2004-11-16,0.0216,AAPL
2004-11-17,0.0214,AAPL
2004-11-18,0.0211,AAPL
2004-11-19,0.0222,AAPL
2004-11-22,0.0301,AAPL
2004-11-23,0.0295,AAPL
2004-11-24,0.0316,AAPL
2004-11-26,0.0312,AAPL
2004-11-29,0.0343,AAPL
2004-11-30,0.0337,AAPL
2004-12-01,0.0331,AAPL
2004-12-02,0.0341,AAPL
2004-12-03,0.0354,AAPL
2004-12-06,0.0367,AAPL
2004-12-07,0.0386,AAPL
2004-12-08,0.0384,AAPL
2004-12-09,0.0381,AAPL
2004-12-10,0.0376,AAPL
2004-12-13,0.0363,AAPL
2004-12-14,0.0348,AAPL
2004-12-15,0.0332,AAPL
2004-12-16,0.0332,AAPL
2004-12-17,0.0331,AAPL
2004-12-20,0.0353,AAPL
2004-12-21,0.0351,AAPL
2004-12-22,0.0336,AAPL
2004-12-23,0.0319,AAPL
2004-12-27,0.0321,AAPL
2004-12-28,0.0322,AAPL
2004-12-29,0.0314,AAPL
2004-12-30,0.03,AAPL
2004-12-31,0.0289,AAPL
2005-01-03,0.0295,AAPL
2005-01-04,0.0301,AAPL
2005-01-05,0.0294,AAPL
2005-01-06,0.029,AAPL
2005-01-07,0.0324,AAPL
2005-01-10,0.0331,AAPL
2005-01-11,0.0361,AAPL
2005-01-12,0.0363,AAPL
2005-01-13,0.0434,AAPL
2005-01-14,0.043,AAPL
2005-01-18,0.0415,AAPL
2005-01-19,0.0404,AAPL
2005-01-20,0.0394,AAPL
2005-01-21,0.0383,AAPL
2005-01-24,0.037,AAPL
2005-01-25,0.0366,AAPL
2005-01-26,0.0356,AAPL
2005-01-27,0.0345,AAPL
2005-01-28,0.0337,AAPL
2005-01-31,0.0355,AAPL
2005-02-01,0.0343,AAPL
2005-02-02,0.0344,AAPL
2005-02-03,0.0344,AAPL
2005-02-04,0.0334,AAPL
2005-02-07,0.033,AAPL
2005-02-08,0.0335,AAPL
2005-02-09,0.0353,AAPL
2005-02-10,0.0355,AAPL
2005-02-11,0.0367,AAPL
2005-02-14,0.0379,AAPL
2005-02-15,0.04,AAPL
2005-02-16,0.0402,AAPL
2005-02-17,0.041,AAPL
2005-02-18,0.0398,AAPL
2005-02-22,0.0402,AAPL
2005-02-23,0.0407,AAPL
2005-02-24,0.0395,AAPL
2005-02-25,0.0385,AAPL
2005-02-28,0.0383,AAPL
2005-03-01,0.0376,AAPL
2005-03-02,0.0367,AAPL
2005-03-03,0.0409,AAPL
2005-03-04,0.0406,AAPL
2005-03-07,0.0396,AAPL
2005-03-08,0.0425,AAPL
2005-03-09,0.0431,AAPL
2005-03-10,0.0425,AAPL
2005-03-11,0.0412,AAPL
2005-03-14,0.041,AAPL
2005-03-15,0.04,AAPL
2005-03-16,0.0404,AAPL
2005-03-17,0.0412,AAPL
2005-03-18,0.0408,AAPL
2005-03-21,0.0403,AAPL
2005-03-22,0.0401,AAPL
2005-03-23,0.0402,AAPL
2005-03-24,0.0384,AAPL
2005-03-28,0.0367,AAPL
2005-03-29,0.037,AAPL
2005-03-30,0.0366,AAPL
2005-03-31,0.0366,AAPL
2005-04-01,0.0374,AAPL
2005-04-04,0.0372,AAPL
2005-04-05,0.037,AAPL
2005-04-06,0.0364,AAPL
2005-04-07,0.037,AAPL
2005-04-08,0.0363,AAPL
2005-04-11,0.0387,AAPL
2005-04-12,0.0387,AAPL
2005-04-13,0.0415,AAPL
2005-04-14,0.0476,AAPL
2005-04-15,0.0484,AAPL
2005-04-18,0.0499,AAPL
2005-04-19,0.0503,AAPL
2005-04-20,0.0516,AAPL
2005-04-21,0.0516,AAPL
2005-04-22,0.0527,AAPL
2005-04-25,0.0522,AAPL
2005-04-26,0.0514,AAPL
2005-04-27,0.0496,AAPL
2005-04-28,0.0484,AAPL
2005-04-29,0.0471,AAPL
2005-05-02,0.0451,AAPL
2005-05-03,0.0434,AAPL
2005-05-04,0.0427,AAPL
2005-05-05,0.0414,AAPL
2005-05-06,0.0398,AAPL
2005-05-09,0.0385,AAPL
2005-05-10,0.0377,AAPL
2005-05-11,0.0421,AAPL
2005-05-12,0.0426,AAPL
2005-05-13,0.042,AAPL
2005-05-16,0.0416,AAPL
2005-05-17,0.0408,AAPL
2005-05-18,0.0434,AAPL
2005-05-19,0.0444,AAPL
2005-05-20,0.0422,AAPL
2005-05-23,0.0442,AAPL
2005-05-24,0.0431,AAPL
2005-05-25,0.0414,AAPL
2005-05-26,0.043,AAPL
2005-05-27,0.0416,AAPL
2005-05-31,0.0412,AAPL
2005-06-01,0.0404,AAPL
2005-06-02,0.039,AAPL
2005-06-03,0.0411,AAPL
2005-06-06,0.0405,AAPL
2005-06-07,0.0408,AAPL
2005-06-08,0.0394,AAPL
2005-06-09,0.039,AAPL
2005-06-10,0.0408,AAPL
2005-06-13,0.0396,AAPL
2005-06-14,0.0376,AAPL
2005-06-15,0.0377,AAPL
2005-06-16,0.0377,AAPL
2005-06-17,0.0366,AAPL
2005-06-20,0.0358,AAPL
2005-06-21,0.035,AAPL
2005-06-22,0.0341,AAPL
2005-06-23,0.0343,AAPL
2005-06-24,0.0349,AAPL
2005-06-27,0.0355,AAPL
2005-06-28,0.034,AAPL
2005-06-29,0.0341,AAPL
2005-06-30,0.0335,AAPL
2005-07-01,0.0326,AAPL
2005-07-05,0.0338,AAPL
2005-07-06,0.0335,AAPL
2005-07-07,0.0331,AAPL
2005-07-08,0.0325,AAPL
2005-07-11,0.0321,AAPL
2005-07-12,0.0308,AAPL
2005-07-13,0.0299,AAPL
2005-07-14,0.0356,AAPL
2005-07-15,0.0355,AAPL
2005-07-18,0.0345,AAPL
2005-07-19,0.0367,AAPL
2005-07-20,0.0365,AAPL
2005-07-21,0.0364,AAPL
2005-07-22,0.0353,AAPL
2005-07-25,0.034,AAPL
2005-07-26,0.0332,AAPL
2005-07-27,0.0338,AAPL
2005-07-28,0.0329,AAPL
2005-07-29,0.0351,AAPL
2005-08-01,0.0347,AAPL
2005-08-02,0.0342,AAPL
2005-08-03,0.0329,AAPL
2005-08-04,0.0325,AAPL
2005-08-05,0.0331,AAPL
2005-08-08,0.0321,AAPL
2005-08-09,0.0325,AAPL
2005-08-10,0.0325,AAPL
2005-08-11,0.032,AAPL
2005-08-12,0.0359,AAPL
2005-08-15,0.0381,AAPL
2005-08-16,0.0386,AAPL
2005-08-17,0.0384,AAPL
2005-08-18,0.0386,AAPL
2005-08-19,0.0379,AAPL
2005-08-22,0.0384,AAPL
2005-08-23,0.0373,AAPL
2005-08-24,0.0379,AAPL
2005-08-25,0.0368,AAPL
2005-08-26,0.0362,AAPL
2005-08-29,0.0353,AAPL
2005-08-30,0.0348,AAPL
2005-08-31,0.034,AAPL
2005-09-01,0.0339,AAPL
2005-09-02,0.0329,AAPL
2005-09-06,0.0363,AAPL
2005-09-07,0.0369,AAPL
2005-09-08,0.0373,AAPL
2005-09-09,0.038,AAPL
2005-09-12,0.0376,AAPL
2005-09-13,0.0372,AAPL
2005-09-14,0.0383,AAPL
2005-09-15,0.0374,AAPL
2005-09-16,0.0376,AAPL
2005-09-19,0.0388,AAPL
2005-09-20,0.0386,AAPL
2005-09-21,0.0387,AAPL
2005-09-22,0.0384,AAPL
2005-09-23,0.0392,AAPL
2005-09-26,0.0393,AAPL
2005-09-27,0.0383,AAPL
2005-09-28,0.0417,AAPL
2005-09-29,0.0425,AAPL
2005-09-30,0.0433,AAPL
2005-10-03,0.0422,AAPL
2005-10-04,0.0429,AAPL
2005-10-05,0.0433,AAPL
2005-10-06,0.0458,AAPL
2005-10-07,0.0455,AAPL
2005-10-10,0.0457,AAPL
2005-10-11,0.0457,AAPL
2005-10-12,0.0504,AAPL
2005-10-13,0.0569,AAPL
2005-10-14,0.0562,AAPL
2005-10-17,0.0555,AAPL
2005-10-18,0.0553,AAPL
2005-10-19,0.0594,AAPL
2005-10-20,0.0598,AAPL
2005-10-21,0.059,AAPL
2005-10-24,0.0585,AAPL
2005-10-25,0.0568,AAPL
2005-10-26,0.0562,AAPL
2005-10-27,0.0557,AAPL
2005-10-28,0.0566,AAPL
2005-10-31,0.0601,AAPL
2005-11-01,0.0585,AAPL
2005-11-02,0.0597,AAPL
2005-11-03,0.0605,AAPL
2005-11-04,0.061,AAPL
2005-11-07,0.0599,AAPL
2005-11-08,0.0584,AAPL
2005-11-09,0.0571,AAPL
2005-11-10,0.0577,AAPL
2005-11-11,0.0556,AAPL
2005-11-14,0.0539,AAPL
2005-11-15,0.0536,AAPL
2005-11-16,0.0557,AAPL
2005-11-17,0.0552,AAPL
2005-11-18,0.0536,AAPL
2005-11-21,0.0529,AAPL
2005-11-22,0.0539,AAPL
2005-11-23,0.0532,AAPL
2005-11-25,0.0546,AAPL
2005-11-28,0.055,AAPL
2005-11-29,0.0574,AAPL
2005-11-30,0.0562,AAPL
2005-12-01,0.0606,AAPL
2005-12-02,0.0606,AAPL
2005-12-05,0.0588,AAPL
2005-12-06,0.061,AAPL
2005-12-07,0.0596,AAPL
2005-12-08,0.0587,AAPL
2005-12-09,0.0572,AAPL
2005-12-12,0.0553,AAPL
2005-12-13,0.054,AAPL
2005-12-14,0.0603,AAPL
2005-12-15,0.0592,AAPL
2005-12-16,0.0576,AAPL
2005-12-19,0.0569,AAPL
2005-12-20,0.0555,AAPL
2005-12-21,0.0548,AAPL
2005-12-22,0.053,AAPL
2005-12-23,0.0513,AAPL
2005-12-27,0.0515,AAPL
2005-12-28,0.051,AAPL
2005-12-29,0.0525,AAPL
2005-12-30,0.0532,AAPL
2006-01-03,0.0556,AAPL
2006-01-04,0.0548,AAPL
2006-01-05,0.0535,AAPL
2006-01-06,0.0547,AAPL
2006-01-09,0.0539,AAPL
2006-01-10,0.0631,AAPL
2006-01-11,0.067,AAPL
2006-01-12,0.0682,AAPL
2006-01-13,0.067,AAPL
2006-01-17,0.0676,AAPL
2006-01-18,0.069,AAPL
2006-01-19,0.0721,AAPL
2006-01-20,0.076,AAPL
2006-01-23,0.0782,AAPL
2006-01-24,0.0805,AAPL
2006-01-25,0.0839,AAPL
2006-01-26,0.0854,AAPL
2006-01-27,0.0847,AAPL
2006-01-30,0.0909,AAPL
2006-01-31,0.09,AAPL
2006-02-01,0.0875,AAPL
2006-02-02,0.0885,AAPL
2006-02-03,0.0859,AAPL
2006-02-06,0.0922,AAPL
2006-02-07,0.0916,AAPL
2006-02-08,0.0917,AAPL
2006-02-09,0.0953,AAPL
2006-02-10,0.0987,AAPL
2006-02-13,0.0974,AAPL
2006-02-14,0.0977,AAPL
2006-02-15,0.0969,AAPL
2006-02-16,0.0938,AAPL
2006-02-17,0.0899,AAPL
2006-02-21,0.088,AAPL
2006-02-22,0.0896,AAPL
2006-02-23,0.0868,AAPL
2006-02-24,0.0843,AAPL
2006-02-27,0.0814,AAPL
2006-02-28,0.0848,AAPL
2006-03-01,0.0819,AAPL
2006-03-02,0.0789,AAPL
2006-03-03,0.0784,AAPL
2006-03-06,0.0788,AAPL
2006-03-07,0.0771,AAPL
2006-03-08,0.0755,AAPL
2006-03-09,0.0758,AAPL
2006-03-10,0.0748,AAPL
2006-03-13,0.0761,AAPL
2006-03-14,0.0746,AAPL
2006-03-15,0.0747,AAPL
2006-03-16,0.0749,AAPL
2006-03-17,0.0727,AAPL
2006-03-20,0.0709,AAPL
2006-03-21,0.0722,AAPL
2006-03-22,0.0713,AAPL
2006-03-23,0.0711,AAPL
2006-03-24,0.0701,AAPL
2006-03-27,0.0694,AAPL
2006-03-28,0.0685,AAPL
2006-03-29,0.074,AAPL
2006-03-30,0.0725,AAPL
2006-03-31,0.0703,AAPL
2006-04-03,0.0685,AAPL
2006-04-04,0.0671,AAPL
2006-04-05,0.0753,AAPL
2006-04-06,0.0803,AAPL
2006-04-07,0.0805,AAPL
2006-04-10,0.0801,AAPL
2006-04-11,0.0792,AAPL
2006-04-12,0.0775,AAPL
2006-04-13,0.0755,AAPL
2006-04-17,0.0755,AAPL
2006-04-18,0.0737,AAPL
2006-04-19,0.0717,AAPL
2006-04-20,0.0759,AAPL
2006-04-21,0.0752,AAPL
2006-04-24,0.0731,AAPL
2006-04-25,0.0701,AAPL
2006-04-26,0.0696,AAPL
2006-04-27,0.0701,AAPL
2006-04-28,0.0696,AAPL
2006-05-01,0.0697,AAPL
2006-05-02,0.0698,AAPL
2006-05-03,0.0687,AAPL
2006-05-04,0.069,AAPL
2006-05-05,0.0665,AAPL
2006-05-08,0.0662,AAPL
2006-05-09,0.0656,AAPL
2006-05-10,0.0646,AAPL
2006-05-11,0.0671,AAPL
2006-05-12,0.0662,AAPL
2006-05-15,0.0642,AAPL
2006-05-16,0.0671,AAPL
2006-05-17,0.0659,AAPL
2006-05-18,0.0679,AAPL
2006-05-19,0.0675,AAPL
2006-05-22,0.0664,AAPL
2006-05-23,0.0664,AAPL
2006-05-24,0.0661,AAPL
2006-05-25,0.0639,AAPL
2006-05-26,0.0624,AAPL
2006-05-30,0.0629,AAPL
2006-05-31,0.0651,AAPL
2006-06-01,0.0664,AAPL
2006-06-02,0.0664,AAPL
2006-06-05,0.0653,AAPL
2006-06-06,0.0643,AAPL
2006-06-07,0.0641,AAPL
2006-06-08,0.0677,AAPL
2006-06-09,0.0681,AAPL
2006-06-12,0.0692,AAPL
2006-06-13,0.0687,AAPL
2006-06-14,0.0683,AAPL
2006-06-15,0.0699,AAPL
2006-06-16,0.0689,AAPL
2006-06-19,0.0665,AAPL
2006-06-20,0.0642,AAPL
2006-06-21,0.0627,AAPL
2006-06-22,0.0622,AAPL
2006-06-23,0.0609,AAPL
2006-06-26,0.0583,AAPL
2006-06-27,0.0581,AAPL
2006-06-28,0.0583,AAPL
2006-06-29,0.0607,AAPL
2006-06-30,0.0617,AAPL
2006-07-03,0.0592,AAPL
2006-07-05,0.058,AAPL
2006-07-06,0.0577,AAPL
2006-07-07,0.0576,AAPL
2006-07-10,0.0578,AAPL
2006-07-11,0.0568,AAPL
2006-07-12,0.0586,AAPL
2006-07-13,0.0602,AAPL
2006-07-14,0.0618,AAPL
2006-07-17,0.0626,AAPL
2006-07-18,0.0625,AAPL
2006-07-19,0.0638,AAPL
2006-07-20,0.0754,AAPL
2006-07-21,0.0732,AAPL
2006-07-24,0.0716,AAPL
2006-07-25,0.0693,AAPL
2006-07-26,0.0707,AAPL
2006-07-27,0.0703,AAPL
2006-07-28,0.0702,AAPL
2006-07-31,0.0717,AAPL
2006-08-01,0.0709,AAPL
2006-08-02,0.0691,AAPL
2006-08-03,0.0689,AAPL
2006-08-04,0.0739,AAPL
2006-08-07,0.0757,AAPL
2006-08-08,0.0761,AAPL
2006-08-09,0.0754,AAPL
2006-08-10,0.0745,AAPL
2006-08-11,0.0725,AAPL
2006-08-14,0.0708,AAPL
2006-08-15,0.0713,AAPL
2006-08-16,0.0699,AAPL
2006-08-17,0.0681,AAPL
2006-08-18,0.0657,AAPL
2006-08-21,0.0648,AAPL
2006-08-22,0.0641,AAPL
2006-08-23,0.0632,AAPL
2006-08-24,0.0628,AAPL
2006-08-25,0.062,AAPL
2006-08-28,0.0621,AAPL
2006-08-29,0.0622,AAPL
2006-08-30,0.0607,AAPL
2006-08-31,0.0599,AAPL
2006-09-01,0.0574,AAPL
2006-09-05,0.06,AAPL
2006-09-06,0.06,AAPL
2006-09-07,0.0631,AAPL
2006-09-08,0.0622,AAPL
2006-09-11,0.0627,AAPL
2006-09-12,0.0625,AAPL
2006-09-13,0.0624,AAPL
2006-09-14,0.0605,AAPL
2006-09-15,0.0598,AAPL
2006-09-18,0.0589,AAPL
2006-09-19,0.0581,AAPL
2006-09-20,0.058,AAPL
2006-09-21,0.0583,AAPL
2006-09-22,0.0585,AAPL
2006-09-25,0.0605,AAPL
2006-09-26,0.0606,AAPL
2006-09-27,0.0601,AAPL
2006-09-28,0.0591,AAPL
2006-09-29,0.0567,AAPL
2006-10-02,0.0584,AAPL
2006-10-03,0.058,AAPL
2006-10-04,0.0588,AAPL
2006-10-05,0.059,AAPL
2006-10-06,0.0574,AAPL
2006-10-09,0.0566,AAPL
2006-10-10,0.0559,AAPL
2006-10-11,0.0549,AAPL
2006-10-12,0.0556,AAPL
2006-10-13,0.0562,AAPL
2006-10-16,0.0546,AAPL
2006-10-17,0.0536,AAPL
2006-10-18,0.0598,AAPL
2006-10-19,0.0672,AAPL
2006-10-20,0.0652,AAPL
2006-10-23,0.0652,AAPL
2006-10-24,0.0637,AAPL
2006-10-25,0.0613,AAPL
2006-10-26,0.0601,AAPL
2006-10-27,0.061,AAPL
2006-10-30,0.0597,AAPL
2006-10-31,0.0585,AAPL
2006-11-01,0.0608,AAPL
2006-11-02,0.0583,AAPL
2006-11-03,0.0578,AAPL
2006-11-06,0.0575,AAPL
2006-11-07,0.0562,AAPL
2006-11-08,0.0582,AAPL
2006-11-09,0.0595,AAPL
2006-11-10,0.0577,AAPL
2006-11-13,0.0574,AAPL
2006-11-14,0.0557,AAPL
2006-11-15,0.0558,AAPL
2006-11-16,0.0566,AAPL
2006-11-17,0.0546,AAPL
2006-11-20,0.0546,AAPL
2006-11-21,0.0553,AAPL
2006-11-22,0.0576,AAPL
2006-11-24,0.0611,AAPL
2006-11-27,0.0646,AAPL
2006-11-28,0.0652,AAPL
2006-11-29,0.0668,AAPL
2006-11-30,0.0655,AAPL
2006-12-01,0.0656,AAPL
2006-12-04,0.0643,AAPL
2006-12-05,0.0628,AAPL
2006-12-06,0.062,AAPL
2006-12-07,0.0653,AAPL
2006-12-08,0.0658,AAPL
2006-12-11,0.0638,AAPL
2006-12-12,0.0664,AAPL
2006-12-13,0.0679,AAPL
2006-12-14,0.0668,AAPL
2006-12-15,0.0661,AAPL
2006-12-18,0.0687,AAPL
2006-12-19,0.0704,AAPL
2006-12-20,0.0695,AAPL
2006-12-21,0.0716,AAPL
2006-12-22,0.0717,AAPL
2006-12-26,0.0702,AAPL
2006-12-27,0.0764,AAPL
2006-12-28,0.075,AAPL
2006-12-29,0.0794,AAPL
2007-01-03,0.0838,AAPL
2007-01-04,0.0824,AAPL
2007-01-05,0.0804,AAPL
2007-01-08,0.0778,AAPL
2007-01-09,0.0891,AAPL
2007-01-10,0.094,AAPL
2007-01-11,0.0913,AAPL
2007-01-12,0.0903,AAPL
2007-01-16,0.0895,AAPL
2007-01-17,0.0891,AAPL
2007-01-18,0.0954,AAPL
2007-01-19,0.0919,AAPL
2007-01-22,0.0929,AAPL
2007-01-23,0.0905,AAPL
2007-01-24,0.0872,AAPL
2007-01-25,0.0863,AAPL
2007-01-26,0.0852,AAPL
2007-01-29,0.0819,AAPL
2007-01-30,0.0787,AAPL
2007-01-31,0.0766,AAPL
2007-02-01,0.0744,AAPL
2007-02-02,0.0724,AAPL
2007-02-05,0.07,AAPL
2007-02-06,0.0685,AAPL
2007-02-07,0.0697,AAPL
2007-02-08,0.0671,AAPL
2007-02-09,0.0687,AAPL
2007-02-12,0.0679,AAPL
2007-02-13,0.0652,AAPL
2007-02-14,0.0628,AAPL
2007-02-15,0.0601,AAPL
2007-02-16,0.0575,AAPL
2007-02-20,0.0577,AAPL
2007-02-21,0.0613,AAPL
2007-02-22,0.0618,AAPL
2007-02-23,0.0606,AAPL
2007-02-26,0.0614,AAPL
2007-02-27,0.0683,AAPL
2007-02-28,0.069,AAPL
2007-03-01,0.0738,AAPL
2007-03-02,0.0736,AAPL
2007-03-05,0.0753,AAPL
2007-03-06,0.0742,AAPL
2007-03-07,0.0722,AAPL
2007-03-08,0.0697,AAPL
2007-03-09,0.0678,AAPL
2007-03-12,0.0673,AAPL
2007-03-13,0.0673,AAPL
2007-03-14,0.0669,AAPL
2007-03-15,0.0644,AAPL
2007-03-16,0.0612,AAPL
2007-03-19,0.0611,AAPL
2007-03-20,0.0584,AAPL
2007-03-21,0.0596,AAPL
2007-03-22,0.0583,AAPL
2007-03-23,0.0558,AAPL
2007-03-26,0.0574,AAPL
2007-03-27,0.0572,AAPL
2007-03-28,0.0581,AAPL
2007-03-29,0.0582,AAPL
2007-03-30,0.0582,AAPL
2007-04-02,0.0569,AAPL
2007-04-03,0.0562,AAPL
2007-04-04,0.0544,AAPL
2007-04-05,0.053,AAPL
2007-04-09,0.0541,AAPL
2007-04-10,0.052,AAPL
2007-04-11,0.0524,AAPL
2007-04-12,0.0527,AAPL
2007-04-13,0.0535,AAPL
2007-04-16,0.0524,AAPL
