Timestamp,obv
2006-12-15,52375536361.0
2006-12-18,51653958840.0
2006-12-19,52565365351.0
2006-12-20,51997673184.0
2006-12-21,51094073081.0
2006-12-22,50480768868.0
2006-12-26,49990079578.0
2006-12-27,51925836313.0
2006-12-28,50805958394.0
2006-12-29,51882388670.0
2007-01-03,50644067832.0
2007-01-04,51491329079.0
2007-01-05,50656586645.0
2007-01-08,51453694242.0
2007-01-09,54802995991.0
2007-01-10,51904112491.5
2007-01-11,51904112491.5
2007-01-12,55002932991.0
2007-01-16,56247010635.0
2007-01-17,54600748989.0
2007-01-18,52236141025.0
2007-01-19,50871666061.0
2007-01-22,49417638607.0
2007-01-23,48210213000.0
2007-01-24,49138027527.0
2007-01-25,48232053022.0
2007-01-26,47245178036.0
2007-01-29,48146843337.0
2007-01-30,47568872360.0
2007-01-31,48424942416.0
2007-02-01,47760599752.0
2007-02-02,48382130373.0
2007-02-05,47803277395.0
2007-02-06,48667671859.0
2007-02-07,49734498125.0
2007-02-08,50413529604.0
2007-02-09,49552987944.0
2007-02-12,50277060268.0
2007-02-13,49696073688.0
2007-02-14,50204055795.0
2007-02-15,49840394232.0
2007-02-16,49440525833.0
2007-02-20,50058228850.0
2007-02-21,51213543605.0
2007-02-22,52051769243.0
2007-02-23,51533875126.0
2007-02-26,50918025711.0
2007-02-27,49772211366.0
2007-02-28,50691687485.0
2007-03-01,52107217700.0
2007-03-02,51247216440.0
2007-03-05,52086116878.0
2007-03-06,52809304401.0
2007-03-07,52183019375.0
2007-03-08,52694031086.0
2007-03-09,52242194635.0
2007-03-12,52971603764.0
2007-03-13,52103712097.0
2007-03-14,52900298893.0
2007-03-15,52340799534.0
2007-03-16,52912504105.0
2007-03-19,53625466017.0
2007-03-20,54114382905.0
2007-03-21,52212607005.0
2007-03-22,52291497084.5
2007-03-23,52517415310.0
2007-03-26,55776876166.0
2007-03-27,54844822434.0
2007-03-28,53902484292.0
2007-03-29,54628208617.0
2007-03-30,54027650017.0
2007-04-02,54529642918.0
2007-04-03,55113577901.0
2007-04-04,54636793425.0
2007-04-05,54992309780.0
2007-04-09,54578967767.0
2007-04-10,54931434919.0
2007-04-11,54382415970.0
2007-04-12,53725739714.0
2007-04-13,53005797395.0
2007-04-16,53614831604.0
2007-04-17,52862910453.0
2007-04-18,53326954917.0
2007-04-19,52901040892.0
2007-04-20,53423821014.0
2007-04-23,54204111794.0
2007-04-24,53148857939.0
2007-04-25,54336003126.0
2007-04-26,56073782863.0
2007-04-27,54270057460.0
2007-04-30,56156676946.0
2007-05-01,55624152814.0
2007-05-02,56129298519.0
2007-05-03,56705376695.0
2007-05-04,57087364276.0
2007-05-07,57948922337.0
2007-05-08,58732920320.0
2007-05-09,59450678637.0
2007-05-10,60647937434.0
2007-05-11,61301634487.0
2007-05-14,61953581538.0
2007-05-15,60999066184.0
2007-05-16,59872297458.0
2007-05-17,60607589393.0
2007-05-18,61228935214.0
2007-05-21,61868828253.0
2007-05-22,62441238425.0
2007-05-23,61529862714.0
2007-05-24,60642499827.0
2007-05-25,61275460059.0
2007-05-29,61921154704.0
2007-05-30,63399600982.0
2007-05-31,64696668679.0
2007-06-01,63811405794.0
2007-06-04,61288547273.0
2007-06-05,65618866400.0
2007-06-06,66731108712.0
2007-06-07,61894991478.5
2007-06-08,61937368121.0
2007-06-11,68013613594.0
2007-06-12,69440181420.0
2007-06-13,67718826499.0
2007-06-14,68692093472.0
2007-06-15,69503313083.0
2007-06-18,70413918793.0
2007-06-19,69470891850.0
2007-06-20,68573378953.0
2007-06-21,69440425020.0
2007-06-22,68808548389.0
2007-06-25,67843143824.0
2007-06-26,66498137279.0
2007-06-27,67472835053.0
2007-06-28,66634690615.0
2007-06-29,67772533352.0
2007-07-02,66777669958.0
2007-07-03,67940152720.0
2007-07-05,69393205773.0
2007-07-06,68518510099.0
2007-07-09,67522689104.0
2007-07-10,68777697959.0
2007-07-11,69599470780.0
2007-07-12,70304080284.0
2007-07-13,71211687191.0
2007-07-16,72147800927.0
2007-07-17,68675538456.0
2007-07-18,72100903680.0
2007-07-19,72833796012.0
2007-07-20,74001570779.0
2007-07-23,72965079743.0
2007-07-24,71169785148.0
2007-07-25,72665969444.0
2007-07-26,74852600830.0
2007-07-27,73691501269.0
2007-07-30,72584511763.0
2007-07-31,70822117201.0
2007-08-01,72572275751.0
2007-08-02,73424921403.0
2007-08-03,72745733124.0
2007-08-06,73670904449.0
2007-08-07,72720967100.0
2007-08-08,71912869492.0
2007-08-09,70787472767.0
2007-08-10,72693468272.0
2007-08-13,70129634509.0
2007-08-14,69390626970.0
2007-08-15,68397773978.0
2007-08-16,72578393757.0
2007-08-17,67726145707.0
2007-08-20,68529463710.0
2007-08-21,69832512213.0
2007-08-22,70894278874.0
2007-08-23,70027440008.0
2007-08-24,70939274919.0
2007-08-27,70231834612.0
2007-08-28,69052467833.0
2007-08-29,70219329799.0
2007-08-30,71654913634.0
2007-08-31,72531801710.0
2007-09-04,73848645826.0
2007-09-05,71520421098.0
2007-09-06,69619157597.0
2007-09-07,68188580167.0
2007-09-10,69676420454.0
2007-09-11,68704533883.0
2007-09-12,69727304905.0
2007-09-13,70383468761.0
2007-09-14,70990789368.0
2007-09-17,70197416975.0
2007-09-18,71261507639.0
2007-09-19,70234626213.0
2007-09-20,69542784722.0
2007-09-21,70681666260.0
2007-09-24,71733828912.0
2007-09-25,72926380904.0
2007-09-26,71951111929.0
2007-09-27,72609311387.0
2007-09-28,71994209572.0
2007-10-01,72831278809.0
2007-10-02,73623349201.0
2007-10-03,72930830109.0
2007-10-04,72273871053.0
2007-10-05,73217343196.0
2007-10-08,74053272831.0
2007-10-09,72948985327.0
2007-10-10,72281394660.0
2007-10-11,70637401017.0
2007-10-12,71625578005.0
2007-10-15,70547646928.0
2007-10-16,71615478395.0
2007-10-17,72743092722.0
2007-10-18,73566769545.0
2007-10-19,72274988254.0
2007-10-22,73924489503.0
2007-10-23,72676202054.5
2007-10-24,74431172410.0
2007-10-25,73457569437.0
2007-10-26,74164446943.0
2007-10-29,74705001483.0
2007-10-30,75644416422.0
2007-10-31,76477728055.0
2007-11-01,75672690850.0
2007-11-02,76674806252.0
2007-11-05,75870628648.0
2007-11-06,76825356802.0
2007-11-07,75831028208.0
2007-11-08,73940648318.0
2007-11-09,72414265992.0
2007-11-12,70645199023.0
2007-11-13,72384647562.0
2007-11-14,70935478113.0
2007-11-15,69448066226.0
2007-11-16,70831561609.0
2007-11-19,69677131655.0
2007-11-20,71220775998.0
2007-11-21,70002965181.0
2007-11-23,70468723246.0
2007-11-26,71774479351.0
2007-11-27,73091511068.0
2007-11-28,74242424218.0
2007-11-29,75293352068.0
2007-11-30,74105548881.0
2007-12-03,73144078320.0
2007-12-04,73917878693.0
2007-12-05,74810281585.0
2007-12-06,75710093284.0
2007-12-07,76776160750.0
