Timestamp,price_close,price_volume,RSI_normalized,bbands_middle,reportedEPS,atr,volume_nasdaq_normalized,close_nasdaq_normalized,obv_normalized,weekday
2004-01-16,-1.1770384863126857,-1.1686495702166888,0.01759596405747125,-0.790113260125642,-1.0294711924487467,-0.7541928705430889,-1.4310077834092894,-1.131092353524559,-2.589810113917588,Friday
2004-01-19,-1.1770384863126857,-1.1686495702166888,0.01759596405747125,-0.790113260125642,-1.0294710455127003,-0.7541928705430889,-1.4310077834092894,-1.131092353524559,-2.589810113917588,Monday
2004-01-20,-1.1770384863126857,-1.1686495702166888,0.02419663204825671,-0.790113260125642,-1.0294709992177815,-0.7541928705430889,-1.4310077834092894,-1.1261906171669827,-2.589810113917588,Tuesday
2004-01-21,-1.1770384863126857,-1.1686495702166888,-0.0823825831613208,-0.790113260125642,-1.0294709549356853,-0.7541928705430889,-1.4310077834092894,-1.1274160487166645,-2.589810113917588,Wednesday
2004-01-22,-1.1770384863126857,-1.1686495702166888,-0.4509374775570044,-0.790113260125642,-1.0294709126664117,-0.7541928705430889,-1.4310077834092894,-1.1274160487166645,-2.589810113917588,Thursday
2004-01-23,-1.1770384863126857,-1.1686495702166888,-0.15652818110437539,-0.790113260125642,-1.029470870397138,-0.7541928705430889,-1.4310077834092894,-1.1408958262397115,-2.589810113917588,Friday
2004-01-26,-1.1770384863126857,-1.1686495702166888,0.1620048905038569,-0.790113260125642,-1.0294707576790747,-0.7541928705430889,-1.4310077834092894,-1.1384449580609235,-2.589810113917588,Monday
2004-01-27,-1.1770384863126857,-1.1686495702166888,0.20335062780467475,-0.790113260125642,-1.0294707234610914,-0.7541928705430889,-1.4310077834092894,-1.144327043721785,-2.589810113917588,Tuesday
2004-01-28,-1.1770384863126857,-1.1686495702166888,-0.30195447381963986,-0.790113260125642,-1.0294706912559306,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-01-29,-1.1770384863126857,-1.1686495702166888,-0.17640343132870936,-0.790113260125642,-1.0294706590507696,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-01-30,-1.1770384863126857,-1.1686495702166888,-0.2873613802976096,-0.790113260125642,-1.0294706308712538,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-02-02,-1.1770384863126857,-1.1686495702166888,-0.5082029493904551,-0.790113260125642,-1.0294705503583517,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-02-03,-1.1770384863126857,-1.1686495702166888,-0.5638080799577286,-0.790113260125642,-1.029470526204481,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-02-04,-1.1770384863126857,-1.1686495702166888,-0.9782583694892735,-0.790113260125642,-1.0294705040634327,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-02-05,-1.1770384863126857,-1.1686495702166888,-0.38159384355672443,-0.790113260125642,-1.0294704839352073,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-02-06,-1.1770384863126857,-1.1686495702166888,-0.14006313728235736,-0.790113260125642,-1.0294704638069816,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-02-09,-1.1770384863126857,-1.1686495702166888,-0.18244251241212417,-0.790113260125642,-1.0294704134864179,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-02-10,-1.1770384863126857,-1.1686495702166888,0.08203996234914819,-0.790113260125642,-1.0294703993966599,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-02-11,-1.1770384863126857,-1.1686495702166888,0.6613848604285699,-0.790113260125642,-1.029470385306902,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-02-12,-1.1770384863126857,-1.1686495702166888,0.58351163344561,-0.790113260125642,-1.0294703752427892,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-02-13,-1.1770384863126857,-1.1686495702166888,-0.15413533491302334,-0.790113260125642,-1.0294703651786765,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-02-16,-1.1770384863126857,-1.1686495702166888,-0.15413533491302334,-0.790113260125642,-1.0294703410248058,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-02-17,-1.1770384863126857,-1.1686495702166888,-0.031205025265240965,-0.790113260125642,-1.029470334986338,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-02-18,-1.1770384863126857,-1.1686495702166888,0.04708328400530518,-0.790113260125642,-1.029470330960693,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-02-19,-1.1770384863126857,-1.1686495702166888,-0.6665294391256021,-0.790113260125642,-1.029470326935048,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-02-20,-1.1770384863126857,-1.1686495702166888,-0.723208904595746,-0.790113260125642,-1.0294703249222255,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-02-23,-1.1770384863126857,-1.1686495702166888,-0.8955180680915967,-0.790113260125642,-1.0294703249222255,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-02-24,-1.1770384863126857,-1.1686495702166888,-0.7259354449847577,-0.790113260125642,-1.029470326935048,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-02-25,-1.1770384863126857,-1.1686495702166888,-0.30600766127716905,-0.790113260125642,-1.029470330960693,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-02-26,-1.1770384863126857,-1.1686495702166888,-0.10796322027140966,-0.790113260125642,-1.029470334986338,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-02-27,-1.1770384863126857,-1.1686495702166888,0.5325212711853212,-0.790113260125642,-1.0294703390119833,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-03-01,-1.1770384863126857,-1.1686495702166888,0.5959804645020056,-0.790113260125642,-1.0294703611530314,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-03-02,-1.1770384863126857,-1.1686495702166888,0.36545357943368356,-0.790113260125642,-1.0294703692043214,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-03-03,-1.1770384863126857,-1.1686495702166888,0.4450034253008054,-0.790113260125642,-1.0294703792684343,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-03-04,-1.1770384863126857,-1.0955726478903074,1.169896695201425,-0.790113260125642,-1.0294703893325472,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-03-05,-1.1770384863126857,-0.7299537638198268,1.7225947509900077,-0.790113260125642,-1.0294704014094824,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-03-08,-1.1770384863126857,-1.133056590882023,1.0708541261615852,-0.790113260125642,-1.029470439653111,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-03-09,-1.1770384863126857,-1.0629397396272122,1.4425832105856684,-0.790113260125642,-1.029470453742869,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-03-10,-1.1770384863126857,-0.7775996896581705,1.6086254002883926,-0.790113260125642,-1.0294704698454493,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-03-11,-1.1770384863126857,-1.0794697569270668,1.1735754913873735,-0.790113260125642,-1.02947048594803,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-03-12,-1.1770384863126857,-1.1686495702166888,1.308006098676629,-0.790113260125642,-1.0294705020506103,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-03-15,-1.1770384863126857,-1.1632752531177433,0.49119995334043925,-0.790113260125642,-1.0294705543839968,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-03-16,-1.1770384863126857,-1.0724342123533048,0.09534710587658259,-0.790113260125642,-1.0294705745122221,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-03-17,-1.1770384863126857,-1.1686495702166888,0.2608358505098861,-0.790113260125642,-1.0294705946404479,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-03-18,-1.1770384863126857,-1.1686495702166888,-0.06062723474113373,-0.790113260125642,-1.0294706147686734,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-03-19,-1.1770384863126857,-1.1686495702166888,0.032978531138668624,-0.790113260125642,-1.029470634896899,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-03-22,-1.1770384863126857,-1.1686495702166888,0.032978531138668624,-0.790113260125642,-1.0294707013200433,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-03-23,-1.1770384863126857,-1.1686495702166888,-0.34207937159780333,-0.790113260125642,-1.0294707234610914,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-03-24,-1.1770384863126857,-1.1686495702166888,-0.21831074947898288,-0.790113260125642,-1.0294707456021395,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-03-25,-1.1770384863126857,-1.101061568465416,0.47140609120603294,-0.790113260125642,-1.0294707697560102,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-03-26,-1.1770384863126857,-1.1686495702166888,0.5451040516255304,-0.790113260125642,-1.0294707939098808,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-03-29,-1.1770384863126857,-1.1686495702166888,0.8960056239704282,-0.790113260125642,-1.0294708683843152,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-03-30,-1.1770384863126857,-1.1686495702166888,0.8998390544982806,-0.790113260125642,-1.0294708945510087,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-03-31,-1.1770384863126857,-1.1686495702166888,0.2521841723633579,-0.790113260125642,-1.029470920717702,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-04-01,-1.1770384863126857,-1.1686495702166888,0.285854900712605,-0.790113260125642,-1.029470946884395,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-04-02,-1.1770384863126857,-1.1686495702166888,0.47440935715871235,-0.790113260125642,-1.0294709730510885,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-04-05,-1.1770384863126857,-1.1686495702166888,0.8309511998595082,-0.790113260125642,-1.0294710535639906,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-04-06,-1.1770384863126857,-1.1686495702166888,0.46217655459206325,-0.790113260125642,-1.0294710797306839,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-04-07,-1.1770384863126857,-1.1686495702166888,0.09814689251757149,-0.790113260125642,-1.0294711079101997,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-04-08,-1.1770384863126857,-1.1686495702166888,0.21009779435732967,-0.790113260125642,-1.0294711340768927,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-04-09,-1.1770384863126857,-1.1686495702166888,0.21009779435732967,-0.790113260125642,-1.0294711622564086,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-04-12,-1.1770384863126857,-1.1686495702166888,0.46057318195987823,-0.790113260125642,-1.0294712447821333,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-04-13,-1.1770384863126857,-1.1686495702166888,-0.28034563001923724,-0.790113260125642,-1.0294712729616493,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-04-14,-1.1770384863126857,-1.0472485643297393,-0.4508642313050275,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-04-15,-1.1770384863126857,-0.36662964582499125,0.6931754966398789,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-04-16,-1.1770384863126857,-1.1686495702166888,0.6220982690635306,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-04-19,-1.1770384863126857,-0.9939248962461048,0.1477292196194157,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-04-20,-1.1770384863126857,-1.1686495702166888,-0.17503609324418584,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-04-21,-1.1770384863126857,-1.1686495702166888,-0.17503609324418584,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-04-22,-1.1770384863126857,-1.1686495702166888,-0.1509692927804893,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-04-23,-1.1770384863126857,-1.1686495702166888,-0.19884244576220036,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-04-26,-1.1770384863126857,-1.1686495702166888,-0.5341335643741043,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-04-27,-1.1770384863126857,-1.1686495702166888,-0.6422184743921238,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-04-28,-1.1770384863126857,-1.1686495702166888,-0.9140015668333866,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-04-29,-1.1770384863126857,-1.1686495702166888,-0.7037731561149344,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-04-30,-1.1770384863126857,-1.1686495702166888,-1.2209366690343177,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-05-03,-1.1770384863126857,-1.1686495702166888,-1.025000212876208,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-05-04,-1.1770384863126857,-1.1686495702166888,-0.9766468610770531,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-05-05,-1.1770384863126857,-1.1686495702166888,-0.629782198571699,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-05-06,-1.1770384863126857,-1.1686495702166888,-0.6732684698982218,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-05-07,-1.1770384863126857,-1.1686495702166888,-0.6087186640606816,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-05-10,-1.1770384863126857,-1.1686495702166888,-0.8685782286770191,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-05-11,-1.1770384863126857,-1.1686495702166888,-0.2644747283405611,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-05-12,-1.1770384863126857,-1.1686495702166888,-0.16259167558581109,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-05-13,-1.1770384863126857,-1.1686495702166888,-0.24672373452394686,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-05-14,-1.1770384863126857,-1.1686495702166888,-0.3492497622759952,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-05-17,-1.1770384863126857,-1.1686495702166888,-0.6707779579989569,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-05-18,-1.1770384863126857,-1.1686495702166888,-0.3460267454515544,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-05-19,-1.1770384863126857,-1.1686495702166888,-0.7802627673953858,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-05-20,-1.1770384863126857,-1.1686495702166888,-0.5909106955521609,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-05-21,-1.1770384863126857,-1.1686495702166888,-0.28921705903752687,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-05-24,-1.1770384863126857,-1.1686495702166888,-0.12328881266070095,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-05-25,-1.1770384863126857,-1.1686495702166888,0.5320899112797493,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-05-26,-1.1770384863126857,-1.1686495702166888,0.585464971835525,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-05-27,-1.1770384863126857,-1.1686495702166888,0.2772439196399977,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-05-28,-1.1770384863126857,-1.1686495702166888,0.17836413283792746,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-05-31,-1.1770384863126857,-1.1686495702166888,0.17836413283792746,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-06-01,-1.1770384863126857,-1.1686495702166888,0.17836413283792746,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-06-02,-1.1770384863126857,-1.1686495702166888,0.7131728320280615,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-06-03,-1.1770384863126857,-1.1686495702166888,0.22609892303780446,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-06-04,-1.1770384863126857,-1.1686495702166888,0.45465618604031205,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-06-07,-1.1770384863126857,-1.1686495702166888,0.9736265448456558,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-06-08,-1.1770384863126857,-1.1686495702166888,1.19726790057949,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-06-09,-1.1770384863126857,-1.1686495702166888,1.0541123628338143,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-06-10,-1.1770384863126857,-1.1686495702166888,1.2776479110217855,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-06-11,-1.1770384863126857,-1.1686495702166888,1.2776479110217855,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-06-14,-1.1770384863126857,-1.1686495702166888,0.7054245768245139,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-06-15,-1.1770384863126857,-1.1686495702166888,0.961222824261202,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-06-16,-1.1770384863126857,-0.9931302701423329,1.6334084220013643,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-06-17,-1.1770384863126857,-1.112167924277908,1.6516396146354222,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-06-18,-1.1770384863126857,-1.1686495702166888,1.6790270915735572,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-06-21,-1.1770384863126857,-1.1686495702166888,1.1743324097105696,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-06-22,-1.1770384863126857,-1.1686495702166888,1.3957355596528707,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-06-23,-1.1770384863126857,-1.1686495702166888,1.600877145084845,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-06-24,-1.1770384863126857,-1.1686495702166888,1.1732662105877345,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-06-25,-1.1770384863126857,-1.1686495702166888,1.3417582151158032,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-06-28,-1.1770384863126857,-1.134360071540814,0.46630298830156897,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-06-29,-1.1770384863126857,-1.0833596471420748,0.4704294220110754,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-06-30,-1.1770384863126857,-1.1686495702166888,0.488090885899812,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-07-01,-1.1770384863126857,-1.1686495702166888,0.31044259100975125,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-07-02,-1.1770384863126857,-0.8482963248761722,-0.47591583674371696,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-07-05,-1.1770384863126857,-0.8482963248761722,-0.47591583674371696,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-07-06,-1.1770384863126857,-1.1686495702166888,-0.550167242232635,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-07-07,-1.1770384863126857,-1.1686495702166888,-0.8619612830682482,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
2004-07-08,-1.1770384863126857,-1.1686495702166888,-0.9951791926727993,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Thursday
2004-07-09,-1.1770384863126857,-1.1686495702166888,-1.0549921450395063,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Friday
2004-07-12,-1.1770384863126857,-1.1413174790991074,-1.5018597742195876,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Monday
2004-07-13,-1.1770384863126857,-1.1686495702166888,-1.4395481741735803,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Tuesday
2004-07-14,-1.1770384863126857,-0.9032812204346233,-1.157965816373027,-0.790113260125642,-1.029471301141165,-0.7541928705430889,-1.4310077834092894,-1.1565813846157256,-2.589810113917588,Wednesday
