,Timestamp,volume_nasdaq,close_nasdaq
380,2004-01-02,900.0,9.25
381,2004-01-05,12600.0,8.75
382,2004-01-06,3900.0,8.8
383,2004-01-07,21700.0,8.75
384,2004-01-08,12800.0,9.2
385,2004-01-09,12700.0,9.0
386,2004-01-12,12800.0,9.2
387,2004-01-13,3300.0,10.9
388,2004-01-14,22600.0,10.6
389,2004-01-15,12200.0,10.95
390,2004-01-16,21800.0,10.8
391,2004-01-20,34800.0,11.0
392,2004-01-21,29300.0,10.95
393,2004-01-22,51300.0,10.95
394,2004-01-23,25800.0,10.4
395,2004-01-26,7000.0,10.5
396,2004-01-27,15600.0,10.26
397,2004-01-28,22600.0,9.5
398,2004-01-29,37300.0,8.75
399,2004-01-30,19000.0,8.85
400,2004-02-02,21000.0,8.96
401,2004-02-03,6300.0,9.05
402,2004-02-04,2500.0,9.0
403,2004-02-05,42100.0,9.1
404,2004-02-06,7100.0,9.1
405,2004-02-09,19000.0,9.1
406,2004-02-10,5100.0,9.05
407,2004-02-11,18200.0,9.1
408,2004-02-12,21400.0,9.1
409,2004-02-13,2800.0,9.15
410,2004-02-17,4400.0,9.15
411,2004-02-18,17500.0,9.15
412,2004-02-19,6000.0,9.1
413,2004-02-20,37200.0,9.05
414,2004-02-23,500.0,9.1
415,2004-02-24,17850.0,9.0
416,2004-02-25,8600.0,9.0
417,2004-02-26,12500.0,8.92
418,2004-02-27,12500.0,8.92
419,2004-03-01,900.0,8.9
420,2004-03-02,13800.0,8.95
421,2004-03-03,4100.0,9.0
422,2004-03-04,20900.0,9.02
423,2004-03-05,6300.0,9.15
424,2004-03-08,27800.0,9.05
425,2004-03-09,2500.0,9.05
426,2004-03-10,2600.0,9.05
427,2004-03-11,29200.0,9.03
428,2004-03-12,8500.0,9.0
429,2004-03-15,6700.0,9.0
430,2004-03-16,1600.0,8.95
431,2004-03-17,12400.0,8.9
432,2004-03-18,12300.0,9.0
433,2004-03-19,9600.0,9.0
434,2004-03-22,1300.0,9.0
435,2004-03-23,3900.0,8.85
436,2004-03-24,300.0,8.89
437,2004-03-25,10900.0,8.95
438,2004-03-26,4700.0,8.56
439,2004-03-29,2300.0,8.7
440,2004-03-30,2300.0,8.6
441,2004-03-31,1200.0,8.6
442,2004-04-01,3200.0,8.56
443,2004-04-02,0.0,8.56
444,2004-04-05,5500.0,8.55
445,2004-04-06,3600.0,8.65
446,2004-04-07,4300.0,8.5
447,2004-04-08,16800.0,8.55
448,2004-04-12,12900.0,8.45
449,2004-04-13,4300.0,8.58
450,2004-04-14,22400.0,8.56
451,2004-04-15,6700.0,8.56
452,2004-04-16,3500.0,8.56
453,2004-04-19,4300.0,8.56
454,2004-04-20,0.0,8.555
455,2004-04-21,5800.0,7.75
456,2004-04-22,600.0,7.75
457,2004-04-23,17100.0,7.8871
458,2004-04-26,9700.0,7.95
459,2004-04-27,11300.0,7.95
460,2004-04-28,5900.0,7.5
461,2004-04-29,10300.0,7.5
462,2004-04-30,0.0,7.5
463,2004-05-03,20000.0,7.75
464,2004-05-04,17800.0,7.75
465,2004-05-05,11800.0,7.7
466,2004-05-06,6100.0,7.7
467,2004-05-07,6000.0,7.67
468,2004-05-10,24300.0,7.6
469,2004-05-11,200.0,7.3
470,2004-05-12,6500.0,7.5597
471,2004-05-13,0.0,7.56
472,2004-05-14,2100.0,7.25
473,2004-05-17,1200.0,7.635
474,2004-05-18,7400.0,7.2
475,2004-05-19,25600.0,7.2
476,2004-05-20,400.0,7.15
477,2004-05-21,2300.0,7.1
478,2004-05-24,3300.0,7.12
479,2004-05-25,6050.0,7.3
480,2004-05-26,4500.0,7.25
481,2004-05-27,1500.0,7.35
482,2004-05-28,1700.0,7.25
483,2004-06-01,1300.0,7.22
484,2004-06-02,500.0,7.22
485,2004-06-03,1400.0,7.22
486,2004-06-04,2200.0,7.3
487,2004-06-07,0.0,7.3
488,2004-06-08,1900.0,7.3
489,2004-06-09,2800.0,7.25
490,2004-06-10,8500.0,7.23
491,2004-06-14,200.0,7.15
492,2004-06-15,11600.0,7.22
493,2004-06-16,0.0,7.22
494,2004-06-17,6200.0,7.22
495,2004-06-18,3800.0,6.91
496,2004-06-21,1400.0,6.88
497,2004-06-22,11000.0,6.6
498,2004-06-23,14600.0,6.75
499,2004-06-24,14200.0,6.63
500,2004-06-25,12500.0,6.61
501,2004-06-28,15300.0,6.6
502,2004-06-29,7350.0,6.47
503,2004-06-30,25600.0,6.3
504,2004-07-01,8000.0,6.29
505,2004-07-02,17000.0,6.35
506,2004-07-06,24400.0,6.39
507,2004-07-07,12050.0,6.32
508,2004-07-08,2400.0,6.25
509,2004-07-09,33500.0,6.3
510,2004-07-12,13350.0,6.3
511,2004-07-13,25400.0,6.3
512,2004-07-14,6200.0,6.3
513,2004-07-15,56700.0,6.35
514,2004-07-16,16150.0,6.41
515,2004-07-19,45800.0,6.4
516,2004-07-20,1300.0,6.41
517,2004-07-21,24900.0,6.3
518,2004-07-22,4300.0,6.37
519,2004-07-23,2700.0,6.3
520,2004-07-26,25500.0,6.3
521,2004-07-27,11100.0,6.29
522,2004-07-28,144000.0,6.23
523,2004-07-29,158200.0,6.3
524,2004-07-30,99600.0,6.3
525,2004-08-02,12400.0,6.3
526,2004-08-03,1100.0,6.3
527,2004-08-04,5400.0,6.3
528,2004-08-05,2900.0,6.3
529,2004-08-06,32300.0,6.3
530,2004-08-09,500.0,6.26
531,2004-08-10,11500.0,6.25
532,2004-08-11,5400.0,6.2
533,2004-08-12,12000.0,6.3
534,2004-08-13,24800.0,6.295
535,2004-08-16,2900.0,6.275
536,2004-08-17,2700.0,6.26
537,2004-08-18,6300.0,6.0
538,2004-08-19,2400.0,6.0
539,2004-08-20,3900.0,6.15
540,2004-08-23,2100.0,6.1
541,2004-08-24,300.0,6.1
542,2004-08-25,1600.0,6.1
543,2004-08-26,2700.0,6.05
544,2004-08-27,9700.0,6.08
545,2004-08-30,6700.0,6.25
546,2004-08-31,1500.0,6.17
547,2004-09-01,0.0,6.17
548,2004-09-02,3800.0,6.05
549,2004-09-03,1500.0,6.15
550,2004-09-07,5000.0,6.1
551,2004-09-08,9400.0,6.05
552,2004-09-09,1200.0,6.1
553,2004-09-10,2800.0,6.07
554,2004-09-13,2800.0,6.09
555,2004-09-14,3250.0,6.09
556,2004-09-15,1500.0,6.09
557,2004-09-16,3250.0,6.09
558,2004-09-17,3850.0,6.09
559,2004-09-20,34300.0,5.6
560,2004-09-21,5850.0,5.6
561,2004-09-22,22600.0,5.58
562,2004-09-23,27500.0,5.65
563,2004-09-24,2700.0,5.9
564,2004-09-27,22800.0,6.05
565,2004-09-28,300.0,6.05
566,2004-09-29,21100.0,6.75
567,2004-09-30,9900.0,5.975
568,2004-10-01,8200.0,5.975
569,2004-10-04,32800.0,5.975
570,2004-10-05,39200.0,5.975
571,2004-10-06,12900.0,7.88
572,2004-10-07,19400.0,7.9
573,2004-10-08,4600.0,7.65
574,2004-10-11,0.0,7.65
575,2004-10-12,4600.0,7.58
576,2004-10-13,10000.0,7.5
577,2004-10-14,4200.0,7.55
578,2004-10-15,6400.0,7.5
579,2004-10-18,7000.0,7.2
580,2004-10-19,20000.0,6.6
581,2004-10-20,2900.0,6.7
582,2004-10-21,10100.0,6.55
583,2004-10-22,900.0,6.55
584,2004-10-25,8800.0,6.45
585,2004-10-26,1200.0,6.55
586,2004-10-27,9000.0,6.55
587,2004-10-28,2600.0,6.6
588,2004-10-29,8500.0,6.8
589,2004-11-01,7750.0,6.8
590,2004-11-02,7800.0,6.75
591,2004-11-03,14800.0,6.83
592,2004-11-04,1200.0,6.8
593,2004-11-05,18200.0,6.9
594,2004-11-08,7200.0,6.9
595,2004-11-09,8150.0,7.1
596,2004-11-10,18300.0,7.12
597,2004-11-11,32200.0,7.3
598,2004-11-12,7100.0,7.35
599,2004-11-15,8900.0,6.8
600,2004-11-16,8900.0,7.52
601,2004-11-17,5100.0,7.6
602,2004-11-18,29500.0,7.65
603,2004-11-19,5600.0,7.65
604,2004-11-22,37300.0,7.72
605,2004-11-23,16000.0,7.35
606,2004-11-24,20600.0,6.95
607,2004-11-26,3500.0,7.0
608,2004-11-29,3600.0,7.02
609,2004-11-30,30500.0,7.0
610,2004-12-01,7000.0,7.0
611,2004-12-02,16600.0,6.85
612,2004-12-03,4400.0,6.9
613,2004-12-06,25600.0,6.97
614,2004-12-07,16200.0,6.7
615,2004-12-08,30400.0,6.7
616,2004-12-09,16100.0,6.5
617,2004-12-10,16400.0,6.85
618,2004-12-13,14700.0,6.8
619,2004-12-14,16400.0,8.34
620,2004-12-15,16400.0,7.0
621,2004-12-16,18600.0,7.0
622,2004-12-17,32200.0,7.0
623,2004-12-20,23100.0,7.0
624,2004-12-21,165000.0,9.76
625,2004-12-22,100200.0,9.16
626,2004-12-23,117700.0,9.4
627,2004-12-27,26700.0,9.2
628,2004-12-28,37300.0,9.3
629,2004-12-29,189400.0,9.4
630,2004-12-30,168100.0,10.09
631,2004-12-31,105200.0,10.2
632,2005-01-03,62600.0,10.15
633,2005-01-04,48200.0,9.85
634,2005-01-05,69500.0,9.75
635,2005-01-06,35900.0,9.8
636,2005-01-07,67500.0,9.12
637,2005-01-10,32000.0,9.4
638,2005-01-11,47700.0,9.45
639,2005-01-12,15600.0,9.25
640,2005-01-13,147800.0,8.7
641,2005-01-14,52000.0,8.32
642,2005-01-18,80700.0,8.8
643,2005-01-19,25100.0,8.4
644,2005-01-20,40300.0,8.68
645,2005-01-21,20700.0,8.45
646,2005-01-24,54700.0,8.3
647,2005-01-25,53350.0,8.1
648,2005-01-26,94800.0,8.28
649,2005-01-27,48600.0,8.45
650,2005-01-28,41500.0,8.65
651,2005-01-31,47800.0,8.56
652,2005-02-01,27700.0,8.3
653,2005-02-02,63100.0,8.4
654,2005-02-03,46300.0,8.7
655,2005-02-04,48200.0,9.61
656,2005-02-07,48200.0,8.605
657,2005-02-08,50300.0,8.605
658,2005-02-09,300500.0,9.71
659,2005-02-10,58900.0,8.605
660,2005-02-11,58900.0,10.5
661,2005-02-14,1002900.0,10.46
662,2005-02-15,637200.0,10.05
663,2005-02-16,797400.0,10.15
664,2005-02-17,699600.0,9.85
665,2005-02-18,1095200.0,10.03
666,2005-02-22,401400.0,9.73
667,2005-02-23,551600.0,9.68
668,2005-02-24,152300.0,9.65
669,2005-02-25,658900.0,10.5
670,2005-02-28,398900.0,10.54
671,2005-03-01,250100.0,10.62
672,2005-03-02,480100.0,10.86
673,2005-03-03,436700.0,10.77
674,2005-03-04,228000.0,10.7
675,2005-03-07,989600.0,10.93
676,2005-03-08,529400.0,10.7
677,2005-03-09,561200.0,10.32
678,2005-03-10,245800.0,10.16
679,2005-03-11,498200.0,10.29
680,2005-03-14,494300.0,10.45
681,2005-03-15,513800.0,10.77
682,2005-03-16,240100.0,10.97
683,2005-03-17,256400.0,11.07
684,2005-03-18,426500.0,11.36
685,2005-03-21,753300.0,11.48
686,2005-03-22,445300.0,11.05
687,2005-03-23,217800.0,10.81
688,2005-03-24,325100.0,11.1
689,2005-03-28,271200.0,11.15
690,2005-03-29,296600.0,10.94
691,2005-03-30,304000.0,10.74
692,2005-03-31,367000.0,10.7
693,2005-04-01,568400.0,10.455
694,2005-04-04,301000.0,10.75
695,2005-04-05,202300.0,10.73
696,2005-04-06,167800.0,10.78
697,2005-04-07,82300.0,10.87
698,2005-04-08,166800.0,10.89
699,2005-04-11,130800.0,10.53
700,2005-04-12,206000.0,10.73
701,2005-04-13,180400.0,10.62
702,2005-04-14,296700.0,10.55
703,2005-04-15,296650.0,10.46
704,2005-04-18,500300.0,10.64
705,2005-04-19,337100.0,10.83
706,2005-04-20,291300.0,10.4
707,2005-04-21,296650.0,10.44
708,2005-04-22,296650.0,10.73
709,2005-04-25,298850.0,10.73
710,2005-04-26,302500.0,10.73
711,2005-04-27,838700.0,10.73
712,2005-04-28,1252500.0,10.74
713,2005-04-29,727900.0,14.99
714,2005-05-02,609600.0,14.99
715,2005-05-03,935400.0,14.96
716,2005-05-04,291900.0,15.15
717,2005-05-05,316200.0,15.3
718,2005-05-06,549400.0,15.882
719,2005-05-09,370700.0,15.77
720,2005-05-10,1294900.0,15.0
721,2005-05-11,312900.0,14.92
722,2005-05-12,706400.0,14.52
723,2005-05-13,591600.0,14.54
724,2005-05-16,472800.0,14.5
725,2005-05-17,558100.0,14.79
726,2005-05-18,950300.0,14.92
727,2005-05-19,671300.0,15.3
728,2005-05-20,1625700.0,16.14
729,2005-05-23,830300.0,16.09
730,2005-05-24,800500.0,14.995000000000001
731,2005-05-25,694700.0,16.55
732,2005-05-26,1116400.0,17.33
733,2005-05-27,475700.0,17.18
734,2005-05-31,536600.0,17.16
735,2005-06-01,591300.0,17.15
736,2005-06-02,526100.0,17.36
737,2005-06-03,1344800.0,17.98
738,2005-06-06,800900.0,18.15
739,2005-06-07,881200.0,18.4
740,2005-06-08,525500.0,18.53
741,2005-06-09,604300.0,19.0
742,2005-06-10,720000.0,19.23
743,2005-06-13,624800.0,19.43
744,2005-06-14,974800.0,19.26
745,2005-06-15,1034000.0,19.0
746,2005-06-16,580500.0,18.89
747,2005-06-17,657800.0,18.46
748,2005-06-20,697000.0,18.84
749,2005-06-21,734100.0,18.58
750,2005-06-22,628200.0,18.49
751,2005-06-23,1174400.0,17.86
752,2005-06-24,677400.0,18.66
753,2005-06-27,1539100.0,19.53
754,2005-06-28,957400.0,18.99
755,2005-06-29,1291100.0,19.53
756,2005-06-30,852600.0,18.86
757,2005-07-01,485300.0,19.3
758,2005-07-05,423300.0,19.09
759,2005-07-06,818600.0,19.78
760,2005-07-07,614700.0,19.74
761,2005-07-08,654700.0,19.58
762,2005-07-11,1665700.0,19.94
763,2005-07-12,893300.0,20.36
764,2005-07-13,643000.0,20.56
765,2005-07-14,668100.0,20.85
766,2005-07-15,1020600.0,21.15
767,2005-07-18,1371000.0,20.1
768,2005-07-19,634400.0,20.02
769,2005-07-20,575000.0,19.93
770,2005-07-21,926300.0,19.49
771,2005-07-22,616800.0,19.05
772,2005-07-25,693100.0,19.85
773,2005-07-26,603700.0,20.25
774,2005-07-27,319400.0,20.27
775,2005-07-28,389200.0,20.95
776,2005-07-29,648850.0,19.98
777,2005-08-01,649700.0,20.060000000000002
778,2005-08-02,552200.0,20.175
779,2005-08-03,631600.0,20.259999999999998
780,2005-08-04,850600.0,22.93
781,2005-08-05,673600.0,22.31
782,2005-08-08,475200.0,21.95
783,2005-08-09,470200.0,22.1
784,2005-08-10,818500.0,22.3
785,2005-08-11,1002400.0,23.12
786,2005-08-12,662400.0,23.33
787,2005-08-15,591300.0,22.99
788,2005-08-16,1011300.0,22.25
789,2005-08-17,717200.0,22.46
790,2005-08-18,718800.0,21.95
791,2005-08-19,501700.0,22.6
792,2005-08-22,248500.0,22.7
793,2005-08-23,347100.0,22.68
794,2005-08-24,420800.0,23.14
795,2005-08-25,229400.0,23.02
796,2005-08-26,286400.0,23.01
797,2005-08-29,461100.0,22.88
798,2005-08-30,282300.0,23.12
799,2005-08-31,438700.0,23.5
800,2005-09-01,575700.0,24.04
801,2005-09-02,653700.0,22.935
802,2005-09-06,910600.0,23.0
803,2005-09-07,350600.0,23.015
804,2005-09-08,525600.0,23.07
805,2005-09-09,412200.0,25.02
806,2005-09-12,315100.0,24.63
807,2005-09-13,505500.0,24.48
808,2005-09-14,457000.0,24.24
809,2005-09-15,399200.0,24.34
810,2005-09-16,577200.0,24.75
811,2005-09-19,160600.0,24.82
812,2005-09-20,382500.0,24.57
813,2005-09-21,332500.0,24.51
814,2005-09-22,343300.0,24.7
815,2005-09-23,426700.0,25.0
816,2005-09-26,273900.0,24.63
817,2005-09-27,165200.0,24.55
818,2005-09-28,375600.0,24.88
819,2005-09-29,264700.0,25.39
820,2005-09-30,267000.0,25.35
821,2005-10-03,379050.0,25.96
822,2005-10-04,453800.0,24.785
823,2005-10-05,390850.0,24.785
824,2005-10-06,390850.0,26.24
825,2005-10-07,688800.0,24.785
826,2005-10-10,412950.0,24.85
827,2005-10-11,412950.0,24.939999999999998
828,2005-10-12,1901200.0,27.52
829,2005-10-13,1182900.0,27.15
830,2005-10-14,600200.0,27.39
831,2005-10-17,355200.0,27.73
832,2005-10-18,799300.0,28.43
833,2005-10-19,783700.0,28.81
834,2005-10-20,843300.0,28.86
835,2005-10-21,556000.0,29.09
836,2005-10-24,841600.0,30.43
837,2005-10-25,582000.0,30.1
838,2005-10-26,1354500.0,29.99
839,2005-10-27,1789800.0,30.59
840,2005-10-28,740000.0,30.16
841,2005-10-31,669200.0,30.89
842,2005-11-01,2046400.0,32.26
843,2005-11-02,2097400.0,33.76
844,2005-11-03,961800.0,33.52
845,2005-11-04,559800.0,30.045
846,2005-11-07,1386400.0,35.0
847,2005-11-08,1082900.0,35.71
848,2005-11-09,1571800.0,36.29
849,2005-11-10,1235100.0,36.38
850,2005-11-11,416800.0,36.08
851,2005-11-14,968700.0,37.35
852,2005-11-15,1100100.0,36.71
853,2005-11-16,1861400.0,35.66
854,2005-11-17,1147100.0,37.0
855,2005-11-18,1977200.0,39.0
856,2005-11-21,1743300.0,40.97
857,2005-11-22,2712400.0,35.685
858,2005-11-23,1310750.0,35.894999999999996
859,2005-11-25,1377600.0,36.185
860,2005-11-28,3008100.0,42.59
861,2005-11-29,1479100.0,40.17
862,2005-11-30,3032300.0,39.13
863,2005-12-01,1622500.0,40.14
864,2005-12-02,1780400.0,42.28
865,2005-12-05,1619200.0,42.04
866,2005-12-06,1817700.0,40.26
867,2005-12-07,2532400.0,38.75
868,2005-12-08,1797200.0,39.54
869,2005-12-09,1460300.0,38.9
870,2005-12-12,1081900.0,38.8
871,2005-12-13,2352000.0,37.07
872,2005-12-14,3214800.0,36.18
873,2005-12-15,1028200.0,36.27
874,2005-12-16,1451800.0,36.82
875,2005-12-19,1060700.0,37.07
876,2005-12-20,771700.0,36.96
877,2005-12-21,1431100.0,37.27
878,2005-12-22,566800.0,37.07
879,2005-12-23,877300.0,37.73
880,2005-12-27,760000.0,37.25
881,2005-12-28,1179000.0,35.66
882,2005-12-29,559000.0,35.76
883,2005-12-30,765600.0,35.18
884,2006-01-03,1129800.0,36.26
885,2006-01-04,1319600.0,36.94
886,2006-01-05,888800.0,36.95
887,2006-01-06,1105850.0,37.015
888,2006-01-09,1571500.0,37.015
889,2006-01-10,970800.0,38.27
890,2006-01-11,960400.0,38.89
891,2006-01-12,949700.0,38.3
892,2006-01-13,1468200.0,39.01
893,2006-01-17,943000.0,38.24
894,2006-01-18,1937300.0,36.9
895,2006-01-19,770200.0,38.48
896,2006-01-20,1062200.0,37.83
897,2006-01-23,749800.0,37.45
898,2006-01-24,807400.0,37.81
899,2006-01-25,885000.0,38.77
900,2006-01-26,965600.0,38.035
901,2006-01-27,1248600.0,38.255
902,2006-01-30,1016500.0,38.285
903,2006-01-31,1096000.0,41.91
904,2006-02-01,3280300.0,39.88
905,2006-02-02,1436600.0,39.78
906,2006-02-03,1347300.0,40.02
907,2006-02-06,1974500.0,42.43
908,2006-02-07,1405300.0,40.81
909,2006-02-08,803000.0,40.93
910,2006-02-09,1428400.0,40.27
911,2006-02-10,1416850.0,40.21
912,2006-02-13,2529100.0,39.4
913,2006-02-14,2513500.0,39.4
914,2006-02-15,734000.0,39.57
915,2006-02-16,1312100.0,39.95
916,2006-02-17,1046500.0,39.81
917,2006-02-21,1001500.0,39.75
918,2006-02-22,1412100.0,39.81
919,2006-02-23,836600.0,39.8
920,2006-02-24,1703900.0,41.04
921,2006-02-27,1413000.0,41.71
922,2006-02-28,1843900.0,40.51
923,2006-03-01,1318300.0,40.49
924,2006-03-02,1162400.0,40.0
925,2006-03-03,1392700.0,40.69
926,2006-03-06,860600.0,39.96
927,2006-03-07,1261200.0,39.980000000000004
928,2006-03-08,1531400.0,38.56
929,2006-03-09,1866900.0,39.5
930,2006-03-10,1402400.0,39.88
931,2006-03-13,1402400.0,39.88
932,2006-03-14,1898500.0,39.955
933,2006-03-15,1402400.0,39.980000000000004
934,2006-03-16,1950000.0,44.26
935,2006-03-17,2503200.0,43.78
936,2006-03-20,1539700.0,44.08
937,2006-03-21,2552600.0,43.35
938,2006-03-22,1516000.0,41.97
939,2006-03-23,1521600.0,41.19
940,2006-03-24,1243800.0,40.56
941,2006-03-27,1751900.0,41.55
942,2006-03-28,1005800.0,41.5
943,2006-03-29,1504600.0,41.85
944,2006-03-30,2374400.0,40.11
945,2006-03-31,2038200.0,40.04
946,2006-04-03,1161100.0,39.52
947,2006-04-04,714600.0,39.63
948,2006-04-05,1161400.0,40.09
949,2006-04-06,1149500.0,41.08
950,2006-04-07,1217200.0,41.15
951,2006-04-10,1205800.0,41.37
952,2006-04-11,3098500.0,40.85
953,2006-04-12,2021900.0,42.22
954,2006-04-13,926800.0,42.24
955,2006-04-17,1399700.0,43.03
956,2006-04-18,1626500.0,43.78
957,2006-04-19,1353700.0,43.79
958,2006-04-20,1829600.0,42.24
959,2006-04-21,2849400.0,41.2
960,2006-04-24,2301300.0,39.7
961,2006-04-25,1912500.0,38.75
962,2006-04-26,1515800.0,38.83
963,2006-04-27,2165400.0,37.36
964,2006-04-28,1571150.0,37.42
965,2006-05-01,1571150.0,35.27
966,2006-05-02,3027500.0,35.85
967,2006-05-03,2492900.0,35.6
968,2006-05-04,1742900.0,35.51
969,2006-05-05,3450800.0,36.76
970,2006-05-08,5019600.0,38.68
971,2006-05-09,2192200.0,38.34
972,2006-05-10,2747300.0,38.2
973,2006-05-11,2114000.0,36.78
974,2006-05-12,1942300.0,36.07
975,2006-05-15,1863500.0,35.37
976,2006-05-16,2511500.0,36.96
977,2006-05-17,2595800.0,34.67
978,2006-05-18,2502200.0,31.97
979,2006-05-19,3116400.0,33.05
