Timestamp,open,high,low,close,volume
1/2/2004,0.000190899,0,0,0,0.000175237
1/5/2004,0,0.000936604,0.000353779,0.001307247,0.014765283
1/6/2004,0.001218814,0.000980507,0.000781262,0.001189742,0.021427559
1/7/2004,0.000998546,0.001580519,0.001105559,0.00192415,0.02594522
1/8/2004,0.002085199,0.002897618,0.002166895,0.003055139,0.018569594
1/9/2004,0.002657895,0.003482995,0.002373266,0.002526365,0.016655691
1/12/2004,0.002555104,0.003292747,0.00283023,0.003598602,0.020157171
1/13/2004,0.004816517,0.004522039,0.00395053,0.00417144,0.031314591
1/14/2004,0.004375982,0.004083006,0.003828181,0.004288946,0.02787805
1/15/2004,0.002232045,0.002414681,0.001945783,0.002306043,0.051080171
1/16/2004,0.002314278,0.001887842,0.002107932,0.002115097,0.013471726
1/20/2004,0.001835563,0.001536615,0.001577264,0.002129785,0.010157557
1/21/2004,0.001879616,0.001785401,0.001842598,0.001953527,0.004954611
1/22/2004,0.001674033,0.001584909,0.001474078,0.001321935,0.003692708
1/23/2004,0.001218814,0.001448516,0.001577264,0.001880086,0.004984307
1/26/2004,0.001527188,0.001917111,0.001842598,0.002541053,0.007554126
1/27/2004,0.002364205,0.002195165,0.002385059,0.002629182,0.009640329
1/28/2004,0.002085199,0.002385412,0.001813116,0.001821333,0.007794955
1/29/2004,0.001776825,0.001536615,0.001488819,0.002056344,0.00414108
1/30/2004,0.001938354,0.001639056,0.001827857,0.001880086,0.002544366
2/2/2004,0.001527188,0.00155125,0.00132667,0.00152757,0.008495903
2/3/2004,0.001292236,0.000951238,0.001208744,0.001439441,0.002282978
2/4/2004,0.000851701,0.000497571,0.000766521,0.000749097,0.009551895
2/5/2004,0.00058738,0.001697594,0.000928669,0.001674451,0.01230772
2/6/2004,0.001512504,0.001668325,0.001798376,0.002100408,0.00301297
2/9/2004,0.00176214,0.001624422,0.001945783,0.002037249,0.002716992
2/10/2004,0.00176214,0.002004917,0.001857339,0.002496989,0.006626054
2/11/2004,0.002452312,0.0031025,0.002756526,0.003701419,0.012057102
2/12/2004,0.003304013,0.003278113,0.00356727,0.003598602,0.002468005
2/13/2004,0.003568334,0.003439091,0.002432229,0.002526365,0.010159515
2/17/2004,0.002466997,0.002546391,0.00283023,0.002761376,0.001708644
2/18/2004,0.002584473,0.002473219,0.002756526,0.002908258,0
2/19/2004,0.002775371,0.002765908,0.001813116,0.001747892,0.010573296
2/20/2004,0.001585926,0.001112217,0.001518301,0.001645075,0.007923201
2/23/2004,0.001512504,0.001039045,0.001046448,0.001336623,0.003056045
2/24/2004,0.001057284,0.001448809,0.001208744,0.001586322,0.006842408
2/25/2004,0.00117476,0.00168296,0.001518301,0.00224729,0.007845862
2/26/2004,0.002085199,0.002092724,0.002388007,0.002585118,0.003308295
2/27/2004,0.002261414,0.003322016,0.002609119,0.003877677,0.019066915
3/1/2004,0.003920762,0.00373178,0.003965271,0.004024559,0.010491715
3/2/2004,0.003788602,0.003439091,0.003817863,0.003716107,0.006704372
3/3/2004,0.003201222,0.003570801,0.00356727,0.003877677,0.004865524
3/4/2004,0.003729864,0.005078148,0.004024234,0.005679513,0.025190385
3/5/2004,0.00518363,0.006994766,0.005483571,0.007051343,0.054206117
3/8/2004,0.006851047,0.007375754,0.006553808,0.006932816,0.022215637
3/9/2004,0.006578658,0.008019669,0.006736538,0.008548515,0.027780152
3/10/2004,0.008179268,0.009351402,0.008490691,0.009400429,0.050424908
3/11/2004,0.00857575,0.009205058,0.008711803,0.008621956,0.02646832
3/12/2004,0.008663857,0.008824562,0.008829729,0.009224171,0.010931276
3/15/2004,0.008238006,0.008195282,0.007488318,0.007593784,0.019817466
3/16/2004,0.00753315,0.007112334,0.00620587,0.006668429,0.027026665
3/17/2004,0.006666765,0.006775742,0.00678076,0.007211892,0.015721745
3/18/2004,0.006637396,0.00630744,0.006500685,0.006448107,0.010456798
3/19/2004,0.006284967,0.00759527,0.006426982,0.006727182,0.015555319
3/22/2004,0.005800379,0.006468419,0.005999499,0.006727182,0.01616457
3/23/2004,0.006608027,0.006219634,0.005955276,0.005889956,0.014211507
3/24/2004,0.005697587,0.005853773,0.00602898,0.006198408,0.016699745
3/25/2004,0.006872348,0.007551367,0.006942909,0.008210687,0.024754781
3/26/2004,0.008061792,0.008209916,0.008446469,0.008460386,0.016214824
3/29/2004,0.008781333,0.009131886,0.008873952,0.009738257,0.012184369
