,SMA_20
2023-02-16,1.4851386635134787
2023-02-17,1.496523504315354
2023-02-21,1.502324057532592
2023-02-22,1.5073676810357293
2023-02-23,1.5132995383870458
2023-02-24,1.5155687827748279
2023-02-27,1.517260288972664
2023-02-28,1.5207993215747126
2023-03-01,1.5217478008491157
2023-03-02,1.52228383066706
2023-03-03,1.5226190423975903
2023-03-06,1.5222869201760973
2023-03-07,1.5223641579020257
2023-03-08,1.5211824206953184
2023-03-09,1.5203420742372151
2023-03-10,1.518704634447529
2023-03-13,1.5182921849910702
2023-03-14,1.5173282581714813
2023-03-15,1.5171676037015498
2023-03-16,1.5175661503673414
2023-03-17,1.5185517037501906
2023-03-20,1.5222606593492816
2023-03-21,1.5305189170055675
2023-03-22,1.5373405529595812
2023-03-23,1.5446271600236852
2023-03-24,1.5549816495616728
2023-03-27,1.5629031507329099
2023-03-28,1.5707350561420699
2023-03-29,1.5825570624727012
2023-03-30,1.5951359985174327
2023-03-31,1.6057422830419479
2023-04-03,1.6151776436413856
2023-04-04,1.625905963772868
2023-04-05,1.6342337353824892
2023-04-06,1.6449929506043428
2023-04-10,1.6553397163697379
2023-04-11,1.6632380462231966
2023-04-12,1.6689814435232473
2023-04-13,1.6785929061378018
2023-04-14,1.6857512985768643
2023-04-17,1.6935739354589125
2023-04-18,1.700509883247301
2023-04-19,1.7068943536725587
2023-04-20,1.713638751900644
2023-04-21,1.7182961867741384
2023-04-24,1.7221796996338283
2023-04-25,1.7263783424153072
2023-04-26,1.731051224833987
2023-04-27,1.7368934864232266
2023-04-28,1.7424901320440127
2023-05-01,1.7460770520361366
2023-05-02,1.7478890490864214
2023-05-03,1.749280872907655
2023-05-04,1.7508333511988199
2023-05-05,1.7576472633802405
2023-05-08,1.7664168347821736
2023-05-09,1.774806396572538
2023-05-10,1.7850944616662274
2023-05-11,1.7913584412390369
2023-05-12,1.7971698077379044
2023-05-15,1.8025826275709806
2023-05-16,1.8070485128841722
2023-05-17,1.8111004039863865
2023-05-18,1.8177104085713558
2023-05-19,1.825650446796816
2023-05-22,1.832618834430094
2023-05-23,1.838757688886899
2023-05-24,1.8451189879943786
2023-05-25,1.8488063170302096
2023-05-26,1.8533896036868125
2023-05-30,1.859472846980949
2023-05-31,1.866322288516297
2023-06-01,1.8761793670993048
2023-06-02,1.8879642993214902
2023-06-05,1.8927514935745449
2023-06-06,1.8973085194043324
2023-06-07,1.9021235192387211
2023-06-08,1.9076800012420243
2023-06-09,1.9133863244336293
2023-06-12,1.9219782490659263
2023-06-13,1.930584076488891
2023-06-14,1.9396811358487613
2023-06-15,1.9498811499348923
2023-06-16,1.9574396337942646
2023-06-20,1.9649826701084516
2023-06-21,1.972456192469303
2023-06-22,1.9842797435544524
2023-06-23,1.9956429577930674
2023-06-26,2.005045878547615
2023-06-27,2.0147175865883944
2023-06-28,2.0238687123564145
2023-06-29,2.03331797574652
2023-06-30,2.043945886834295
2023-07-03,2.0527602561172666
2023-07-05,2.061758451187948
2023-07-06,2.07140544315643
2023-07-07,2.0812532532123265
2023-07-10,2.087410644723354
2023-07-11,2.092862083419395
2023-07-12,2.0974422805669604
2023-07-13,2.102978680761523
2023-07-14,2.1081397056080715
2023-07-17,2.114249209729024
2023-07-18,2.1209966974661456
2023-07-19,2.1287220148135244
2023-07-20,2.135744468854952
2023-07-21,2.1395275726709353
2023-07-24,2.1441757390173186
2023-07-25,2.1505694779696873
2023-07-26,2.1555003343929693
2023-07-27,2.158540411285519
2023-07-28,2.163318337011462
2023-07-31,2.165218385069305
2023-08-01,2.1676266573637597
2023-08-02,2.1685828604107553
2023-08-03,2.168093173228368
2023-08-04,2.1614399155168784
2023-08-07,2.153964848401509
2023-08-08,2.1476251758572897
2023-08-09,2.1387582849206863
2023-08-10,2.129132919515464
2023-08-11,2.119438040156907
2023-08-14,2.1084965439018615
2023-08-15,2.0962142007246958
2023-08-16,2.082207911504804
2023-08-17,2.0677381959293397
2023-08-18,2.0545568056223655
2023-08-21,2.041789409526368
2023-08-22,2.0294221048506813
2023-08-23,2.0193626634257402
2023-08-24,2.0066508784924113
2023-08-25,1.9936486797095911
2023-08-28,1.98138332883213
2023-08-29,1.972779046163684
2023-08-30,1.9691983051896345
2023-08-31,1.9668657258665905
2023-09-01,1.9727821356727213
2023-09-05,1.9812860092974598
2023-09-06,1.9838564808163637
2023-09-07,1.9835583431942796
2023-09-08,1.9839028234519207
2023-09-11,1.9851061872218883
2023-09-12,1.9826840121367677
2023-09-13,1.980198502116385
2023-09-14,1.9795620632547333
2023-09-15,1.9803375300230568
2023-09-18,1.9830053210766307
2023-09-19,1.98548310732442
2023-09-20,1.9841484394203743
2023-09-21,1.97863521054359
2023-09-22,1.9774163992284373
2023-09-25,1.9754761875531108
2023-09-26,1.9691658653447441
2023-09-27,1.9586677136365291
2023-09-28,1.9456639700991902
2023-09-29,1.9328888502306
2023-10-02,1.920842854494776
2023-10-03,1.90757650268928
2023-10-04,1.900484534694516
2023-10-05,1.898453182502594
2023-10-06,1.8979233317027238
2023-10-09,1.8976390968713068
2023-10-10,1.899242552061584
2023-10-11,1.9035292458506214
2023-10-12,1.9073401552479385
2023-10-13,1.9102844573603366
2023-10-16,1.9108591060412454
2023-10-17,1.9093869549850462
2023-10-18,1.9096557422712779
2023-10-19,1.9108282109508739
2023-10-20,1.9093637836672679
2023-10-23,1.9070018540083715
2023-10-24,1.9081372485795218
2023-10-25,1.9086501070796875
2023-10-26,1.9057367000576608
2023-10-27,1.9034442843521002
2023-10-30,1.9007903960891932
2023-10-31,1.8995406896836688
2023-11-01,1.899778581879529
2023-11-02,1.9018192025985625
2023-11-03,1.9011750399643177
2023-11-06,1.9013588657520277
2023-11-07,1.9039880379426375
2023-11-08,1.9063576913741267
2023-11-09,1.9076614641878016
2023-11-10,1.9136350299111193
2023-11-13,1.918479380081361
2023-11-14,1.9265538119499366
2023-11-15,1.9360725892933772
2023-11-16,1.9471855532999838
2023-11-17,1.9602634450542142
2023-11-20,1.9745987669865621
2023-11-21,1.9879763411173954
2023-11-22,2.003661778498975
2023-11-24,2.0215469463150013
2023-11-27,2.038273548242098
2023-11-28,2.0538817478977496
2023-11-29,2.0683298369099536
2023-11-30,2.0807712898025317
2023-12-01,2.091442454016827
2023-12-04,2.101427747224876
2023-12-05,2.112500547614
2023-12-06,2.1207402682160628
2023-12-07,2.1296581360517783
2023-12-08,2.140049699698212
2023-12-11,2.1452555224257996
2023-12-12,2.1528649831842857
2023-12-13,2.1609409598073794
2023-12-14,2.168695627490611
2023-12-15,2.1747309833946713
2023-12-18,2.179490372066392
2023-12-19,2.1837060071475745
2023-12-20,2.186922186055242
2023-12-21,2.1895096498738496
2023-12-22,2.1922963870253533
2023-12-26,2.194800434099959
2023-12-27,2.1969121135268463
2023-12-28,2.200143739979699
2023-12-29,2.202124115272508
2024-01-02,2.1978250634473224
2024-01-03,2.1938473205619995
2024-01-04,2.185011324715768
