Timestamp,price_close,price_volume,RSI,bbands_middle,reportedEPS,atr,volume_nasdaq,close_nasdaq,obv,CPI,GDP,SMA_50,weekday
2/9/2004,22.667,3361800,53.6323,0.3428,0.010000441,0.0102,19000,9.1,-6359931946,186.8264409,12005.48323,0.327,Monday
2/10/2004,22.98,4559700,56.8819,0.3423,0.010000448,0.0102,5100,9.05,-6104588491,186.8418943,12007.56053,0.3277,Tuesday
2/11/2004,23.8,6224000,64.0001,0.342,0.010000455,0.0104,18200,9.1,-5756044143,186.8572129,12009.63687,0.3285,Wednesday
2/12/2004,23.73,3285500,63.0433,0.3417,0.01000046,0.0101,21400,9.1,-5940032326,186.8723796,12011.71228,0.3291,Thursday
2/13/2004,23,5642500,53.9801,0.3418,0.010000465,0.0107,2800,9.15,-6256012641,186.8873774,12013.7868,0.3296,Friday
2/16/2004,23,5642500,53.9801,0.3418,0.010000477,0.0107,2800,9.15,-6256012641,186.9311869,12020.00519,0.3296,Monday
2/17/2004,23.16,3052800,55.4905,0.3421,0.01000048,0.0105,4400,9.15,-6085055671,186.9453387,12022.07636,0.3302,Tuesday
2/18/2004,23.26,2529200,56.4524,0.3425,0.010000482,0.0102,17500,9.15,-5943420330,186.9592366,12024.14676,0.3309,Wednesday
2/19/2004,22.47,5769300,47.6845,0.3424,0.010000484,0.0108,6000,9.1,-6266501453,186.9728633,12026.21641,0.3313,Thursday
2/20/2004,22.4,4957200,46.9881,0.3426,0.010000485,0.0103,37200,9.05,-6544104930,186.986202,12028.28535,0.3317,Friday
2/23/2004,22.19,3465700,44.871,0.3423,0.010000485,0.0102,500,9.1,-6738184324,187.0243194,12034.4881,0.3323,Monday
2/24/2004,22.36,4626000,46.9546,0.3418,0.010000484,0.0103,17850,9,-6479128065,187.0363356,12036.55442,0.3329,Tuesday
2/25/2004,22.81,4933500,52.1141,0.3416,0.010000482,0.0103,8600,9,-6202851789,187.0479786,12038.62016,0.3333,Wednesday
2/26/2004,23.04,3543000,54.5474,0.342,0.01000048,0.0099,12500,8.92,-6004443591,187.0592314,12040.68533,0.334,Thursday
2/27/2004,23.92,8372100,62.4168,0.3429,0.010000478,0.0104,12500,8.92,-5535605523,187.0700769,12042.74996,0.3351,Friday
3/1/2004,24.02,5744300,63.1965,0.344,0.010000467,0.0101,900,8.9,-6217171004,187.1,12048.94092,0.3363,Monday
3/2/2004,23.81,4583700,60.3641,0.3451,0.010000463,0.0103,13800,8.95,-5470611858,187.1090573,12051.00367,0.3375,Tuesday
