Timestamp,price_close,price_volume,RSI,bbands_middle,reportedEPS,atr,volume_nasdaq,close_nasdaq,obv,CPI,GDP,SMA_50,weekday
4/6/2006,71.24,94539618.06,64.8766,1.9067,0.018915253,0.0803,1149500,41.08,56082700868,200.8377267,13759.45414,2.0166,Thursday
4/7/2006,69.79,55187100,60.7989,1.9166,0.019011851,0.0805,1217200,41.15,54537460523,200.8629952,13760.65286,2.015,Friday
4/10/2006,68.67,32268400,57.7781,1.9211,0.019289523,0.0801,1205800,41.37,53633944420,200.9345965,13764.23709,2.013,Monday
4/11/2006,67.99,33547000,55.9601,1.9221,0.019377849,0.0792,3098500,40.85,52694627481,200.9571268,13765.42835,2.0088,Tuesday
4/12/2006,66.71,26424800,52.6048,1.9228,0.019463963,0.0775,2021900,42.22,51954732342,200.9790212,13766.61812,2.0035,Wednesday
4/13/2006,66.469,26238500,51.973,1.9261,0.019547807,0.0755,926800,42.24,51220053608,201.000299,13767.80655,1.9981,Thursday
4/14/2006,66.469,26238500,51.973,1.9261,0.019629325,0.0755,926800,42.24,51220053608,201.0209797,13768.99379,1.9981,Friday
4/17/2006,64.811,25783500,47.7258,1.9263,0.019859343,0.0755,1399700,43.03,50498114887,201.0796329,13772.54984,1.9937,Monday
4/18/2006,66.22,28387300,51.3633,1.9297,0.019930979,0.0737,1626500,43.78,51292960081,201.0981191,13773.7338,1.9903,Tuesday
4/19/2006,65.65,38786900,49.852,1.9354,0.02,0.0717,1353700,43.79,50206925795,201.1161053,13774.91732,1.9894,Wednesday
4/20/2006,67.63,59535100,54.8244,1.9444,0.020066366,0.0759,1829600,42.24,51873910261,201.1336107,13776.10054,1.9894,Thursday
4/21/2006,67.04,28178100,53.1338,1.9547,0.020130098,0.0752,2849400,41.2,51084922673,201.1506549,13777.28361,1.9883,Friday
4/24/2006,65.75,25251000,49.5368,1.9635,0.02030589,0.0731,2301300,39.7,50377893966,201.1992142,13780.83342,1.9888,Monday
4/25/2006,66.17,18895100,50.7068,1.9735,0.020359482,0.0701,1912500,38.75,50906957295,201.2146076,13782.01739,1.9881,Tuesday
4/26/2006,68.15,25388800,55.8982,1.9877,0.020410637,0.0696,1515800,38.83,51617844405,201.2296369,13783.20197,1.9902,Wednesday
4/27/2006,69.36,30212400,58.7567,1.9983,0.020459392,0.0701,2165400,37.36,52463792450,201.2443213,13784.38728,1.9912,Thursday
4/28/2006,70.39,27144200,61.0699,2.0098,0.020505788,0.0696,1571150,37.42,53223830810,201.2586805,13785.5735,1.9919,Friday
5/1/2006,69.6,26799300,58.366,2.0201,0.02063121,0.0697,1571150,35.27,52473449660,201.3,13789.13903,1.9913,Monday
5/2/2006,71.62,27559400,62.8904,2.0336,0.020668558,0.0698,3027500,35.85,53245113631,201.3132556,13790.33032,1.9921,Tuesday
5/3/2006,71.14,24535400,61.1888,2.0486,0.020703742,0.0687,2492900,35.6,52558121745,201.3263047,13791.52327,1.9934,Wednesday
5/4/2006,71.13,30729300,61.1517,2.0545,0.0207368,0.069,1742900,35.51,51697700485,201.3391884,13792.718,1.9933,Thursday
5/5/2006,71.89,20139700,62.9894,2.0555,0.020767773,0.0665,3450800,36.76,52261612648,201.351948,13793.91468,1.9933,Friday
5/8/2006,71.89,21244700,62.9894,2.0586,0.020848562,0.0662,5019600,38.68,52261612648,201.3898939,13797.51785,1.9936,Monday
5/9/2006,71.03,18988100,59.3075,2.0622,0.020871579,0.0656,2192200,38.34,51729945317,201.4025687,13798.72379,1.9936,Tuesday
5/10/2006,70.6,16424600,57.4978,2.0661,0.020892705,0.0646,2747300,38.2,51270056058,201.4153254,13799.93242,1.9949,Wednesday
5/11/2006,68.15,29024600,48.4301,2.0683,0.020911979,0.0671,2114000,36.78,50457366446,201.4282049,13801.14388,1.9943,Thursday
5/12/2006,67.7,22920500,46.965,2.0701,0.02092944,0.0662,1942300,36.07,49815591805,201.4412486,13802.35833,1.9932,Friday
5/15/2006,67.79,18899200,47.3083,2.0746,0.020971334,0.0642,1863500,35.37,50344769934,201.481776,13806.0211,1.9932,Monday
5/16/2006,64.98,33455000,38.8518,2.0727,0.020981933,0.0671,2511500,36.96,49408028998,201.4958879,13807.24899,1.9929,Tuesday
5/17/2006,65.26,26935500,40.0027,2.0722,0.020990914,0.0659,2595800,34.67,50162223752,201.5103698,13808.48061,1.9923,Wednesday
5/18/2006,63.18,23515800,34.7678,2.0655,0.020998316,0.0679,2502200,31.97,49503780694,201.5252629,13809.71612,1.9908,Thursday
5/19/2006,64.51,35209500,40.1602,2.0617,0.021004178,0.0675,3116400,33.05,50489647679,201.5406083,13810.95566,1.9911,Friday
5/22/2006,63.38,25677700,37.3362,2.0581,0.021012916,0.0664,3917500,36.415,49770671361,201.5897706,13814.69996,1.9912,Monday
5/23/2006,63.15,24800500,36.7695,2.0535,0.021013009,0.0664,3433200,35.96,49076256667,201.6073372,13815.95712,1.9897,Tuesday
5/24/2006,63.34,32715400,37.612,2.0463,0.021011758,0.0661,4273200,35.725,49992288783,201.6255621,13817.21905,1.9873,Wednesday
5/25/2006,64.33,16549000,41.952,2.0387,0.021009201,0.0639,2757300,30.27,50455661246,201.6444865,13818.48592,1.9862,Thursday
5/26/2006,63.549,15462500,39.611,2.0285,0.021005377,0.0664,3186000,31.91,50022710814,201.6641515,13819.75786,1.9857,Friday
5/29/2006,63.549,15462500,39.611,2.0285,0.020986696,0.0664,3186000,31.91,50022710814,201.7280018,13823.60564,1.9857,Monday
5/30/2006,61.22,20121500,33.5911,2.0158,0.020978196,0.0629,3414400,30.64,49459308251,201.751041,13824.89938,1.9837,Tuesday
5/31/2006,59.77,45749200,30.4849,1.998,0.020968625,0.0651,3176900,30.44,48178329371,201.7750266,13826.19894,1.9811,Wednesday
6/1/2006,62.17,33661000,40.3217,1.9845,0.020958021,0.0664,2508300,30.11,49120838313,201.8,13827.50448,1.9813,Thursday
6/2/2006,61.66,24492400,39.0569,1.9703,0.020946424,0.0664,2207700,30.03,48435050428,201.8259906,13828.81613,1.9813,Friday
6/5/2006,60,21635200,35.188,1.9524,0.020906063,0.0653,2804000,29.11,47829264223,201.9098526,13832.78933,1.9812,Monday
6/6/2006,59.723,25929900,34.5725,1.9341,0.020890883,0.0643,2417500,28.11,49793131583,201.9396755,13834.12696,1.9811,Tuesday
6/7/2006,58.565,26803800,32.0489,1.9153,0.020874904,0.0641,2911300,27.31,49637226028,201.9703857,13835.47147,1.9805,Wednesday
6/8/2006,60.76,49910100,40.8609,1.9005,0.020858167,0.0677,2755500,26.71,47750203344,202.0019549,13836.82299,1.9818,Thursday
6/9/2006,59.52,27708500,37.8729,1.8875,0.020840709,0.0681,2730000,27.51,46974364569,202.0343548,13838.18167,1.9801,Friday
6/12/2006,57,25635200,32.6479,1.8714,0.020784405,0.0692,2194500,25.29,46256578252,202.1362551,13842.30223,1.9766,Monday
6/13/2006,58.33,38594400,37.5452,1.8572,0.020764458,0.0687,3812200,24.28,47337222532,202.1716945,13843.69107,1.974,Tuesday
6/14/2006,57.61,31362000,36.0184,1.8461,0.020743985,0.0683,3039300,25.13,46459085654,202.2078229,13845.08783,1.9709,Wednesday
6/15/2006,59.38,42513700,42.2373,1.8373,0.020723026,0.0699,2585600,27.16,47649470444,202.2446121,13846.49265,1.9699,Thursday
6/16/2006,57.56,29932200,38.133,1.8288,0.02070162,0.0689,2522200,26.83,46811368006,202.2820338,13847.90568,1.964,Friday
6/19/2006,57.2,25163400,37.3596,1.8178,0.020635112,0.0665,1715400,25.84,46106792102,202.3978104,13852.19554,1.9556,Monday
6/20/2006,57.47,24034800,38.3692,1.8089,0.020612309,0.0642,1527400,26.48,46779767174,202.4374787,13853.6429,1.9482,Tuesday
6/21/2006,57.86,30832000,39.8764,1.801,0.020589254,0.0627,3356100,27.62,47643064037,202.477638,13855.09923,1.9417,Wednesday
6/22/2006,59.58,34486900,46.1333,1.7953,0.020565987,0.0622,1548000,27.61,48608698202,202.5182598,13856.56466,1.9366,Thursday
6/23/2006,58.83,23578700,43.9839,1.787,0.020542546,0.0609,2028800,27.13,47948493942,202.5593159,13858.03935,1.9319,Friday
6/26/2006,58.99,16662000,44.5771,1.7802,0.020471571,0.0583,1745500,28.18,48415030408,202.6848065,13862.52045,1.9274,Monday
6/27/2006,57.43,19664700,40.1161,1.7745,0.020447826,0.0581,2753100,26.64,47864418258,202.7273164,13864.03366,1.9229,Tuesday
6/28/2006,56.02,30382300,36.5552,1.7688,0.020424102,0.0583,2892600,26.15,47013713008,202.7701191,13865.55687,1.9168,Wednesday
6/29/2006,58.97,31192800,47.1292,1.764,0.020400439,0.0607,2980100,28.26,47887112281,202.8131861,13867.09023,1.9128,Thursday
6/30/2006,57.27,26417700,42.7115,1.7574,0.020376875,0.0617,2741550,27.145,47147415942,202.8564892,13868.63389,1.9065,Friday
7/3/2006,57.95,6956100,44.9349,1.7543,0.020307172,0.0592,1549400,29.48,47342186936,202.9874249,13873.32778,1.9011,Monday
7/4/2006,57.95,6956100,44.9349,1.7543,0.020284397,0.0592,1549400,29.48,47342186936,203.0311356,13874.9132,1.9011,Tuesday
7/5/2006,57.0015,18508600,42.4595,1.7502,0.020261916,0.058,2675900,29.75,46823945618,203.0747007,13876.50878,1.8958,Wednesday
7/6/2006,55.77,22614600,39.4229,1.746,0.02023977,0.0577,1846200,29.14,46190736185,203.1180118,13878.11438,1.8895,Thursday
7/7/2006,55.4,28548600,38.5312,1.738,0.020217996,0.0576,1652700,28.13,45391374586,203.1609606,13879.72985,1.8819,Friday
7/10/2006,55,18905200,37.5427,1.7312,0.020155302,0.0578,954500,28.36,44862028457,203.2865496,13884.63402,1.8732,Monday
7/11/2006,55.65,29465100,40.2264,1.7291,0.02013541,0.0568,3118600,28.8,45687052082,203.3269656,13886.2875,1.8644,Tuesday
7/12/2006,52.96,33118900,33.761,1.721,0.020116086,0.0586,2400700,28.25,44759721955,203.3664775,13887.95013,1.8543,Wednesday
7/13/2006,52.25,44639500,32.286,1.713,0.020097369,0.0602,2174000,26.73,43509814706,203.404977,13889.62175,1.8427,Thursday
7/14/2006,50.67,35465600,29.226,1.6999,0.020079298,0.0618,2120200,26.24,42516776913,203.4423557,13891.30222,1.8304,Friday
7/17/2006,52.37,36590800,36.2294,1.6921,0.020029352,0.0626,1094500,26.26,43541320337,203.5466837,13896.39524,1.8191,Monday
7/18/2006,52.9,35730300,38.2799,1.6856,0.020014255,0.0625,1119900,26.17,44541769737,203.5784958,13898.10964,1.8076,Tuesday
7/19/2006,54.1,49669400,42.7673,1.6805,0.02,0.0638,2272400,27.6,45932514327,203.6086454,13899.83215,1.7969,Wednesday
7/20/2006,60.5,67472424.09,59.6266,1.6845,0.019986615,0.0597,3338100,27.62,47904662699,203.6370241,13901.56264,1.7906,Thursday
7/21/2006,60.72,31853300,60.0621,1.6862,0.019974092,0.0597,1542600,27.01,48796555990,203.6635235,13903.30095,1.7847,Friday
7/24/2006,61.42,25816300,61.4857,1.6901,0.019941499,0.0597,1484700,27.9,49519413112,203.730663,13908.56138,1.7806,Monday
7/25/2006,61.928,21038200,62.5296,1.6945,0.019932231,0.0693,1595700,27.92,50108483301,203.748562,13910.32953,1.7771,Tuesday
7/26/2006,63.87,32086700,66.2909,1.7042,0.019923729,0.0707,1232000,27.68,51006911799,203.7640401,13912.10478,1.7748,Wednesday
7/27/2006,63.4,26251600,64.6008,1.7153,0.019915974,0.0703,1745400,28.08,50271866264,203.7769888,13913.88698,1.7738,Thursday
7/28/2006,65.59,24696700,68.616,1.7253,0.019908947,0.0702,1849700,28.9,50963374555,203.7872998,13915.67598,1.774,Friday
7/31/2006,67.96,31887200,72.2803,1.7414,0.019892046,0.0717,1972000,27.65,51856217047,203.8013232,13921.08234,1.7769,Monday
8/1/2006,67.18,25420200,69.4081,1.7553,0.019887742,0.0709,3183500,26.23,51144450736,203.8,13922.89709,1.7785,Tuesday
8/2/2006,68.16,19670300,70.969,1.772,0.019884071,0.0691,2603600,26.39,51695219686,203.7955361,13924.71792,1.7814,Wednesday
8/3/2006,69.59,30037300,73.1239,1.7928,0.019881015,0.0689,1736800,26.44,52536264927,203.7880171,13926.54468,1.7853,Thursday
8/4/2006,68.3,66173800,68.2054,1.8122,0.019878553,0.0739,1745200,26.92,50683396675,203.7775675,13928.37721,1.7882,Friday
8/7/2006,67.21,44482600,64.2716,1.8306,0.01987455,0.0757,977200,27,49437882630,203.7298776,13933.90805,1.79,Monday
8/8/2006,64.78,35638000,56.4543,1.8444,0.019874279,0.0761,1363600,26.46,48440017633,203.7089487,13935.76225,1.7907,Tuesday
