Date,Real Upper Band,Real Middle Band,Real Lower Band
1999-11-29,0.7489,0.6741,0.5994
1999-11-30,0.7489,0.6818,0.6147
1999-12-01,0.7592,0.6903,0.6215
1999-12-02,0.7843,0.7011,0.6179
1999-12-03,0.8164,0.7129,0.6095
1999-12-06,0.8454,0.7233,0.6013
1999-12-07,0.8726,0.7314,0.5902
1999-12-08,0.8837,0.7391,0.5945
1999-12-09,0.8887,0.7443,0.5999
1999-12-10,0.8914,0.7483,0.6053
1999-12-13,0.8912,0.7515,0.6117
1999-12-14,0.8898,0.7535,0.6173
1999-12-15,0.8889,0.7557,0.6225
1999-12-16,0.8875,0.7587,0.63
1999-12-17,0.8855,0.7627,0.6398
1999-12-20,0.8843,0.7647,0.6451
1999-12-21,0.8826,0.7692,0.6558
1999-12-22,0.8809,0.7719,0.6629
1999-12-23,0.8807,0.7752,0.6697
1999-12-27,0.8796,0.7768,0.6741
1999-12-28,0.8781,0.7782,0.6783
1999-12-29,0.8778,0.7792,0.6807
1999-12-30,0.8773,0.7782,0.6791
1999-12-31,0.8718,0.7754,0.6791
2000-01-03,0.8668,0.7743,0.6817
2000-01-04,0.85,0.7692,0.6884
2000-01-05,0.8249,0.764,0.7031
2000-01-06,0.8154,0.7583,0.7013
2000-01-07,0.8112,0.7562,0.7011
2000-01-10,0.8092,0.7542,0.6992
2000-01-11,0.8121,0.7518,0.6916
2000-01-12,0.8207,0.749,0.6772
2000-01-13,0.8207,0.7489,0.677
2000-01-14,0.8214,0.7497,0.6779
2000-01-18,0.8243,0.7511,0.678
2000-01-19,0.8304,0.7544,0.6784
2000-01-20,0.8459,0.7585,0.6712
2000-01-21,0.8565,0.7628,0.669
2000-01-24,0.8587,0.7638,0.6689
2000-01-25,0.8694,0.7687,0.6679
2000-01-26,0.8762,0.7732,0.6702
2000-01-27,0.8821,0.7767,0.6713
2000-01-28,0.8823,0.7772,0.6721
2000-01-31,0.8826,0.7775,0.6725
2000-02-01,0.8743,0.7731,0.672
2000-02-02,0.8738,0.7718,0.6698
2000-02-03,0.8734,0.7715,0.6696
2000-02-04,0.8763,0.7764,0.6765
2000-02-07,0.8869,0.7819,0.6768
2000-02-08,0.8969,0.7883,0.6797
2000-02-09,0.8989,0.7958,0.6927
2000-02-10,0.8893,0.8057,0.722
2000-02-11,0.8859,0.8102,0.7345
2000-02-14,0.8918,0.816,0.7402
2000-02-15,0.9031,0.8216,0.7401
2000-02-16,0.9069,0.8245,0.742
2000-02-17,0.9083,0.825,0.7417
2000-02-18,0.9083,0.825,0.7417
2000-02-22,0.9113,0.8278,0.7443
2000-02-23,0.915,0.8293,0.7436
2000-02-24,0.9184,0.8312,0.744
2000-02-25,0.9185,0.8313,0.7441
2000-02-28,0.9177,0.8357,0.7538
2000-02-29,0.9184,0.8398,0.7612
2000-03-01,0.9414,0.8511,0.7608
2000-03-02,0.9399,0.8598,0.7798
2000-03-03,0.9517,0.8691,0.7865
2000-03-06,0.9605,0.8758,0.7911
2000-03-07,0.9659,0.8791,0.7923
2000-03-08,0.9699,0.8818,0.7937
2000-03-09,0.9735,0.8854,0.7973
2000-03-10,0.9806,0.89,0.7994
2000-03-13,0.9795,0.8947,0.81
2000-03-14,0.9797,0.8941,0.8086
2000-03-15,0.9791,0.8931,0.8071
2000-03-16,0.9808,0.8959,0.811
2000-03-17,0.9854,0.8997,0.814
2000-03-20,0.9855,0.9041,0.8228
2000-03-21,1.0035,0.9121,0.8206
2000-03-22,1.0392,0.9226,0.806
2000-03-23,1.061,0.9324,0.8038
2000-03-24,1.0713,0.9431,0.8148
2000-03-27,1.0821,0.953,0.8238
2000-03-28,1.0904,0.9622,0.8339
2000-03-29,1.0951,0.9643,0.8335
2000-03-30,1.095,0.9657,0.8364
2000-03-31,1.1002,0.9686,0.8371
2000-04-03,1.1035,0.9715,0.8396
2000-04-04,1.1035,0.9732,0.8428
2000-04-05,1.1042,0.9763,0.8485
2000-04-06,1.1037,0.9774,0.8512
2000-04-07,1.1052,0.9797,0.8542
2000-04-10,1.1042,0.9811,0.858
2000-04-11,1.0994,0.983,0.8666
2000-04-12,1.1083,0.9804,0.8525
2000-04-13,1.1137,0.9775,0.8413
2000-04-14,1.1204,0.9725,0.8247
2000-04-17,1.1204,0.9729,0.8254
2000-04-18,1.1162,0.9698,0.8235
2000-04-19,1.0996,0.9612,0.8227
2000-04-20,1.0858,0.9527,0.8196
2000-04-24,1.0736,0.9459,0.8182
2000-04-25,1.0606,0.9416,0.8227
2000-04-26,1.0442,0.9349,0.8257
2000-04-27,1.0336,0.9315,0.8294
2000-04-28,1.0327,0.9309,0.829
2000-05-01,1.0196,0.9265,0.8335
2000-05-02,1.0083,0.9207,0.8331
2000-05-03,1.0051,0.9161,0.8271
2000-05-04,0.9996,0.9087,0.8178
2000-05-05,0.997,0.9042,0.8113
2000-05-08,0.9854,0.896,0.8066
2000-05-09,0.9861,0.8887,0.7912
2000-05-10,0.9963,0.8811,0.7659
2000-05-11,1.0006,0.8787,0.7568
2000-05-12,1.0016,0.8764,0.7511
2000-05-15,1.0068,0.8723,0.7377
2000-05-16,1.001,0.8654,0.7298
2000-05-17,0.992,0.8558,0.7196
2000-05-18,0.9883,0.8482,0.7081
2000-05-19,0.9899,0.8388,0.6877
2000-05-22,0.9906,0.8273,0.6641
2000-05-23,0.98,0.8113,0.6427
2000-05-24,0.9729,0.7987,0.6245
2000-05-25,0.9533,0.7838,0.6144
2000-05-26,0.9341,0.7697,0.6052
2000-05-30,0.9083,0.7558,0.6033
2000-05-31,0.8923,0.7431,0.5939
2000-06-01,0.8745,0.7333,0.5922
2000-06-02,0.8609,0.7265,0.5922
2000-06-05,0.8408,0.7183,0.5959
2000-06-06,0.8235,0.7118,0.6001
2000-06-07,0.8141,0.7085,0.6029
2000-06-08,0.811,0.7068,0.6026
2000-06-09,0.804,0.7041,0.6043
2000-06-12,0.7855,0.698,0.6104
2000-06-13,0.7786,0.6955,0.6124
2000-06-14,0.7593,0.6898,0.6202
2000-06-15,0.7475,0.6864,0.6253
2000-06-16,0.7344,0.6828,0.6312
2000-06-19,0.7379,0.6838,0.6297
2000-06-20,0.7517,0.688,0.6243
2000-06-21,0.7857,0.6976,0.6095
2000-06-22,0.8037,0.7051,0.6065
2000-06-23,0.8119,0.7111,0.6103
2000-06-26,0.8255,0.7194,0.6132
2000-06-27,0.8307,0.7254,0.62
2000-06-28,0.8384,0.7347,0.631
2000-06-29,0.8402,0.7397,0.6393
2000-06-30,0.8448,0.7443,0.6439
2000-07-03,0.8499,0.7501,0.6503
2000-07-05,0.8516,0.754,0.6564
2000-07-06,0.854,0.7567,0.6594
2000-07-07,0.8607,0.7619,0.6632
2000-07-10,0.8744,0.7689,0.6634
2000-07-11,0.8823,0.7774,0.6726
2000-07-12,0.8964,0.7862,0.6759
2000-07-13,0.8969,0.7947,0.6925
2000-07-14,0.8994,0.8033,0.7073
2000-07-17,0.8978,0.8129,0.728
2000-07-18,0.8971,0.8196,0.7421
2000-07-19,0.8951,0.8212,0.7472
2000-07-20,0.8945,0.8208,0.7471
2000-07-21,0.8945,0.8207,0.7468
2000-07-24,0.8997,0.8184,0.7371
2000-07-25,0.9015,0.8153,0.7292
2000-07-26,0.9031,0.8141,0.7251
2000-07-27,0.9022,0.8122,0.7222
2000-07-28,0.9059,0.81,0.7141
2000-07-31,0.9064,0.8088,0.7113
2000-08-01,0.9076,0.8058,0.704
2000-08-02,0.9119,0.8025,0.6932
2000-08-03,0.9142,0.7997,0.6852
2000-08-04,0.9145,0.7944,0.6742
2000-08-07,0.9077,0.7874,0.6672
2000-08-08,0.9009,0.7798,0.6586
2000-08-09,0.8851,0.7712,0.6573
2000-08-10,0.8748,0.7645,0.6542
2000-08-11,0.8582,0.757,0.6557
2000-08-14,0.8354,0.7485,0.6616
2000-08-15,0.8125,0.7406,0.6687
2000-08-16,0.8053,0.7374,0.6695
2000-08-17,0.7908,0.7346,0.6785
2000-08-18,0.7786,0.732,0.6854
2000-08-21,0.7815,0.7333,0.6852
2000-08-22,0.7858,0.7345,0.6833
2000-08-23,0.8,0.7377,0.6754
2000-08-24,0.8164,0.7408,0.6653
2000-08-25,0.8372,0.7472,0.6572
2000-08-28,0.8581,0.7527,0.6473
2000-08-29,0.8812,0.7601,0.639
2000-08-30,0.9016,0.7693,0.6371
2000-08-31,0.9241,0.7791,0.6341
2000-09-01,0.9515,0.7911,0.6308
2000-09-05,0.9714,0.8021,0.6327
2000-09-06,0.977,0.8109,0.6447
2000-09-07,0.9898,0.8218,0.6537
2000-09-08,0.9931,0.8303,0.6674
2000-09-11,0.9939,0.8384,0.6828
2000-09-12,0.9904,0.8464,0.7024
2000-09-13,0.9831,0.8549,0.7267
2000-09-14,0.9758,0.8612,0.7466
2000-09-15,0.9725,0.8641,0.7556
2000-09-18,0.9695,0.8721,0.7747
2000-09-19,0.9625,0.8792,0.7959
2000-09-20,0.9569,0.8862,0.8156
2000-09-21,0.9532,0.888,0.8228
2000-09-22,0.9621,0.8851,0.808
2000-09-25,0.9663,0.8826,0.7988
2000-09-26,0.9738,0.8776,0.7814
2000-09-27,0.9838,0.8699,0.7559
2000-09-28,0.982,0.8654,0.7487
2000-09-29,1.0755,0.8389,0.6023
2000-10-02,1.1172,0.8094,0.5016
2000-10-03,1.1434,0.7792,0.4151
2000-10-04,1.1577,0.753,0.3483
2000-10-05,1.1579,0.723,0.288
2000-10-06,1.1549,0.6954,0.2359
2000-10-09,1.1457,0.6678,0.1898
2000-10-10,1.1323,0.64,0.1478
2000-10-11,1.1131,0.6112,0.1093
2000-10-12,1.0895,0.5834,0.0773
2000-10-13,1.0625,0.5585,0.0544
2000-10-16,1.0154,0.529,0.0427
2000-10-17,0.9632,0.4991,0.035
2000-10-18,0.8974,0.4683,0.0392
2000-10-19,0.8374,0.4399,0.0423
2000-10-20,0.7841,0.4153,0.0464
2000-10-23,0.7153,0.3904,0.0654
2000-10-24,0.6416,0.3659,0.0902
2000-10-25,0.562,0.343,0.1239
2000-10-26,0.3747,0.3166,0.2585
2000-10-27,0.3616,0.3112,0.2609
2000-10-30,0.3521,0.3075,0.2629
2000-10-31,0.3484,0.3054,0.2624
2000-11-01,0.3396,0.3031,0.2666
2000-11-02,0.3404,0.3033,0.2662
2000-11-03,0.3406,0.3033,0.2661
2000-11-06,0.3398,0.3031,0.2664
2000-11-07,0.3406,0.3034,0.2662
2000-11-08,0.3408,0.3038,0.2667
2000-11-09,0.3409,0.3039,0.2669
2000-11-10,0.337,0.3016,0.2663
2000-11-13,0.3342,0.3,0.2659
2000-11-14,0.3343,0.3001,0.2659
2000-11-15,0.3341,0.2999,0.2658
2000-11-16,0.3341,0.3,0.2659
2000-11-17,0.3345,0.2992,0.264
2000-11-20,0.3338,0.2982,0.2625
2000-11-21,0.3338,0.2981,0.2624
2000-11-22,0.3338,0.2981,0.2624
2000-11-24,0.3335,0.2987,0.264
2000-11-27,0.3334,0.2988,0.2643
2000-11-28,0.3343,0.2979,0.2614
2000-11-29,0.3356,0.2964,0.2571
2000-11-30,0.3374,0.2933,0.2493
2000-12-01,0.3317,0.2894,0.2471
2000-12-04,0.3252,0.2852,0.2452
2000-12-05,0.32,0.2819,0.2438
2000-12-06,0.3205,0.2766,0.2327
2000-12-07,0.322,0.2723,0.2225
2000-12-08,0.3198,0.2684,0.2171
2000-12-11,0.3189,0.2655,0.2121
2000-12-12,0.3165,0.2625,0.2085
2000-12-13,0.3112,0.2586,0.206
2000-12-14,0.3066,0.2545,0.2024
2000-12-15,0.304,0.2508,0.1975
2000-12-18,0.3015,0.2476,0.1937
2000-12-19,0.2972,0.2438,0.1905
2000-12-20,0.2919,0.2405,0.1891
2000-12-21,0.287,0.2372,0.1874
2000-12-22,0.2775,0.2339,0.1904
2000-12-26,0.2689,0.2309,0.1929
2000-12-27,0.2618,0.2285,0.1952
2000-12-28,0.2555,0.2264,0.1974
2000-12-29,0.2525,0.2252,0.1979
2001-01-02,0.2467,0.2236,0.2004
2001-01-03,0.2454,0.2233,0.2013
2001-01-04,0.2457,0.2234,0.201
2001-01-05,0.249,0.2249,0.2008
2001-01-08,0.2525,0.2266,0.2008
2001-01-09,0.2576,0.2282,0.1988
2001-01-10,0.26,0.2293,0.1985
2001-01-11,0.2669,0.2312,0.1955
2001-01-12,0.2704,0.2329,0.1953
2001-01-16,0.2732,0.2349,0.1966
2001-01-17,0.2744,0.237,0.1995
2001-01-18,0.2809,0.2403,0.1997
2001-01-19,0.2888,0.2444,0.2001
2001-01-22,0.2946,0.2481,0.2016
2001-01-23,0.3033,0.2529,0.2026
2001-01-24,0.3112,0.2571,0.2029
2001-01-25,0.3156,0.261,0.2065
2001-01-26,0.318,0.2646,0.2112
2001-01-29,0.326,0.2698,0.2136
2001-01-30,0.3323,0.2749,0.2176
2001-01-31,0.3364,0.28,0.2237
2001-02-01,0.34,0.2836,0.2272
2001-02-02,0.3424,0.2863,0.2301
2001-02-05,0.3426,0.2891,0.2357
2001-02-06,0.3441,0.2926,0.241
2001-02-07,0.345,0.2953,0.2455
2001-02-08,0.3439,0.2984,0.2529
2001-02-09,0.3432,0.2992,0.2553
2001-02-12,0.341,0.3011,0.2612
2001-02-13,0.3378,0.3026,0.2674
2001-02-14,0.332,0.3047,0.2773
2001-02-15,0.3309,0.3057,0.2805
2001-02-16,0.3314,0.3053,0.2792
2001-02-20,0.333,0.3046,0.2762
2001-02-21,0.3331,0.3034,0.2736
2001-02-22,0.333,0.3021,0.2712
2001-02-23,0.3333,0.3013,0.2692
2001-02-26,0.3333,0.3012,0.2691
2001-02-27,0.3296,0.2995,0.2693
2001-02-28,0.326,0.2968,0.2677
2001-03-01,0.3214,0.2947,0.268
2001-03-02,0.3178,0.2933,0.2687
2001-03-05,0.3172,0.2931,0.269
2001-03-06,0.3212,0.2941,0.2669
2001-03-07,0.3217,0.2942,0.2666
2001-03-08,0.3219,0.2942,0.2665
2001-03-09,0.3207,0.2938,0.267
2001-03-12,0.3209,0.2935,0.2661
2001-03-13,0.3207,0.2934,0.266
2001-03-14,0.3223,0.2943,0.2664
2001-03-15,0.3224,0.2945,0.2666
2001-03-16,0.3219,0.2942,0.2664
2001-03-19,0.3235,0.2953,0.2671
2001-03-20,0.3231,0.2964,0.2697
2001-03-21,0.3235,0.2973,0.2711
2001-03-22,0.3274,0.2994,0.2714
2001-03-23,0.3361,0.3026,0.269
2001-03-26,0.3392,0.3043,0.2693
2001-03-27,0.3454,0.3069,0.2685
2001-03-28,0.347,0.3099,0.2728
2001-03-29,0.3496,0.3127,0.2759
2001-03-30,0.351,0.3148,0.2787
2001-04-02,0.352,0.3158,0.2796
2001-04-03,0.3512,0.3148,0.2785
2001-04-04,0.3509,0.3135,0.2761
2001-04-05,0.351,0.3135,0.2761
2001-04-06,0.351,0.3138,0.2765
2001-04-09,0.3493,0.3152,0.2812
2001-04-10,0.3504,0.3171,0.2838
2001-04-11,0.3514,0.3181,0.2848
2001-04-12,0.3529,0.3202,0.2875
2001-04-16,0.3522,0.3216,0.2909
2001-04-17,0.3523,0.3214,0.2906
2001-04-18,0.3537,0.3238,0.2938
2001-04-19,0.3672,0.328,0.2888
2001-04-20,0.3751,0.3305,0.286
2001-04-23,0.378,0.3315,0.2849
2001-04-24,0.3815,0.3332,0.2849
2001-04-25,0.3856,0.3346,0.2836
2001-04-26,0.3899,0.3365,0.283
2001-04-27,0.3983,0.3392,0.2801
2001-04-30,0.4038,0.3418,0.2798
2001-05-01,0.41,0.3451,0.2801
2001-05-02,0.4162,0.3498,0.2835
2001-05-03,0.4158,0.354,0.2921
2001-05-04,0.4183,0.3576,0.297
2001-05-07,0.4179,0.3609,0.304
2001-05-08,0.4157,0.3639,0.3121
2001-05-09,0.4151,0.3654,0.3157
2001-05-10,0.4138,0.3663,0.3188
2001-05-11,0.4134,0.3666,0.3198
2001-05-14,0.411,0.368,0.325
2001-05-15,0.4042,0.3701,0.3361
2001-05-16,0.403,0.3711,0.3392
2001-05-17,0.4013,0.3695,0.3376
2001-05-18,0.4007,0.3683,0.336
2001-05-21,0.4007,0.3678,0.3349
2001-05-22,0.4008,0.3674,0.3341
2001-05-23,0.4005,0.3663,0.3321
2001-05-24,0.4,0.3652,0.3303
2001-05-25,0.3961,0.3626,0.329
2001-05-29,0.3958,0.3596,0.3233
2001-05-30,0.3975,0.3549,0.3124
2001-05-31,0.3935,0.3499,0.3063
2001-06-01,0.3914,0.3469,0.3023
2001-06-04,0.3862,0.343,0.2999
2001-06-05,0.3821,0.34,0.298
2001-06-06,0.3786,0.3371,0.2957
2001-06-07,0.3756,0.3354,0.2952
2001-06-08,0.3745,0.3341,0.2937
2001-06-11,0.3745,0.332,0.2895
2001-06-12,0.3729,0.3298,0.2866
2001-06-13,0.3709,0.3277,0.2845
2001-06-14,0.3663,0.3246,0.2828
2001-06-15,0.3623,0.3222,0.2821
2001-06-18,0.3577,0.3198,0.282
2001-06-19,0.3522,0.3173,0.2824
2001-06-20,0.3469,0.3159,0.2849
2001-06-21,0.3443,0.3153,0.2864
2001-06-22,0.3408,0.3146,0.2885
2001-06-25,0.3465,0.3156,0.2847
2001-06-26,0.3531,0.3173,0.2815
2001-06-27,0.3574,0.3199,0.2825
2001-06-28,0.3618,0.3226,0.2835
2001-06-29,0.3651,0.3244,0.2838
2001-07-02,0.3697,0.3269,0.284
2001-07-03,0.3737,0.329,0.2844
2001-07-05,0.3756,0.3309,0.2862
2001-07-06,0.3758,0.3312,0.2865
2001-07-09,0.3768,0.3322,0.2876
2001-07-10,0.3759,0.333,0.2901
2001-07-11,0.3758,0.3347,0.2937
2001-07-12,0.379,0.3376,0.2963
2001-07-13,0.3816,0.3414,0.3011
2001-07-16,0.3819,0.344,0.3061
2001-07-17,0.3839,0.3476,0.3113
2001-07-18,0.3824,0.3481,0.3138
2001-07-19,0.3859,0.3468,0.3077
2001-07-20,0.3888,0.3449,0.301
2001-07-23,0.3919,0.3428,0.2938
2001-07-24,0.3931,0.3392,0.2852
2001-07-25,0.3946,0.3352,0.2758
2001-07-26,0.3952,0.3316,0.268
2001-07-27,0.3939,0.3282,0.2624
2001-07-30,0.3925,0.3249,0.2574
2001-07-31,0.389,0.3211,0.2531
2001-08-01,0.3847,0.3175,0.2502
2001-08-02,0.3811,0.3149,0.2488
2001-08-03,0.3793,0.313,0.2467
2001-08-06,0.3762,0.3104,0.2445
2001-08-07,0.3753,0.3089,0.2426
2001-08-08,0.3718,0.3062,0.2406
2001-08-09,0.3621,0.3022,0.2423
2001-08-10,0.3482,0.2978,0.2474
2001-08-13,0.3357,0.2942,0.2526
2001-08-14,0.3057,0.2894,0.273
2001-08-15,0.3008,0.2876,0.2744
2001-08-16,0.2987,0.2866,0.2745
2001-08-17,0.2971,0.2852,0.2732
2001-08-20,0.2965,0.2841,0.2717
2001-08-21,0.2971,0.2832,0.2694
2001-08-22,0.2973,0.283,0.2688
2001-08-23,0.2981,0.2824,0.2668
2001-08-24,0.2978,0.2821,0.2665
2001-08-27,0.2978,0.2821,0.2665
2001-08-28,0.2976,0.2818,0.2661
2001-08-29,0.2976,0.2809,0.2642
2001-08-30,0.295,0.2794,0.2639
2001-08-31,0.2929,0.2787,0.2646
2001-09-04,0.2917,0.278,0.2644
2001-09-05,0.2901,0.2775,0.265
2001-09-06,0.2896,0.2766,0.2636
2001-09-07,0.2894,0.2753,0.2613
2001-09-10,0.2884,0.2741,0.2597
2001-09-17,0.2876,0.2725,0.2573
2001-09-18,0.2894,0.2706,0.2519
2001-09-19,0.289,0.2696,0.2501
2001-09-20,0.291,0.2673,0.2436
2001-09-21,0.2927,0.2656,0.2385
2001-09-24,0.2923,0.2643,0.2363
2001-09-25,0.2934,0.2625,0.2317
2001-09-26,0.294,0.2602,0.2264
2001-09-27,0.294,0.2585,0.223
2001-09-28,0.292,0.2562,0.2204
2001-10-01,0.2882,0.2537,0.2191
2001-10-02,0.2859,0.2511,0.2164
2001-10-03,0.2845,0.249,0.2134
2001-10-04,0.2822,0.2475,0.2129
2001-10-05,0.2772,0.2457,0.2142
2001-10-08,0.2728,0.2442,0.2156
2001-10-09,0.2659,0.2422,0.2186
2001-10-10,0.2631,0.2416,0.22
2001-10-11,0.2648,0.2419,0.219
2001-10-12,0.2672,0.2424,0.2176
2001-10-15,0.2703,0.2431,0.216
2001-10-16,0.2742,0.2445,0.2147
2001-10-17,0.2742,0.2444,0.2147
2001-10-18,0.2777,0.2462,0.2146
2001-10-19,0.2818,0.2481,0.2144
2001-10-22,0.2876,0.25,0.2125
2001-10-23,0.29,0.252,0.214
2001-10-24,0.2938,0.2549,0.2159
2001-10-25,0.2979,0.2576,0.2173
2001-10-26,0.2999,0.26,0.2201
2001-10-29,0.2996,0.2616,0.2235
2001-10-30,0.298,0.2635,0.229
2001-10-31,0.2952,0.2654,0.2357
2001-11-01,0.2952,0.2675,0.2398
2001-11-02,0.295,0.2693,0.2436
2001-11-05,0.2954,0.2715,0.2475
2001-11-06,0.2956,0.2741,0.2527
2001-11-07,0.2972,0.2762,0.2552
2001-11-08,0.2976,0.277,0.2563
2001-11-09,0.298,0.2775,0.2569
2001-11-12,0.2984,0.2781,0.2577
2001-11-13,0.3,0.2791,0.2582
2001-11-14,0.3001,0.281,0.262
2001-11-15,0.3012,0.2821,0.2631
2001-11-16,0.3015,0.2826,0.2638
2001-11-19,0.3038,0.2834,0.2629
2001-11-20,0.3048,0.2844,0.2641
2001-11-21,0.3059,0.285,0.264
2001-11-23,0.3072,0.2855,0.2637
2001-11-26,0.3142,0.2875,0.2608
2001-11-27,0.3174,0.29,0.2627
2001-11-28,0.3182,0.2922,0.2663
2001-11-29,0.3177,0.2944,0.2711
2001-11-30,0.3213,0.2964,0.2716
2001-12-03,0.3234,0.2983,0.2732
2001-12-04,0.3304,0.3008,0.2712
2001-12-05,0.3423,0.3039,0.2656
2001-12-06,0.348,0.3063,0.2647
2001-12-07,0.3516,0.3092,0.2669
2001-12-10,0.3543,0.3121,0.2699
2001-12-11,0.3548,0.3144,0.274
2001-12-12,0.3551,0.316,0.2768
2001-12-13,0.355,0.317,0.2791
2001-12-14,0.3543,0.3177,0.2811
2001-12-17,0.3527,0.319,0.2853
2001-12-18,0.3524,0.3197,0.287
2001-12-19,0.3518,0.3213,0.2908
2001-12-20,0.3508,0.3221,0.2934
2001-12-21,0.3497,0.3229,0.2962
2001-12-24,0.3497,0.3229,0.2961
2001-12-26,0.3499,0.3233,0.2967
2001-12-27,0.3504,0.3244,0.2985
2001-12-28,0.3513,0.326,0.3006
2001-12-31,0.3516,0.3264,0.3012
2002-01-02,0.355,0.3281,0.3012
2002-01-03,0.3581,0.329,0.2999
2002-01-04,0.3578,0.3289,0.3001
2002-01-07,0.3581,0.329,0.3
2002-01-08,0.3582,0.3291,0.2999
2002-01-09,0.3572,0.3284,0.2996
2002-01-10,0.3571,0.328,0.2989
2002-01-11,0.3571,0.3277,0.2982
2002-01-14,0.357,0.3278,0.2985
2002-01-15,0.3564,0.3288,0.3011
2002-01-16,0.3562,0.3289,0.3015
2002-01-17,0.357,0.33,0.303
2002-01-18,0.3573,0.3304,0.3035
2002-01-22,0.3567,0.3313,0.3058
2002-01-23,0.358,0.3328,0.3076
2002-01-24,0.3598,0.3342,0.3086
2002-01-25,0.3615,0.3355,0.3095
2002-01-28,0.3631,0.3364,0.3097
2002-01-29,0.364,0.3369,0.3098
2002-01-30,0.3676,0.3385,0.3095
2002-01-31,0.3717,0.3396,0.3075
2002-02-01,0.374,0.3402,0.3065
2002-02-04,0.3791,0.3415,0.3038
2002-02-05,0.3852,0.3434,0.3016
2002-02-06,0.3884,0.3449,0.3015
2002-02-07,0.3903,0.3469,0.3036
2002-02-08,0.3909,0.349,0.3071
2002-02-11,0.3927,0.352,0.3113
2002-02-12,0.3931,0.3547,0.3163
2002-02-13,0.3944,0.3572,0.3199
2002-02-14,0.3915,0.36,0.3286
2002-02-15,0.3909,0.3611,0.3313
2002-02-19,0.3902,0.3615,0.3327
2002-02-20,0.3877,0.3624,0.3372
2002-02-21,0.391,0.3613,0.3316
2002-02-22,0.3914,0.3609,0.3305
2002-02-25,0.3914,0.3614,0.3313
2002-02-26,0.3914,0.3617,0.332
2002-02-27,0.393,0.3608,0.3287
2002-02-28,0.3945,0.359,0.3236
2002-03-01,0.3931,0.3581,0.3231
2002-03-04,0.3929,0.358,0.3231
2002-03-05,0.3899,0.3566,0.3234
2002-03-06,0.3867,0.3556,0.3244
2002-03-07,0.3861,0.3554,0.3246
2002-03-08,0.3868,0.3556,0.3244
2002-03-11,0.3889,0.3564,0.3239
2002-03-12,0.3883,0.3562,0.3241
2002-03-13,0.3878,0.356,0.3243
2002-03-14,0.3865,0.3556,0.3247
2002-03-15,0.3873,0.3559,0.3244
2002-03-18,0.3887,0.3565,0.3243
2002-03-19,0.3904,0.3582,0.326
2002-03-20,0.3921,0.3595,0.3269
2002-03-21,0.3898,0.3616,0.3335
2002-03-22,0.3893,0.3626,0.3359
2002-03-25,0.3894,0.3623,0.3352
2002-03-26,0.3894,0.3621,0.3348
2002-03-27,0.3868,0.3633,0.3397
2002-03-28,0.3816,0.3647,0.3479
2002-04-01,0.3815,0.3655,0.3495
2002-04-02,0.3814,0.3653,0.3493
2002-04-03,0.3812,0.3655,0.3498
2002-04-04,0.3822,0.3661,0.3501
2002-04-05,0.3827,0.3664,0.3501
2002-04-08,0.3825,0.3663,0.3501
2002-04-09,0.3811,0.3656,0.3501
2002-04-10,0.381,0.3656,0.3501
2002-04-11,0.3817,0.3658,0.35
2002-04-12,0.3829,0.3663,0.3497
2002-04-15,0.383,0.3663,0.3497
2002-04-16,0.386,0.3671,0.3482
2002-04-17,0.3898,0.368,0.3462
2002-04-18,0.3909,0.3684,0.3459
2002-04-19,0.3916,0.3689,0.3463
2002-04-22,0.3917,0.3693,0.3468
2002-04-23,0.391,0.37,0.3489
2002-04-24,0.3906,0.3702,0.3498
2002-04-25,0.3898,0.3707,0.3515
2002-04-26,0.3912,0.3702,0.3491
2002-04-29,0.3913,0.3698,0.3484
2002-04-30,0.3912,0.37,0.3487
2002-05-01,0.391,0.3701,0.3492
2002-05-02,0.3908,0.3692,0.3476
2002-05-03,0.3909,0.3683,0.3457
2002-05-06,0.3924,0.3669,0.3413
2002-05-07,0.3941,0.3656,0.3372
2002-05-08,0.3938,0.3654,0.3371
2002-05-09,0.393,0.3649,0.3368
2002-05-10,0.3917,0.3636,0.3355
2002-05-13,0.3904,0.3628,0.3352
2002-05-14,0.3899,0.3627,0.3355
2002-05-15,0.387,0.3621,0.3372
2002-05-16,0.3864,0.3619,0.3375
2002-05-17,0.3864,0.3619,0.3375
2002-05-20,0.3868,0.3621,0.3374
2002-05-21,0.3865,0.3615,0.3365
2002-05-22,0.3869,0.3619,0.3369
2002-05-23,0.3888,0.3627,0.3367
2002-05-24,0.3885,0.3636,0.3386
2002-05-28,0.3885,0.3636,0.3387
2002-05-29,0.3883,0.3634,0.3384
2002-05-30,0.3885,0.3635,0.3386
2002-05-31,0.3886,0.3632,0.3379
2002-06-03,0.3891,0.3628,0.3364
2002-06-04,0.3889,0.3629,0.3369
2002-06-05,0.3884,0.3631,0.3377
2002-06-06,0.3898,0.3614,0.333
2002-06-07,0.3925,0.3593,0.3262
2002-06-10,0.3945,0.3579,0.3214
2002-06-11,0.3979,0.3553,0.3128
2002-06-12,0.3973,0.3512,0.3051
2002-06-13,0.3972,0.3468,0.2965
2002-06-14,0.3946,0.343,0.2914
2002-06-17,0.3909,0.3396,0.2884
2002-06-18,0.3875,0.3362,0.2849
2002-06-19,0.3924,0.3314,0.2704
2002-06-20,0.3928,0.326,0.2592
2002-06-21,0.389,0.3197,0.2505
2002-06-24,0.3854,0.3146,0.2437
