Date,Real Upper Band,Real Middle Band,Real Lower Band
2013-05-21,14.4912,13.4905,12.4898
2013-05-22,14.4113,13.5498,12.6883
2013-05-23,14.3106,13.6059,12.9011
2013-05-24,14.2351,13.6531,13.071
2013-05-28,14.208,13.6748,13.1417
2013-05-29,14.2111,13.6827,13.1542
2013-05-30,14.2261,13.7061,13.186
2013-05-31,14.2373,13.7171,13.1968
2013-06-03,14.2464,13.7228,13.1992
2013-06-04,14.2113,13.71,13.2087
2013-06-05,14.1765,13.6938,13.2111
2013-06-06,14.0996,13.6595,13.2195
2013-06-07,14.0412,13.6366,13.2319
2013-06-10,14.0017,13.6149,13.2281
2013-06-11,13.9433,13.5886,13.2339
2013-06-12,13.948,13.5706,13.1933
2013-06-13,13.9243,13.5816,13.2388
2013-06-14,13.9401,13.5746,13.2091
2013-06-17,13.944,13.5727,13.2014
2013-06-18,13.9485,13.5555,13.1626
2013-06-19,13.991,13.5299,13.0688
2013-06-20,14.0486,13.4922,12.9359
2013-06-21,14.0979,13.4482,12.7986
2013-06-24,14.1732,13.3827,12.5923
2013-06-25,14.221,13.3231,12.4252
2013-06-26,14.2494,13.251,12.2527
2013-06-27,14.234,13.1622,12.0904
2013-06-28,14.1868,13.0804,11.9741
2013-07-01,14.0835,13.0166,11.9498
2013-07-02,13.9731,12.9693,11.9655
2013-07-03,13.881,12.9319,11.9829
2013-07-05,13.8155,12.8996,11.9836
2013-07-08,13.7207,12.8584,11.9962
2013-07-09,13.6479,12.833,12.0182
2013-07-10,13.5732,12.8071,12.041
2013-07-11,13.5495,12.7996,12.0497
2013-07-12,13.4981,12.785,12.0719
2013-07-15,13.4851,12.781,12.0769
2013-07-16,13.4749,12.7782,12.0816
2013-07-17,13.4665,12.776,12.0855
2013-07-18,13.5071,12.7895,12.0718
2013-07-19,13.5294,12.8019,12.0745
2013-07-22,13.5593,12.8216,12.0839
2013-07-23,13.5555,12.8469,12.1383
2013-07-24,13.6403,12.9051,12.1699
2013-07-25,13.6754,12.9673,12.2592
2013-07-26,13.6727,13.0398,12.4069
2013-07-29,13.6982,13.1186,12.539
2013-07-30,13.8127,13.1864,12.56
2013-07-31,13.9209,13.2387,12.5565
2013-08-01,14.0437,13.2938,12.5439
2013-08-02,14.1823,13.3632,12.544
2013-08-05,14.3398,13.4468,12.5538
2013-08-06,14.4524,13.5127,12.5731
2013-08-07,14.5393,13.5807,12.6222
2013-08-08,14.6169,13.6372,12.6576
2013-08-09,14.6498,13.6848,12.7199
2013-08-12,14.7381,13.7509,12.7637
2013-08-13,14.9752,13.8472,12.7191
2013-08-14,15.2395,13.957,12.6745
2013-08-15,15.4513,14.0638,12.6762
2013-08-16,15.6373,14.1878,12.7383
2013-08-19,15.8221,14.3181,12.8142
2013-08-20,15.8847,14.4494,13.014
2013-08-21,15.9968,14.5495,13.1023
2013-08-22,16.0775,14.6537,13.23
2013-08-23,16.1266,14.7511,13.3756
2013-08-26,16.1814,14.841,13.5006
2013-08-27,16.1783,14.9002,13.622
2013-08-28,16.1633,14.9641,13.7649
2013-08-29,16.1477,15.0229,13.8982
2013-08-30,16.1281,15.0658,14.0035
2013-09-03,16.1217,15.1002,14.0787
2013-09-04,16.1184,15.1567,14.1949
2013-09-05,16.0861,15.2083,14.3304
2013-09-06,16.0326,15.2658,14.4991
2013-09-09,15.8968,15.3458,14.7948
2013-09-10,15.7625,15.388,15.0136
2013-09-11,15.8946,15.3542,14.8138
2013-09-12,15.9394,15.3143,14.6892
2013-09-13,16.0058,15.2632,14.5207
2013-09-16,16.1133,15.1824,14.2516
2013-09-17,16.1131,15.1013,14.0896
2013-09-18,16.0858,15.045,14.0043
2013-09-19,16.029,14.9985,13.968
2013-09-20,15.9651,14.9435,13.9219
2013-09-23,15.9232,14.9275,13.9318
2013-09-24,15.8638,14.906,13.9482
2013-09-25,15.848,14.8951,13.9422
2013-09-26,15.8339,14.8879,13.9419
2013-09-27,15.8085,14.874,13.9395
2013-09-30,15.789,14.8578,13.9266
2013-10-01,15.7871,14.8569,13.9267
2013-10-02,15.7458,14.8427,13.9396
2013-10-03,15.7021,14.8244,13.9467
2013-10-04,15.6383,14.8009,13.9635
2013-10-07,15.5252,14.7724,14.0196
2013-10-08,15.4657,14.7512,14.0367
2013-10-09,15.4946,14.7804,14.0663
2013-10-10,15.5345,14.8066,14.0787
2013-10-11,15.575,14.8498,14.1246
2013-10-14,15.5416,14.9209,14.3001
2013-10-15,15.5177,14.9879,14.4582
2013-10-16,15.5414,15.0443,14.5472
2013-10-17,15.6081,15.0941,14.5802
2013-10-18,15.6612,15.1583,14.6554
2013-10-21,15.8641,15.2058,14.5475
2013-10-22,16.0137,15.2534,14.4931
2013-10-23,16.1756,15.3206,14.4657
2013-10-24,16.3683,15.3913,14.4143
2013-10-25,16.4835,15.4581,14.4328
2013-10-28,16.5892,15.5403,14.4915
2013-10-29,16.6303,15.5848,14.5393
2013-10-30,16.7021,15.6394,14.5768
2013-10-31,16.7387,15.7002,14.6617
2013-11-01,16.7484,15.7575,14.7665
2013-11-04,16.786,15.8178,14.8496
2013-11-05,16.7709,15.8867,15.0024
2013-11-06,16.7518,15.9445,15.1372
2013-11-07,16.7051,15.9845,15.2639
2013-11-08,16.6734,16.0321,15.3909
2013-11-11,16.633,16.0724,15.5119
2013-11-12,16.5882,16.1101,15.6321
2013-11-13,16.5353,16.1451,15.7549
2013-11-14,16.511,16.1865,15.8619
2013-11-15,16.4763,16.2161,15.9559
2013-11-18,16.4762,16.2166,15.957
2013-11-19,16.4745,16.2208,15.9671
2013-11-20,16.4769,16.2101,15.9433
2013-11-21,16.4396,16.1981,15.9567
2013-11-22,16.4323,16.1933,15.9543
2013-11-25,16.4148,16.1885,15.9623
2013-11-26,16.49,16.2192,15.9485
2013-11-27,16.6892,16.2568,15.8243
2013-11-29,16.9405,16.3134,15.6864
2013-12-02,17.0836,16.3667,15.6498
2013-12-03,17.3344,16.4331,15.5317
2013-12-04,17.5259,16.4994,15.4728
2013-12-05,17.7093,16.5725,15.4356
2013-12-06,17.804,16.6464,15.4888
2013-12-09,17.9315,16.7178,15.5041
2013-12-10,18.0331,16.7902,15.5472
2013-12-11,18.0986,16.8545,15.6104
2013-12-12,18.1485,16.9166,15.6848
2013-12-13,18.1773,16.9575,15.7377
2013-12-16,18.2049,17.0081,15.8113
2013-12-17,18.1975,17.0647,15.9319
2013-12-18,18.1692,17.1133,16.0574
2013-12-19,18.0955,17.1591,16.2227
2013-12-20,18.0354,17.2025,16.3696
2013-12-23,18.0002,17.2808,16.5613
2013-12-24,17.9293,17.3491,16.7689
2013-12-26,17.8696,17.3966,16.9235
2013-12-27,17.8537,17.4186,16.9834
2013-12-30,17.8543,17.4162,16.9781
2013-12-31,17.8531,17.4314,17.0097
2014-01-02,17.8327,17.4109,16.989
2014-01-03,17.8554,17.3735,16.8916
2014-01-06,17.8342,17.3362,16.8381
2014-01-07,17.8513,17.3051,16.7589
2014-01-08,17.8196,17.2693,16.7191
2014-01-09,17.8054,17.2242,16.643
2014-01-10,17.8116,17.1799,16.5483
2014-01-13,17.7972,17.1413,16.4854
2014-01-14,17.7851,17.1288,16.4726
2014-01-15,17.7846,17.1286,16.4726
2014-01-16,17.7825,17.1274,16.4724
2014-01-17,17.7796,17.1117,16.4439
2014-01-21,17.7825,17.1189,16.4553
2014-01-22,17.7865,17.1228,16.459
2014-01-23,17.7084,17.1011,16.4939
2014-01-24,17.6173,17.0675,16.5177
2014-01-27,17.5515,17.0467,16.5419
2014-01-28,17.6889,16.9633,16.2377
2014-01-29,17.8075,16.8796,15.9517
2014-01-30,17.837,16.7843,15.7316
2014-01-31,17.8577,16.7026,15.5474
2014-02-03,17.8881,16.6412,15.3943
2014-02-04,17.8734,16.5865,15.2996
2014-02-05,17.855,16.5438,15.2326
2014-02-06,17.8171,16.5004,15.1836
2014-02-07,17.7961,16.479,15.1618
2014-02-10,17.7945,16.4777,15.1609
2014-02-11,17.8038,16.483,15.1623
2014-02-12,17.7781,16.4717,15.1653
2014-02-13,17.7288,16.4566,15.1844
2014-02-14,17.694,16.4457,15.1974
2014-02-18,17.7289,16.459,15.1892
2014-02-19,17.6944,16.4458,15.1972
2014-02-20,17.6272,16.419,15.2109
2014-02-21,17.5131,16.3758,15.2385
2014-02-24,17.4556,16.3518,15.248
2014-02-25,17.3565,16.3124,15.2684
2014-02-26,17.3493,16.3341,15.3189
2014-02-27,17.3382,16.3809,15.4235
2014-02-28,17.3063,16.4269,15.5475
2014-03-03,17.2633,16.4741,15.6848
2014-03-04,17.2092,16.5252,15.8412
2014-03-05,17.1749,16.5668,15.9588
2014-03-06,17.1391,16.6,16.0609
2014-03-07,17.1035,16.6281,16.1527
2014-03-10,17.092,16.6457,16.1994
2014-03-11,17.1052,16.6568,16.2083
2014-03-12,17.1075,16.6578,16.2081
2014-03-13,17.0961,16.6495,16.203
2014-03-14,17.036,16.6186,16.2013
2014-03-17,16.9664,16.5916,16.2169
2014-03-18,16.8659,16.5688,16.2717
2014-03-19,16.8343,16.5592,16.2841
2014-03-20,16.8286,16.5554,16.2822
2014-03-21,16.841,16.5673,16.2937
2014-03-24,16.8901,16.5856,16.281
2014-03-25,16.9701,16.6215,16.2728
2014-03-26,16.9666,16.6566,16.3466
2014-03-27,16.9838,16.6719,16.36
2014-03-28,16.9921,16.6885,16.3849
2014-03-31,17.0002,16.7026,16.4049
2014-04-01,17.0345,16.7189,16.4032
2014-04-02,17.07,16.7348,16.3996
2014-04-03,17.0829,16.7474,16.4119
2014-04-04,17.0819,16.7496,16.4172
2014-04-07,17.1022,16.7379,16.3736
2014-04-08,17.112,16.7181,16.3242
2014-04-09,17.1033,16.7083,16.3132
2014-04-10,17.1143,16.697,16.2797
2014-04-11,17.1319,16.6891,16.2462
2014-04-14,17.1431,16.6812,16.2192
2014-04-15,17.1645,16.6601,16.1557
2014-04-16,17.1763,16.6409,16.1056
2014-04-17,17.1767,16.6351,16.0934
2014-04-21,17.1736,16.6324,16.0912
2014-04-22,17.1498,16.6207,16.0915
2014-04-23,17.0832,16.589,16.0948
2014-04-24,17.3392,16.6328,15.9264
2014-04-25,17.5836,16.6868,15.79
2014-04-28,18.0016,16.7764,15.5511
2014-04-29,18.3113,16.8634,15.4155
2014-04-30,18.5488,16.9392,15.3296
2014-05-01,18.7667,17.0158,15.2649
2014-05-02,18.9722,17.1,15.2278
2014-05-05,19.2098,17.2082,15.2067
2014-05-06,19.3725,17.3193,15.2661
2014-05-07,19.4998,17.4271,15.3545
2014-05-08,19.6105,17.5226,15.4347
2014-05-09,19.6808,17.6248,15.5689
2014-05-12,19.749,17.7447,15.7403
2014-05-13,19.7975,17.8627,15.9279
2014-05-14,19.7975,17.9867,16.1759
2014-05-15,19.7394,18.1012,16.463
2014-05-16,19.6941,18.22,16.7459
2014-05-19,19.6602,18.3402,17.0203
2014-05-20,19.5593,18.4598,17.3603
2014-05-21,19.2192,18.5928,17.9664
2014-05-22,19.2043,18.66,18.1156
2014-05-23,19.2348,18.7314,18.228
2014-05-27,19.4377,18.7862,18.1347
2014-05-28,19.5819,18.8413,18.1007
2014-05-29,19.7945,18.9178,18.0411
2014-05-30,19.9481,18.9883,18.0284
2014-06-02,20.0489,19.0503,18.0517
2014-06-03,20.199,19.1131,18.0272
2014-06-04,20.3733,19.1977,18.022
2014-06-05,20.5317,19.2895,18.0472
2014-06-06,20.6465,19.3801,18.1137
2014-06-09,20.7942,19.4909,18.1876
2014-06-10,20.9547,19.5962,18.2377
2014-06-11,21.067,19.6958,18.3246
2014-06-12,21.0957,19.7779,18.4602
2014-06-13,21.0514,19.8568,18.6622
2014-06-16,21.0407,19.9322,18.8238
2014-06-17,21.0333,19.9951,18.957
2014-06-18,21.007,20.059,19.1109
2014-06-19,20.9559,20.1168,19.2777
2014-06-20,20.8682,20.1626,19.457
2014-06-23,20.7971,20.1967,19.5964
2014-06-24,20.7795,20.2067,19.6338
2014-06-25,20.7508,20.2201,19.6893
2014-06-26,20.75,20.2215,19.693
2014-06-27,20.75,20.2386,19.7272
2014-06-30,20.7512,20.273,19.7949
2014-07-01,20.7903,20.3,19.8096
2014-07-02,20.8226,20.315,19.8073
2014-07-03,20.8696,20.3321,19.7946
2014-07-07,21.0182,20.3733,19.7285
2014-07-08,21.0852,20.3915,19.6978
2014-07-09,21.133,20.4041,19.6751
2014-07-10,21.1741,20.417,19.6599
2014-07-11,21.2445,20.4493,19.6541
2014-07-14,21.3592,20.5063,19.6533
2014-07-15,21.4158,20.5406,19.6655
2014-07-16,21.4503,20.5704,19.6905
2014-07-17,21.453,20.5804,19.7078
2014-07-18,21.4726,20.6087,19.7449
2014-07-21,21.4654,20.6421,19.8188
2014-07-22,21.4617,20.685,19.9083
2014-07-23,21.5118,20.7611,20.0105
2014-07-24,21.5245,20.8346,20.1448
2014-07-25,21.5577,20.9092,20.2608
2014-07-28,21.6809,20.9868,20.2928
2014-07-29,21.7627,21.0469,20.331
2014-07-30,21.8274,21.0979,20.3684
2014-07-31,21.8147,21.1212,20.4278
2014-08-01,21.8136,21.1444,20.4752
2014-08-04,21.8102,21.1402,20.4702
2014-08-05,21.81,21.1377,20.4654
2014-08-06,21.8097,21.133,20.4562
2014-08-07,21.8099,21.132,20.4541
2014-08-08,21.8099,21.1319,20.454
2014-08-11,21.8102,21.1321,20.454
2014-08-12,21.8221,21.1445,20.4669
2014-08-13,21.8644,21.177,20.4896
2014-08-14,21.8699,21.2309,20.592
2014-08-15,21.9151,21.2754,20.6357
2014-08-18,21.988,21.3384,20.6887
2014-08-19,22.137,21.4079,20.6788
2014-08-20,22.2719,21.4507,20.6294
2014-08-21,22.3908,21.4953,20.5997
2014-08-22,22.527,21.5411,20.5551
2014-08-25,22.6382,21.5744,20.5106
2014-08-26,22.7228,21.6076,20.4924
2014-08-27,22.8565,21.657,20.4576
2014-08-28,22.977,21.7359,20.4948
2014-08-29,23.0937,21.8117,20.5297
2014-09-02,23.2166,21.9023,20.5881
2014-09-03,23.1916,21.9499,20.7081
2014-09-04,23.1459,21.9901,20.8342
2014-09-05,23.0888,22.0398,20.9908
2014-09-08,23.0199,22.0799,21.1398
2014-09-09,22.9827,22.102,21.2213
2014-09-10,22.9541,22.1577,21.3613
2014-09-11,22.9574,22.2041,21.4508
2014-09-12,22.9601,22.2502,21.5403
2014-09-15,22.9618,22.2906,21.6194
2014-09-16,22.9636,22.3094,21.6553
2014-09-17,22.9799,22.3211,21.6622
2014-09-18,23.0001,22.3346,21.669
2014-09-19,23.0039,22.3388,21.6737
2014-09-22,22.9997,22.3359,21.6721
2014-09-23,23.0313,22.3481,21.6648
2014-09-24,23.0457,22.3576,21.6695
2014-09-25,23.0478,22.3104,21.5731
2014-09-26,23.0149,22.2938,21.5727
2014-09-29,22.9651,22.2674,21.5696
2014-09-30,22.8789,22.2391,21.5994
2014-10-01,22.8765,22.2418,21.607
2014-10-02,22.8548,22.2615,21.6682
2014-10-03,22.8486,22.2687,21.6888
2014-10-06,22.8277,22.2826,21.7376
2014-10-07,22.8043,22.2911,21.7778
2014-10-08,22.8011,22.2888,21.7766
2014-10-09,22.7918,22.2843,21.7768
2014-10-10,22.7705,22.274,21.7775
2014-10-13,22.7433,22.2538,21.7644
2014-10-14,22.7454,22.2305,21.7155
2014-10-15,22.7528,22.1857,21.6187
2014-10-16,22.7808,22.1245,21.4682
2014-10-17,22.7684,22.0881,21.4078
2014-10-20,22.7405,22.0737,21.4069
2014-10-21,22.7313,22.0718,21.4123
2014-10-22,22.7928,22.0855,21.3782
2014-10-23,22.9989,22.1626,21.3263
2014-10-24,23.1846,22.2121,21.2396
2014-10-27,23.345,22.2675,21.1899
2014-10-28,23.5668,22.3338,21.1008
2014-10-29,23.7936,22.4242,21.0547
2014-10-30,23.9707,22.5026,21.0344
2014-10-31,24.1716,22.5954,21.0192
2014-11-03,24.4111,22.7037,20.9962
2014-11-04,24.5715,22.8128,21.054
2014-11-05,24.7325,22.902,21.0715
2014-11-06,24.8866,22.9923,21.0979
2014-11-07,25.0316,23.0892,21.1467
2014-11-10,25.14,23.1943,21.2485
2014-11-11,25.2348,23.3208,21.4068
2014-11-12,25.3167,23.4779,21.6392
2014-11-13,25.349,23.6667,21.9844
2014-11-14,25.4234,23.855,22.2866
2014-11-17,25.496,24.0181,22.5401
2014-11-18,25.6844,24.1676,22.6508
2014-11-19,25.7918,24.3024,22.813
2014-11-20,25.986,24.4351,22.8842
2014-11-21,26.1512,24.5653,22.9793
2014-11-24,26.3795,24.7206,23.0617
2014-11-25,26.5403,24.8465,23.1527
2014-11-26,26.7401,24.9813,23.2225
2014-11-28,26.8857,25.1193,23.353
2014-12-01,26.8912,25.2032,23.5151
2014-12-02,26.8979,25.2666,23.6352
2014-12-03,26.8996,25.3533,23.807
2014-12-04,26.8743,25.4322,23.9901
2014-12-05,26.8253,25.5023,24.1793
2014-12-08,26.7566,25.54,24.3234
2014-12-09,26.6553,25.5988,24.5423
2014-12-10,26.5852,25.6239,24.6626
2014-12-11,26.5748,25.628,24.6812
2014-12-12,26.6579,25.5936,24.5294
2014-12-15,26.7802,25.5274,24.2745
2014-12-16,26.9212,25.4468,23.9724
2014-12-17,26.9255,25.3794,23.8333
2014-12-18,26.9081,25.3569,23.8058
2014-12-19,26.853,25.3066,23.7602
2014-12-22,26.7904,25.2673,23.7442
2014-12-23,26.6355,25.1996,23.7637
2014-12-24,26.508,25.1374,23.7669
2014-12-26,26.3147,25.0817,23.8487
2014-12-29,26.0955,25.0259,23.9563
2014-12-30,26.0347,24.9975,23.9603
2014-12-31,25.978,24.9503,23.9225
2015-01-02,25.8639,24.8769,23.8898
2015-01-05,25.8271,24.7741,23.7211
2015-01-06,25.7723,24.6769,23.5815
2015-01-07,25.7515,24.6252,23.4988
2015-01-08,25.6796,24.6004,23.5211
2015-01-09,25.681,24.601,23.521
2015-01-12,25.6569,24.5747,23.4925
2015-01-13,25.66,24.5801,23.5002
2015-01-14,25.6552,24.5976,23.5401
2015-01-15,25.6534,24.5985,23.5436
2015-01-16,25.7017,24.5604,23.4192
2015-01-20,25.6453,24.5167,23.3881
2015-01-21,25.6106,24.4919,23.3732
2015-01-22,25.5923,24.4859,23.3796
2015-01-23,25.6076,24.4908,23.374
2015-01-26,25.6429,24.5029,23.363
2015-01-27,25.5226,24.449,23.3754
2015-01-28,25.5968,24.4646,23.3324
2015-01-29,25.9444,24.5355,23.1267
2015-01-30,26.1689,24.6109,23.0529
2015-02-02,26.4461,24.7144,22.9826
2015-02-03,26.6558,24.8523,23.0488
2015-02-04,26.8648,25.0002,23.1356
2015-02-05,27.0956,25.141,23.1864
2015-02-06,27.2694,25.2245,23.1796
2015-02-09,27.4568,25.3155,23.1741
2015-02-10,27.7078,25.4628,23.2178
2015-02-11,28.065,25.6313,23.1975
2015-02-12,28.4387,25.8221,23.2055
2015-02-13,28.7158,26.053,23.3901
2015-02-17,28.9205,26.3014,23.6823
2015-02-18,29.1652,26.5294,23.8937
2015-02-19,29.3443,26.7452,24.1461
2015-02-20,29.575,26.941,24.307
2015-02-23,29.9257,27.1695,24.4132
2015-02-24,30.1618,27.3873,24.6128
2015-02-25,30.0485,27.6115,25.1745
2015-02-26,30.1315,27.7852,25.4388
2015-02-27,30.1905,27.8971,25.6036
2015-03-02,30.1992,28.0354,25.8716
2015-03-03,30.2151,28.1604,26.1056
2015-03-04,30.174,28.276,26.3779
2015-03-05,30.0929,28.3577,26.6224
2015-03-06,30.0116,28.432,26.8525
2015-03-09,29.8502,28.5237,27.1972
2015-03-10,29.6778,28.5772,27.4765
2015-03-11,29.6686,28.5796,27.4907
2015-03-12,29.6767,28.5748,27.4729
2015-03-13,29.7167,28.5428,27.3689
2015-03-16,29.7241,28.519,27.3139
2015-03-17,29.717,28.5102,27.3034
2015-03-18,29.7124,28.5074,27.3025
2015-03-19,29.699,28.4968,27.2945
2015-03-20,29.6536,28.4566,27.2597
2015-03-23,29.4442,28.392,27.3398
2015-03-24,29.2485,28.3308,27.4132
2015-03-25,29.2254,28.2704,27.3155
2015-03-26,29.0975,28.2015,27.3054
2015-03-27,29.0568,28.1433,27.2298
2015-03-30,28.9722,28.1129,27.2536
2015-03-31,28.8501,28.0579,27.2657
2015-04-01,28.7545,28.01,27.2655
2015-04-02,28.7355,27.9978,27.2601
2015-04-06,28.7597,28.0062,27.2526
2015-04-07,28.7291,27.9936,27.258
2015-04-08,28.7364,28.0057,27.275
2015-04-09,28.7153,28.054,27.3926
2015-04-10,28.7481,28.0835,27.419
2015-04-13,28.7534,28.1199,27.4865
2015-04-14,28.7614,28.135,27.5087
2015-04-15,28.7546,28.1321,27.5096
2015-04-16,28.675,28.1064,27.5378
2015-04-17,28.6283,28.0758,27.5232
2015-04-20,28.6767,28.0948,27.5129
2015-04-21,28.6668,28.0914,27.516
2015-04-22,28.7461,28.113,27.4799
2015-04-23,28.8618,28.1832,27.5046
2015-04-24,29.0051,28.2506,27.4962
2015-04-27,29.2475,28.3556,27.4637
2015-04-28,29.3568,28.4024,27.4479
2015-04-29,29.3699,28.4494,27.5289
2015-04-30,29.353,28.4594,27.5659
2015-05-01,29.3772,28.5,27.6227
2015-05-04,29.3979,28.515,27.6322
2015-05-05,29.3997,28.5127,27.6256
2015-05-06,29.4087,28.5061,27.6035
2015-05-07,29.4125,28.4974,27.5823
2015-05-08,29.424,28.5091,27.5942
2015-05-11,29.424,28.5091,27.5941
2015-05-12,29.4237,28.51,27.5963
2015-05-13,29.4237,28.5073,27.5908
2015-05-14,29.4639,28.5443,27.6247
2015-05-15,29.4686,28.5951,27.7217
2015-05-18,29.5398,28.6301,27.7204
2015-05-19,29.5996,28.6714,27.7432
2015-05-20,29.6462,28.6935,27.7408
2015-05-21,29.7236,28.7188,27.7141
2015-05-22,29.8357,28.7502,27.6647
2015-05-26,29.7436,28.7224,27.7011
2015-05-27,29.8225,28.7451,27.6677
2015-05-28,29.9192,28.7862,27.6533
2015-05-29,29.9281,28.8496,27.771
2015-06-01,29.9669,28.8733,27.7797
2015-06-02,29.9912,28.8934,27.7956
2015-06-03,29.9875,28.9477,27.9078
2015-06-04,29.9281,29.0022,28.0764
2015-06-05,29.8703,29.0402,28.2102
2015-06-08,29.8684,29.0423,28.2161
2015-06-09,29.8441,29.0546,28.2651
2015-06-10,29.7851,29.0884,28.3917
2015-06-11,29.7143,29.1173,28.5203
2015-06-12,29.7446,29.0974,28.4501
2015-06-15,29.7756,29.0766,28.3777
2015-06-16,29.7725,29.0476,28.3227
2015-06-17,29.771,29.0165,28.2621
2015-06-18,29.7574,28.9921,28.2267
2015-06-19,29.7148,28.9384,28.162
2015-06-22,29.5825,28.8831,28.1837
2015-06-23,29.5688,28.8541,28.1393
2015-06-24,29.4362,28.8099,28.1837
2015-06-25,29.2941,28.762,28.2299
2015-06-26,29.2315,28.7224,28.2133
2015-06-29,29.2103,28.6551,28.0998
2015-06-30,29.158,28.6042,28.0504
2015-07-01,29.0587,28.5647,28.0707
2015-07-02,28.9898,28.532,28.0742
2015-07-06,28.9512,28.5023,28.0534
2015-07-07,28.942,28.4786,28.0153
2015-07-08,29.0556,28.4243,27.7929
2015-07-09,29.1998,28.3255,27.4511
2015-07-10,29.1555,28.2659,27.3764
2015-07-13,29.1317,28.249,27.3663
2015-07-14,29.1123,28.2343,27.3564
2015-07-15,29.0917,28.2256,27.3595
2015-07-16,29.1329,28.2391,27.3454
2015-07-17,29.2052,28.2587,27.3122
2015-07-20,29.436,28.32,27.204
2015-07-21,29.5479,28.3552,27.1624
2015-07-22,29.5319,28.3349,27.1379
2015-07-23,29.4902,28.3018,27.1134
2015-07-24,29.4601,28.2682,27.0763
2015-07-27,29.4552,28.2236,26.9919
2015-07-28,29.4599,28.2107,26.9615
2015-07-29,29.4624,28.1834,26.9043
2015-07-30,29.4509,28.1359,26.821
2015-07-31,29.45,28.0783,26.7066
2015-08-03,29.5129,27.9936,26.4742
2015-08-04,29.6824,27.8697,26.0569
2015-08-05,29.7954,27.7893,25.7831
2015-08-06,29.8738,27.7397,25.6056
2015-08-07,29.9206,27.6586,25.3965
2015-08-10,29.8661,27.598,25.33
2015-08-11,29.8844,27.4679,25.0514
2015-08-12,29.8027,27.3439,24.885
2015-08-13,29.634,27.1999,24.7659
2015-08-14,29.3711,27.0526,24.7342
2015-08-17,28.9028,26.8914,24.88
2015-08-18,28.4277,26.7375,25.0474
2015-08-19,28.2376,26.6289,25.0202
2015-08-20,28.0491,26.4943,24.9395
2015-08-21,28.0986,26.2896,24.4806
2015-08-24,28.232,26.0745,23.917
2015-08-25,28.1895,25.8595,23.5296
2015-08-26,27.9566,25.716,23.4754
2015-08-27,27.7137,25.6157,23.5178
2015-08-28,27.4997,25.5317,23.5636
2015-08-31,27.3848,25.4737,23.5626
2015-09-01,27.3798,25.4016,23.4233
2015-09-02,27.3394,25.373,23.4065
2015-09-03,27.2802,25.3193,23.3585
2015-09-04,27.2051,25.249,23.2928
2015-09-08,26.9568,25.1655,23.3742
2015-09-09,26.9158,25.1279,23.34
2015-09-10,26.8487,25.0978,23.3469
2015-09-11,26.8202,25.0872,23.3543
2015-09-14,26.7965,25.0799,23.3633
2015-09-15,26.7583,25.07,23.3817
2015-09-16,26.7544,25.069,23.3835
2015-09-17,26.7211,25.0567,23.3924
2015-09-18,26.7388,25.0657,23.3927
2015-09-21,26.785,25.1721,23.5592
2015-09-22,26.6367,25.2879,23.9391
2015-09-23,26.4404,25.4071,24.3738
2015-09-24,26.4693,25.4669,24.4645
2015-09-25,26.5022,25.487,24.4718
2015-09-28,26.4949,25.4775,24.46
2015-09-29,26.5282,25.4358,24.3434
2015-09-30,26.4638,25.4609,24.458
2015-10-01,26.4872,25.4298,24.3725
2015-10-02,26.4871,25.4299,24.3728
2015-10-05,26.461,25.4469,24.4329
2015-10-06,26.4611,25.4357,24.4103
2015-10-07,26.4527,25.4428,24.4329
2015-10-08,26.4734,25.4082,24.343
2015-10-09,26.4415,25.3847,24.3278
2015-10-12,26.3689,25.3429,24.3169
2015-10-13,26.2429,25.2923,24.3418
2015-10-14,26.0915,25.2225,24.3535
2015-10-15,26.0447,25.1993,24.3539
2015-10-16,26.0049,25.1721,24.3393
2015-10-19,25.8853,25.1329,24.3806
2015-10-20,25.8994,25.1371,24.3748
2015-10-21,25.8745,25.1308,24.3871
2015-10-22,25.9048,25.1364,24.3681
2015-10-23,26.2108,25.1857,24.1605
2015-10-26,26.2969,25.2176,24.1384
2015-10-27,26.3439,25.2795,24.2151
2015-10-28,26.6251,25.3844,24.1437
2015-10-29,26.9231,25.5078,24.0925
2015-10-30,27.1188,25.6105,24.1021
2015-11-02,27.3714,25.7276,24.0839
2015-11-03,27.6599,25.8544,24.049
2015-11-04,27.8682,25.9808,24.0934
2015-11-05,27.9917,26.1153,24.2389
2015-11-06,28.1324,26.2218,24.3112
2015-11-09,28.2238,26.3287,24.4335
2015-11-10,28.211,26.3904,24.5699
2015-11-11,28.1377,26.4625,24.7873
2015-11-12,28.0903,26.5116,24.9328
2015-11-13,28.0423,26.5317,25.021
2015-11-16,27.9804,26.5647,25.149
2015-11-17,27.9734,26.5693,25.1653
2015-11-18,27.9507,26.6148,25.2788
2015-11-19,27.9685,26.6575,25.3464
2015-11-20,27.9829,26.6657,25.3485
2015-11-23,27.9771,26.6992,25.4214
2015-11-24,27.9653,26.7538,25.5423
2015-11-25,27.9561,26.7455,25.5349
2015-11-27,27.9173,26.7206,25.5238
2015-11-30,27.9063,26.7128,25.5192
2015-12-01,27.84,26.6752,25.5105
2015-12-02,27.7021,26.61,25.5179
2015-12-03,27.5789,26.539,25.4991
2015-12-04,27.5059,26.5176,25.5294
2015-12-07,27.3991,26.4862,25.5733
