Timestamp,reportedEPS
2004-01-14,0.01
2004-01-15,0.010000027260132502
2004-01-16,0.010000053616614204
2004-01-17,0.010000079079485668
2004-01-18,0.010000103658787462
2004-01-19,0.010000127364560147
2004-01-20,0.010000150206844288
2004-01-21,0.010000172195680451
2004-01-22,0.010000193341109196
2004-01-23,0.010000213653171094
2004-01-24,0.010000233141906706
2004-01-25,0.010000251817356599
2004-01-26,0.010000269689561334
2004-01-27,0.010000286768561477
2004-01-28,0.01000030306439759
2004-01-29,0.010000318587110242
2004-01-30,0.010000333346739994
2004-01-31,0.010000347353327414
2004-02-01,0.010000360616913062
2004-02-02,0.010000373147537506
2004-02-03,0.010000384955241309
2004-02-04,0.010000396050065035
2004-02-05,0.010000406442049248
2004-02-06,0.010000416141234513
2004-02-07,0.010000425157661395
2004-02-08,0.010000433501370462
2004-02-09,0.010000441182402273
2004-02-10,0.010000448210797392
2004-02-11,0.010000454596596388
2004-02-12,0.01000046034983982
2004-02-13,0.010000465480568259
2004-02-14,0.010000469998822262
2004-02-15,0.010000473914642405
2004-02-16,0.010000477238069239
2004-02-17,0.010000479979143335
2004-02-18,0.010000482147905257
2004-02-19,0.010000483754395571
2004-02-20,0.01000048480865484
2004-02-21,0.010000485320723626
2004-02-22,0.010000485300642499
2004-02-23,0.010000484758452017
2004-02-24,0.01000048370419275
2004-02-25,0.010000482147905259
2004-02-26,0.010000480099630109
2004-02-27,0.010000477569407865
2004-02-28,0.010000474567279092
2004-02-29,0.010000471103284355
2004-03-01,0.010000467187464218
2004-03-02,0.010000462829859242
2004-03-03,0.010000458040509995
2004-03-04,0.010000452829457041
2004-03-05,0.010000447206740946
2004-03-06,0.010000441182402271
2004-03-07,0.010000434766481584
2004-03-08,0.010000427969019446
2004-03-09,0.010000420800056422
2004-03-10,0.010000413269633078
2004-03-11,0.010000405387789978
2004-03-12,0.010000397164567689
2004-03-13,0.01000038861000677
2004-03-14,0.010000379734147791
2004-03-15,0.010000370547031312
2004-03-16,0.0100003610586979
2004-03-17,0.010000351279188118
2004-03-18,0.01000034121854253
2004-03-19,0.010000330886801703
2004-03-20,0.0100003202940062
2004-03-21,0.010000309450196587
2004-03-22,0.010000298365413426
2004-03-23,0.010000287049697283
2004-03-24,0.010000275513088719
2004-03-25,0.010000263765628303
2004-03-26,0.010000251817356597
2004-03-27,0.010000239678314168
2004-03-28,0.01000022735854158
2004-03-29,0.010000214868079395
2004-03-30,0.01000020221696818
2004-03-31,0.010000189415248493
2004-04-01,0.010000176472960908
2004-04-02,0.010000163400145983
2004-04-03,0.010000150206844288
2004-04-04,0.01000013690309638
2004-04-05,0.01000012349894283
2004-04-06,0.010000110004424198
2004-04-07,0.010000096429581053
2004-04-08,0.010000082784453954
2004-04-09,0.01000006907908347
2004-04-10,0.010000055323510162
2004-04-11,0.010000041527774598
2004-04-12,0.01000002770191734
2004-04-13,0.010000013855978951
2004-04-14,0.01
2004-04-15,0.009999986144021047
2004-04-16,0.009999972298082662
2004-04-17,0.009999958472225403
2004-04-18,0.009999944676489838
2004-04-19,0.009999930920916531
2004-04-20,0.009999917215546047
2004-04-21,0.00999990357041895
2004-04-22,0.0099998899955758
2004-04-23,0.009999876501057171
2004-04-24,0.009999863096903618
2004-04-25,0.009999849793155713
2004-04-26,0.009999836599854015
2004-04-27,0.009999823527039093
2004-04-28,0.009999810584751505
2004-04-29,0.009999797783031821
2004-04-30,0.009999785131920605
2004-05-01,0.00999977264145842
2004-05-02,0.00999976032168583
2004-05-03,0.009999748182643401
2004-05-04,0.009999736234371698
2004-05-05,0.009999724486911282
2004-05-06,0.00999971295030272
2004-05-07,0.009999701634586576
2004-05-08,0.009999690549803413
2004-05-09,0.0099996797059938
2004-05-10,0.009999669113198297
2004-05-11,0.009999658781457471
2004-05-12,0.009999648720811884
2004-05-13,0.0099996389413021
2004-05-14,0.00999962945296869
2004-05-15,0.009999620265852209
2004-05-16,0.00999961138999323
2004-05-17,0.009999602835432312
2004-05-18,0.009999594612210021
2004-05-19,0.009999586730366921
2004-05-20,0.009999579199943577
2004-05-21,0.009999572030980557
2004-05-22,0.009999565233518417
2004-05-23,0.00999955881759773
2004-05-24,0.009999552793259054
2004-05-25,0.00999954717054296
2004-05-26,0.009999541959490005
2004-05-27,0.009999537170140758
2004-05-28,0.009999532812535784
2004-05-29,0.009999528896715645
2004-05-30,0.009999525432720908
2004-05-31,0.009999522430592135
2004-06-01,0.009999519900369892
2004-06-02,0.009999517852094741
2004-06-03,0.00999951629580725
2004-06-04,0.009999515241547983
2004-06-05,0.009999514699357502
2004-06-06,0.009999514679276374
2004-06-07,0.00999951519134516
2004-06-08,0.009999516245604429
2004-06-09,0.009999517852094741
2004-06-10,0.009999520020856663
2004-06-11,0.009999522761930762
2004-06-12,0.009999526085357596
2004-06-13,0.009999530001177736
2004-06-14,0.009999534519431742
2004-06-15,0.009999539650160181
2004-06-16,0.009999545403403615
2004-06-17,0.009999551789202608
2004-06-18,0.00999955881759773
2004-06-19,0.009999566498629538
2004-06-20,0.009999574842338604
2004-06-21,0.009999583858765487
2004-06-22,0.009999593557950754
2004-06-23,0.009999603949934967
2004-06-24,0.009999615044758691
2004-06-25,0.009999626852462494
2004-06-26,0.009999639383086937
2004-06-27,0.009999652646672587
2004-06-28,0.009999666653260004
2004-06-29,0.009999681412889759
2004-06-30,0.009999696935602409
2004-07-01,0.009999713231438523
2004-07-02,0.009999730310438666
2004-07-03,0.009999748182643401
2004-07-04,0.009999766858093293
2004-07-05,0.009999786346828904
2004-07-06,0.009999806658890803
2004-07-07,0.009999827804319551
2004-07-08,0.009999849793155713
2004-07-09,0.009999872635439855
2004-07-10,0.009999896341212539
2004-07-11,0.009999920920514332
2004-07-12,0.009999946383385796
2004-07-13,0.009999972739867498
2004-07-14,0.01
2004-07-15,0.010000028163783304
2004-07-16,0.01000005719105515
2004-07-17,0.010000087031612719
2004-07-18,0.010000117635253186
2004-07-19,0.01000014895177373
2004-07-20,0.010000180930971528
2004-07-21,0.010000213522643757
2004-07-22,0.010000246676587598
2004-07-23,0.010000280342600223
2004-07-24,0.010000314470478815
2004-07-25,0.01000034901002055
2004-07-26,0.010000383911022604
2004-07-27,0.010000419123282157
2004-07-28,0.010000454596596388
2004-07-29,0.01000049028076247
2004-07-30,0.010000526125577582
2004-07-31,0.010000562080838904
2004-08-01,0.010000598096343618
2004-08-02,0.010000634121888891
2004-08-03,0.010000670107271906
2004-08-04,0.010000706002289842
2004-08-05,0.010000741756739876
2004-08-06,0.010000777320419185
2004-08-07,0.010000812643124949
2004-08-08,0.010000847674654341
2004-08-09,0.010000882364804542
2004-08-10,0.01000091666337273
2004-08-11,0.010000950520156081
2004-08-12,0.010000983884951775
2004-08-13,0.010001016707556985
2004-08-14,0.010001048937768896
2004-08-15,0.01000108052538468
2004-08-16,0.010001111420201516
2004-08-17,0.010001141572016582
2004-08-18,0.010001170930627057
2004-08-19,0.010001199445830115
2004-08-20,0.010001227067422938
2004-08-21,0.010001253745202702
2004-08-22,0.010001279428966586
2004-08-23,0.010001304068511766
2004-08-24,0.010001327613635418
2004-08-25,0.010001350014134724
2004-08-26,0.010001371219806859
2004-08-27,0.010001391180449
2004-08-28,0.010001409845858327
2004-08-29,0.010001427165832018
2004-08-30,0.010001443090167246
2004-08-31,0.010001457568661195
2004-09-01,0.010001470551111039
2004-09-02,0.010001481987313956
2004-09-03,0.010001491827067123
2004-09-04,0.01000150002016772
2004-09-05,0.010001506516412927
2004-09-06,0.010001511265599915
2004-09-07,0.010001514217525865
2004-09-08,0.010001515321987956
2004-09-09,0.010001514528783364
2004-09-10,0.010001511787709265
2004-09-11,0.010001507048562841
2004-09-12,0.010001500261141268
2004-09-13,0.010001491375241724
2004-09-14,0.010001480340661385
2004-09-15,0.010001467107197428
2004-09-16,0.010001451624647035
2004-09-17,0.01000143384280738
2004-09-18,0.010001413711475641
2004-09-19,0.010001391180449
2004-09-20,0.010001366199524629
2004-09-21,0.010001338718499708
2004-09-22,0.010001308687171417
2004-09-23,0.01000127605533693
2004-09-24,0.010001240772793425
2004-09-25,0.01000120278933808
2004-09-26,0.010001162054768076
2004-09-27,0.010001118518880588
2004-09-28,0.010001072131472792
2004-09-29,0.01000102284234187
2004-09-30,0.010000970601284997
2004-10-01,0.01000091535809935
2004-10-02,0.010000857062582108
2004-10-03,0.010000795664530451
2004-10-04,0.010000731113741551
2004-10-05,0.01000066336001259
2004-10-06,0.010000592353140745
2004-10-07,0.010000518042923194
2004-10-08,0.010000440379157113
2004-10-09,0.010000359311639681
2004-10-10,0.010000274790168079
2004-10-11,0.010000186764539478
2004-10-12,0.01000009518455106
2004-10-13,0.01
2004-10-14,0.009999901200845736
2004-10-15,0.009999798937696735
2004-10-16,0.009999693401323721
2004-10-17,0.009999584782497416
2004-10-18,0.00999947327198855
2004-10-19,0.009999359060567843
2004-10-20,0.009999242339006021
2004-10-21,0.009999123298073813
2004-10-22,0.009999002128541936
2004-10-23,0.009998879021181122
2004-10-24,0.009998754166762089
2004-10-25,0.009998627756055567
2004-10-26,0.009998499979832279
2004-10-27,0.00999837102886295
2004-10-28,0.009998241093918302
2004-10-29,0.009998110365769062
2004-10-30,0.009997979035185955
2004-10-31,0.009997847292939706
2004-11-01,0.00999771532980104
2004-11-02,0.009997583336540678
2004-11-03,0.009997451503929349
2004-11-04,0.009997320022737776
2004-11-05,0.009997189083736683
2004-11-06,0.009997058877696795
2004-11-07,0.009996929595388837
2004-11-08,0.009996801427583536
2004-11-09,0.009996674565051612
2004-11-10,0.009996549198563793
2004-11-11,0.009996425518890805
2004-11-12,0.009996303716803368
2004-11-13,0.009996183983072211
2004-11-14,0.009996066508468055
2004-11-15,0.009995951483761627
2004-11-16,0.009995839099723654
2004-11-17,0.009995729547124854
2004-11-18,0.009995623016735958
2004-11-19,0.009995519699327689
2004-11-20,0.009995419785670772
2004-11-21,0.009995323466535928
2004-11-22,0.009995230932693886
2004-11-23,0.009995142374915368
2004-11-24,0.009995057983971102
2004-11-25,0.00999497795063181
2004-11-26,0.009994902465668217
2004-11-27,0.009994831719851048
2004-11-28,0.009994765903951028
2004-11-29,0.009994705208738882
2004-11-30,0.009994649824985333
2004-12-01,0.009994599943461108
2004-12-02,0.009994555754936928
2004-12-03,0.009994517450183522
2004-12-04,0.009994485219971613
2004-12-05,0.009994459255071926
2004-12-06,0.009994439746255183
2004-12-07,0.009994426884292114
2004-12-08,0.009994420859953439
2004-12-09,0.009994421864009886
2004-12-10,0.009994430087232175
2004-12-11,0.009994445720391038
2004-12-12,0.009994468954257192
2004-12-13,0.009994499979601366
2004-12-14,0.009994538987194284
2004-12-15,0.009994586167806671
2004-12-16,0.00999464171220925
2004-12-17,0.009994705811172748
2004-12-18,0.00999477865546789
2004-12-19,0.009994860435865397
2004-12-20,0.009994951343135997
2004-12-21,0.009995051568050414
2004-12-22,0.009995161301379372
2004-12-23,0.009995280733893597
2004-12-24,0.009995410056363811
2004-12-25,0.009995549459560743
2004-12-26,0.009995699134255112
2004-12-27,0.009995859271217648
2004-12-28,0.009996030061219073
2004-12-29,0.009996211695030115
2004-12-30,0.009996404363421493
2004-12-31,0.009996608257163935
2005-01-01,0.009996823567028166
2005-01-02,0.00999705048378491
