Timestamp,price_close,price_volume,RSI_normalized,reportedEPS,atr,volume_nasdaq_normalized,close_nasdaq_normalized,obv_normalized,CPI_normalized,GDP_normalized
2004-01-14,0.004288946,0.02787805,0.759242739,0.01,0.012,0.0027995590075191,0.0242219541616405,0.0056213437917115,0.0009969246464651,0.0015508890648078
2004-01-15,0.002306043,0.051080171,0.541430095,0.0100000272601325,0.0129,0.0015112663668908,0.0259107358262967,0.012591334642667,0.001094209892448,0.0016694952563738
2004-01-16,0.002115097,0.013471726,0.524211556,0.0100000536166142,0.0125,0.0027004595736246,0.0251869722557297,0.0092095577093924,0.0011938002085616,0.0017880097811895
2004-01-20,0.002129785,0.010157557,0.52530115,0.0100001502068442,0.0122,0.00431082537441,0.026151990349819,0.0120754453946579,0.0016126617492917,0.0022611805272393
2004-01-21,0.001953527,0.004954611,0.507707768,0.0100001721956804,0.0119,0.0036295167663854,0.0259107358262967,0.0100194570915894,0.0017218645972854,0.0023792587040213
2004-01-22,0.001321935,0.003692708,0.446869198,0.0100001933411091,0.0117,0.0063547511984837,0.0259107358262967,0.0081598988453602,0.0018326073879015,0.0024972540083405
2004-01-23,0.001880086,0.004984307,0.49546831,0.010000213653171,0.0115,0.0031959567430971,0.0232569360675512,0.010220509634313,0.0019447625998874,0.0026151679059118
2004-01-26,0.002541053,0.007554126,0.548049613,0.0100002696895613,0.0114,0.0008671200465767,0.0237394451145958,0.0126811428543243,0.0022884275515506,0.0029684358152815
2004-01-27,0.002629182,0.009640329,0.55487469,0.0100002867685614,0.011,0.0019324389609424,0.0225814234016887,0.0154665180961497,0.0024049572365019,0.0030860387430057
2004-01-28,0.001821333,0.007794955,0.471462313,0.0100003030643975,0.0113,0.0027995590075191,0.0189143546441495,0.0129683970608616,0.0025222617365654,0.0032035675925546
2004-01-29,0.002056344,0.00414108,0.492187437,0.0100003185871102,0.0111,0.0046205111053303,0.0152955367913148,0.0148977496908265,0.0026402135304908,0.003321023829643
2004-01-30,0.001880086,0.002544366,0.473871243,0.0100003333467399,0.0108,0.0023536115549939,0.0157780458383594,0.0132169443282874,0.0027586850970253,0.0034384089199854
2004-02-02,0.00152757,0.008495903,0.437416198,0.0100003731475375,0.0108,0.0026013601397302,0.0163088057901085,0.0106097124127701,0.0031159432197731,0.0037901519676829
2004-02-03,0.001439441,0.002282978,0.428237276,0.0100003849552413,0.0105,0.000780408041919,0.0167430639324487,0.0089695950508341,0.0032352186642314,0.0039072671281875
2004-02-04,0.000749097,0.009551895,0.359822602,0.010000396050065,0.0103,0.0003096857309202,0.0165018094089264,0.0061979856646939,0.003354376275042,0.0040243184705194
2004-02-05,0.001674451,0.01230772,0.45831598,0.0100004064420492,0.0108,0.0052151077086972,0.016984318455971,0.0093985714847504,0.0034732885309534,0.0041413074603927
2004-02-06,0.002100408,0.00301297,0.498186249,0.0100004161412345,0.0106,0.0008795074758135,0.016984318455971,0.011152320619903,0.0035918279107136,0.0042582355635224
2004-02-09,0.002037249,0.002716992,0.491190546,0.0100004411824022,0.0102,0.0023536115549939,0.016984318455971,0.0094446439088946,0.0039439335805757,0.0046086692095955
2004-02-10,0.002496989,0.006626054,0.534849539,0.0100004482107973,0.0102,0.0006317588910773,0.0167430639324487,0.011760811884237,0.0040597062432179,0.0047253684228965
2004-02-11,0.003701419,0.012057102,0.630483909,0.0100004545965963,0.0104,0.0022545121210995,0.016984318455971,0.0149223859955618,0.0041744684234519,0.0048420140780269
2004-02-12,0.003598602,0.002468005,0.617629119,0.0100004603498398,0.0101,0.0026509098566774,0.016984318455971,0.0132534670201134,0.0042880926000263,0.0049586076407013
2004-02-13,0.002526365,0.010159515,0.495863305,0.0100004654805682,0.0107,0.0003468480186306,0.0172255729794933,0.0103872745561569,0.0044004512516893,0.0050751505766345
2004-02-17,0.002761376,0.001708644,0.516155816,0.0100004799791433,0.0105,0.0005450468864196,0.0172255729794933,0.0119379900780236,0.0048346801841985,0.0055408453672443
2004-02-18,0.002908258,0.0,0.529079125,0.0100004821479052,0.0102,0.0021678001164418,0.0172255729794933,0.0132227351324873,0.0049387983925328,0.0056571571551894
2004-02-19,0.001747892,0.010573296,0.411280723,0.0100004837543955,0.0108,0.0007432457542086,0.016984318455971,0.0102921326992654,0.0050408859484469,0.0057734271106807
2004-02-20,0.001645075,0.007923201,0.401924457,0.0100004848086548,0.0103,0.0046081236760935,0.0167430639324487,0.0077740486415749,0.0051408153306888,0.0058896566994329
2004-02-23,0.001336623,0.003056045,0.373480816,0.010000484758452,0.0102,6.193714618405241e-05,0.016984318455971,0.0060135943661494,0.0054263792228705,0.0062381179224009
2004-02-24,0.001586322,0.006842408,0.401474378,0.0100004837041927,0.0103,0.0022111561187706,0.0165018094089264,0.0083634404231311,0.0055164006979107,0.0063542007013425
2004-02-25,0.00224729,0.007845862,0.47079324,0.0100004821479052,0.0103,0.0010653189143657,0.0165018094089264,0.0108694857134561,0.0056036263930219,0.0064702504421182
2004-02-26,0.002585118,0.003308295,0.503485088,0.0100004800996301,0.0099,0.0015484286546013,0.0161158021712907,0.0126692056798559,0.0056879287869526,0.0065862686104425
2004-02-27,0.003877677,0.019066915,0.609211972,0.0100004775694078,0.0104,0.0015484286546013,0.0161158021712907,0.0169219393899211,0.0057691803584503,0.0067022566720297
2004-03-01,0.004024559,0.010491715,0.61968739,0.0100004671874642,0.0101,0.0001114868631312,0.0160193003618817,0.0107395990631131,0.0059933549258368,0.0070500548735169
2004-03-02,0.003716107,0.006704372,0.581633558,0.0100004628298592,0.0103,0.0017094652346798,0.016260554885404,0.0175114835608227,0.0060612097268333,0.0071659371653028
2004-03-03,0.003877677,0.004865524,0.594765113,0.0100004580405099,0.0103,0.0005078845987092,0.0165018094089264,0.0195536044243796,0.0061258664895895,0.0072817966789254
2004-03-04,0.005679513,0.025190385,0.714425632,0.010000452829457,0.0104,0.0025889727104933,0.0165983112183353,0.0118494009811303,0.0061876880833053,0.0073976348800982
2004-03-05,0.007051343,0.054206117,0.810441561,0.0100004472067409,0.0103,0.000780408041919,0.0172255729794933,0.0123035978789397,0.0062470373771781,0.007513453234537
2004-03-08,0.006932816,0.022215637,0.698076349,0.0100004279690194,0.0103,0.0034437053278333,0.0167430639324487,0.0129459704061716,0.0064138801517299,0.0078608038745909
2004-03-09,0.008548515,0.027780152,0.759438893,0.0100004208000564,0.0103,0.0003096857309202,0.0167430639324487,0.0132381010763003,0.0064669689382195,0.0079765574992373
2004-03-10,0.009400429,0.050424908,0.786848024,0.010000413269633,0.01035,0.000322073160157,0.0167430639324487,0.0140879265078376,0.0065193997708596,0.008092298605722
2004-03-11,0.008621956,0.02646832,0.715032903,0.0100004053877899,0.01035,0.0036171293371486,0.0166465621230398,0.0441121371392415,0.0065715355188493,0.00820802865976
2004-03-12,0.009224171,0.010931276,0.737223806,0.0100003971645676,0.0134,0.0010529314851288,0.0165018094089264,0.0470984633308934,0.0066237390513865,0.0083237491270657
2004-03-15,0.007593784,0.019817466,0.602390926,0.0100003705470313,0.0138,0.0008299577588663,0.0165018094089264,0.0427288976713561,0.0067843850482718,0.0086708676657348
2004-03-16,0.006668429,0.027026665,0.537046193,0.0100003610586979,0.0142,0.0001981988677889,0.016260554885404,0.0372371357467612,0.0068404884109867,0.0087865644432572
2004-03-17,0.007211892,0.015721745,0.564363965,0.0100003512791881,0.0138,0.0015360412253645,0.0160193003618817,0.0409691545462096,0.0068984739042419,0.0089022589626207
2004-03-18,0.006448107,0.010456798,0.511298995,0.0100003412185425,0.0134,0.0015236537961276,0.0165018094089264,0.0380566864632442,0.0069587043972372,0.0090179526895394
2004-03-19,0.006727182,0.015555319,0.526750807,0.0100003308868017,0.014,0.0011891932067338,0.0165018094089264,0.0417627990467449,0.0070215427591699,0.0091336470897279
2004-03-22,0.006727182,0.01616457,0.526750807,0.0100002983654134,0.014,0.0001610365800785,0.0165018094089264,0.0417627990467449,0.0072293337505837,0.00948074898706
2004-03-23,0.005889956,0.014211507,0.464838764,0.0100002870496972,0.0138,0.0004831097402356,0.0157780458383594,0.0382658664467986,0.007306232280255,0.0095964607374746
2004-03-24,0.006198408,0.016699745,0.485269658,0.0100002755130887,0.0133,3.716228771043145e-05,0.0159710494571773,0.0421501223566074,0.0073875530248572,0.0097121804897326
2004-03-25,0.008210687,0.024754781,0.599123488,0.0100002637656283,0.0139,0.0013502297868123,0.016260554885404,0.047288239052979,0.007473658853589,0.0098279097095479
2004-03-26,0.008460386,0.016214824,0.611289053,0.0100002518173565,0.0134,0.00058220917413,0.01437876960193,0.0510970113586785,0.0075649126356494,0.0099436498626357
2004-03-29,0.009738257,0.012184369,0.669213531,0.0100002148680793,0.0135,0.0002849108724466,0.0150542822677925,0.0542783961030601,0.0078731903937856,0.0102909505786784
2004-03-30,0.009752945,0.012705838,0.669846328,0.0100002022169681,0.0132,0.0002849108724466,0.0145717732207478,0.0575409536537831,0.0079886646811451,0.0104067491220012
2004-03-31,0.008460386,0.014517928,0.562935804,0.0100001894152484,0.0134,0.0001486491508417,0.0145717732207478,0.0539963231433407,0.0081111012678254,0.0105225659271694
2004-04-01,0.008563203,0.010296572,0.568493942,0.0100001764729609,0.0131,0.0003963977355779,0.01437876960193,0.0568838501428799,0.0082408630230259,0.0106384024598974
2004-04-02,0.009136042,0.007741111,0.599619247,0.0100001634001459,0.013,0.0,0.01437876960193,0.0593735897550946,0.0083781977962289,0.0107542601859002
2004-04-05,0.010340472,0.014220644,0.658474783,0.0100001234989428,0.0131,0.0006813086080245,0.0143305186972255,0.0628719446555988,0.0088330578512096,0.0111019751807015
2004-04-06,0.009620751,0.006780406,0.597599938,0.0100001100044241,0.0131,0.0004459474525251,0.0148130277442702,0.0605317499419739,0.0089978722843464,0.0112179323369485
2004-04-07,0.008856967,0.006613001,0.537508363,0.010000096429581,0.0132,0.0005326594571828,0.0140892641737032,0.0582176138245715,0.0091687385097309,0.0113339180150431
